weight,feature
0.849961,U f r ^ m
2.23614,U m u v
0.343243,U b ^ t
2.46284,U x n t
1.57168,U w a C
2.09892,U h u
1.29805,U h u z
1.41051,U y E s
0.742306,U b a k s
0.453065,U g r @ m a
1.78727,U s I l i
0.864305,U l i
1.92169,U d o r
3.75381,U I f
1.35154,U w c S
0.579068,U d c g i
2.1438,U w i l
0.806384,U f o n
0.779528,U h E l o
0.888466,U f ^ n
1.05589,U f ^ n i
0.348142,U I S
0.348227,U S U d
0.554799,U h @ G
2.11733,U k a r
0.515002,U n ^ m
0.137966,U w U d
1.96881,U i v
2.62619,U b c l
0.130609,U f l o r
1.23057,U d @ d i
1.5043,U f i l
0.462036,U y ^ m
0.574961,U y ^ m i
2.50345,U E n d
1.5378,U T @ G k
0.529967,U d r Y
4.8568,U r Y t
3.10101,U n i d
0.355011,U b E d
0.943655,U p e p R
0.127001,U d r ^ m
1.02379,U g r o
1.44145,U r I k
2.1422,U l W d
0.00130706,U b Y
3.22685,U h W
1.49693,U l I d
0.981482,U D @ n
2.32393,U s t I l
3.82805,U r o l
3.97404,U t r Y
0.771199,U w W
1.44626,U k e r
2.14623,U d ^ z
1.00888,U n Y n
2.01587,U h e
0.82008,U m ^ s t
0.207069,U d a
0.0831565,U s n @ p
1.05782,U w u p s
2.79641,U u p s
2.03892,U @ G g
1.86104,U r W n d
3.07311,U k W
0.292077,U k W C
0.986247,U W C
0.594474,U n ^ T
1.81686,U r c G
1.86593,U h e r
0.804406,U s l i p
0.809753,U p I k
2.14074,U k ^ p
1.54053,U l E m i
0.411982,U b a r
0.331237,U n I k
0.129684,U g e t
0.25853,U b l E s
0.284666,U b @ s k
0.019478,U @ s k
1.5775,U w I n d
0.806873,U b W n
1.01744,U b W n s
0.676703,U s w i t
0.576534,U s w i t i
0.109499,U g a C x
1.59851,U a r n t
0.94645,U k o l d
2.55378,U n Y s
0.584052,U p i
0.469179,U S S S
1.8301,U m e k
2.13594,U T r o
1.67913,U l ^ n C
1.98236,U b Y t
0.516597,U t E l
0.314615,U n E v R
1.54528,U d Y p R
0.593941,U C e n J d
0.715433,U m e b i
0.418345,U w E t
0.453443,U J ^ m p
1.22422,U f l Y
1.55672,U r E s t
1.88058,U p @ n t s
4.88085,U x w e
1.79383,U b Y b Y
0.46739,U b Y k
2.25971,U k e m
1.7841,U w Y p
1.5842,U f c l
0.410775,U b @ d
1.25223,U k r Y
0.527807,U m ^ C
0.836022,U C i z
0.450037,U k I k
0.804727,U E g
0.319831,U s E k
2.01664,U x n d
0.444125,U l c G
1.49602,U l E f t
1.07626,U k r x
2.12933,U x m
1.39394,U b I b
0.582153,U f ^ z i
2.43372,U n o p
0.410164,U w I C
0.52892,U l c n d
1.3139,U p ^ p i
1.06858,U t E d i
0.851622,U b ^ n i
1.4986,U C e r
1.07448,U w Y l
1.42503,U f i d
0.861851,U k @ r
2.93756,U l i v
1.38384,U p u
2.64772,U s p u n
1.29841,U v E J t
0.822344,U p x t e
1.43327,U t o z
0.856572,U T I G k
0.208552,U m E l
2.29614,U s E l f
2.29278,U f R s t
1.10432,U h ^ G g
0.973342,U m E s
1.18274,U g c n
1.66711,U k U k i
0.0942894,U f ^ s
0.71873,U n @ n x
0.523048,U b o T
0.000150416,U h @ n d
0.219273,U k w Y
2.48084,U h x m
0.722676,U h @ n d z
0.813774,U k l i n
0.179919,U h a r d
1.37615,U S R t
2.15026,U f i t
1.10544,U h W s
1.23585,U y e
1.0495,U s k r @ C
1.68087,U C E k
0.427641,U f Y n d
2.14279,U g I v
0.333909,U f W n d
2.1115,U l Y t
1.25528,U E l x
2.52318,U D i z
0.140097,U k a r d
0.246894,U k r i m
1.06749,U k l @ p
1.43244,U p Y
3.25251,U b O
2.4661,U m @ n
0.992545,U k @ C
1.61079,U k Y n d
1.1667,U h I t
0.125629,U g r @ b
1.89725,U r i C
0.669857,U h ^ g
3.30008,U h I z
1.17553,U S i p
1.57,U T r u
1.60954,U n O z
0.621369,U k l W n
0.689936,U k e k
0.821599,U k x b u
2.40843,U ^ h ^
0.630598,U k l Y m
0.28632,U S ^ t
2.83033,U t I k
0.729999,U s a k
2.18109,U k i p
0.266833,U f @ s t
1.11298,U t e l
0.578511,U f U t
1.1755,U k I s
1.07898,U k l o s
1.88112,U f e s
0.0599799,U b l a k
0.684395,U p R p
0.0193928,U f l W R
1.57108,U W R
1.51648,U S e k
0.863761,U k r c l
0.587513,U p I l o
1.38919,U h E l p
0.779846,U b @ T
1.12901,U p U S
1.18215,U p o k
0.606955,U J E n t
1.24877,U d @ n s
1.48683,U s ^ n
1.70137,U d ^ n
0.529902,U w c k R
0.73701,U b @ g
0.593136,U b o l
1.06758,U s I r i
2.16167,U n Y t
0.509936,U s k w a S
1.29948,U s c s
0.532054,U w c r m
0.301873,U k x m p
0.530515,U d a l i
0.951561,U S u z
0.550555,U k o t
0.599532,U n E k s t
0.582653,U g o l d
0.172862,U f I S
0.209629,U k r ^ n C
1.37087,U b o n
0.563708,U E k s k
0.591057,U S U r
1.29568,U w e t
1.47616,U l @ f
1.20799,U f I G
1.09376,U h o m
1.15276,U p i p
0.23406,U h @ t
0.88793,U w i n
1.6649,U r Y d
0.819556,U x p o z d
0.934801,U p a p
0.188445,U n ^ n
2.57593,U b i n
0.113537,U k U d
0.0357852,U f r u t
0.75566,U p i C
0.351604,U d I f r
0.221092,U b r E d
1.18208,U m I l k
0.912299,U m a m x
0.886469,U l Y n
0.564258,U h a r t
0.38399,U h o p
0.500897,U p r E s
0.27597,U b ^ d i
5.40317,U E l s
0.882467,U t E n S
0.376999,U w U p
0.399613,U y E p
1.63208,U g e m
0.735582,U t I m
1.28037,U k W n t
0.272194,U h Y n d
1.55014,U s E z
2.18038,U f E l
0.074859,U k I C
0.687721,U k l o D z
0.186667,U s k w R r
1.51028,U b e r
1.32532,U h ^ n i
1.39895,U p l i z
0.597653,U s c G
1.12436,U s p W t
1.04877,U g a d
0.148946,U t ^ C
0.333871,U p u p i
0.789992,U g l @ s
0.107151,U m a m a
0.709301,U f e v
0.19299,U b l @ G k
0.688775,U b ^ s
1.3836,U l u g x
0.696567,U b r W n
0.842682,U b R d
1.88008,U p e J
0.326464,U h c r
0.0659964,U f r c g
0.250701,U m ^ D R
1.71087,U f x l
0.750374,U s p I n
0.417175,U t W n
0.942105,U t E r
0.568245,U s w I S
0.864478,U g E s
0.691391,U k ^ v R
0.583104,U l a l a
9.60297e-05,U h @ p i
0.0797076,U f r E n d
0.763704,U t ^ G
0.200687,U f Y t
2.54386,U m i n
0.891779,U t i T
0.820018,U J a b
1.16615,U t I g R
0.63017,U w I n i
0.00726063,U b ^ k
0.102469,U k u l
0.466609,U k w @ k
1.02986,U m W s
0.358246,U f I k s
1.82082,U r i l
1.03768,U T c t
0.62416,U s l i p i
0.309626,U S x z
0.0607241,U b ^ b
0.760848,U b l o
2.47185,U m u m u
0.648828,U g R z
1.12682,U m e d
0.374168,U m @ t R
0.732525,U p I g i
1.17401,U I k i
0.168967,U k l ^ k
1.14583,U p I n C
0.507089,U g r e t
1.38817,U d I l
0.272779,U w R l d
0.945574,U s p I t
0.770658,U g I m i
0.517728,U f U l
0.654985,U b R p
1.15926,U t i D
0.153055,U m I k i
0.193909,U k r I s
0.963358,U f @ t
0.0214711,U b a G k
1.27737,U s t a p
0.0512361,U d ^ m p
0.224066,U b E l i
0.984498,U l @ s t
1.37742,U r @ t
1.49334,U l e d i
0.373194,U x p a r t
1.3941,U b r U k l
1.42871,U e n t
0.508637,U m @ d
0.669993,U b a b x
0.375932,U y a r d
0.289567,U v @ k
2.83723,U k o r s
0.915568,U l c r d
1.27252,U C @ n s
0.826004,U v I d i
0.661183,U p @ t i
0.166821,U y ^ k i
0.082322,U b r o k
0.354713,U k r e z i
0.169441,U @ l I g z
0.681635,U b u b u n
0.761694,U C Y m z
1.4144,U p E g
0.114358,U t E l x
0.424173,U m e l
0.0123039,U m a r k
0.167558,U J e l
0.514178,U p @ m p R
0.000259939,U m u t i
0.521783,U @ l I n
1.00793,U J e k
1.51491,U S I @ r I @ U
0.0470045,U t I m i
0.616371,U t @ b
4.38371,U I T x
1.70707,U C w R m
1.61682,U h E n r i
0.215844,U k r ^ b i
0.230854,U s u t
0.366651,U m @ g i
0.441261,U k c f i
0.716717,U v ^ z
1.2135,U d y x
4.12098,L 1
4.20441,V 0
1.4576,N 0
0.886137,C 1
0.0651148,CP C
0.667127,P h
-0.0793475,CS C
-1.54172,S h
-1.53906,SC _ h
-0.0794234,CSC _C
1.65532,L 2
4.26322,V 1
0.613138,CP CV
-0.490635,P h i
-4.66695e-05,CS V
1.16326,S i
-0.00060789,S i h
1.1375,SC _ i
-0.00120862,CSC _V
-0.00060789,SC _ i h
-0.236626,CSC _VC
2.90647,C 0
-0.789918,CP V
-0.204865,P i
0.366741,L 3
0.0239575,C 2
0.810224,P h i r
0.238809,CS CV
0.146169,S r
0.483748,S r i
1.17473,S r i h
0.188967,SC _ r
0.501499,SC _ r i
0.242679,CSC _CV
1.24468,SC _ r i h
0.092675,CSC _CVC
-0.226952,P r
0.221058,L 4
-1.09951,C 3
-1.1555,CS CC
0.076649,CS CCV
-1.01198,S D
-1.00981,SC _ D
-1.15023,CSC _CC
0.0570716,CSC _CCV
0.497498,CSC _CCVC
-1.99361,CP CC
-0.398189,P D
-0.315732,L 5
0.0326714,V 2
-0.927981,S ^
1.70823,S ^ D
-0.967791,SC _ ^
1.53033,SC _ ^ D
-2.35046,CSC _VCC
0.222586,CP CCV
-0.892952,P D ^
0.0201662,P ^
-2.97736,L 6
-2.32956,C 4
0.511805,S k
0.42181,S k ^
0.51733,SC _ k
0.423626,SC _ k ^
-1.15923,CSC _CVCC
-0.174724,CSC _CVCCV
0.525426,P k
-1.9542,L 7
-3.73708,V 3
-1.44589,S I
-1.4454,SC _ I
0.984992,CSC _VCV
0.993401,CSC _VCVC
0.613394,P k I
1.19652,P I
-4.04169,L 8
-2.4593,C 5
0.574635,S t
0.530833,SC _ t
-2.47472,CSC _CVCV
1.10718,P I t
-3.01469,L 9
-2.90773,V 4
0.457023,S i t
0.457275,S i t I k
0.510073,SC _ i t
0.570086,SC _ i t I k
1.64757,P k I t i
0.00184096,P t i
-4.04329,L 10
0.0203948,N 1
0.725337,CS NV
-0.127448,S m i
-2.4892e-05,CSC _N
-0.135379,SC _ m i
0.726104,CSC _NV
-0.148589,CSC _NVC
-0.427743,CSC _NVCVC
-0.204343,CP N
0.723543,P m
-1.10243,S c
-1.09552,SC _ c
-0.504811,CSC _VN
1.02124,CSC _VNV
1.50563,CSC _VNVC
1.44639,CP NV
-0.165173,P c
0.33595,S r c
0.326034,S r c m
0.233022,SC _ r c
0.318049,SC _ r c m
-0.111815,CSC _CVN
1.94837,P m c r
1.65621,P c r
-0.42546,S g
-0.428979,SC _ g
0.420466,CSC _CCVN
0.231414,P g
0.775989,S i g
0.824417,SC _ i g
-0.407456,P g i
0.19859,P s
0.109653,S s
0.278022,SC _ s
-0.00844171,P s @
-1.25204,S @
-1.25303,SC _ @
0.507265,P @
0.436465,S i m
0.543162,SC _ i m
-1.04537,P m i
-1.50744,S w
-1.49827,SC _ w
1.02728,P w
0.963389,CSC _VCVN
0.503233,P w ^
-2.02976,N 2
0.115249,S n
0.349971,S n ^
0.783081,S n ^ w
0.115249,SC _ n
0.0973435,SC _ n ^
0.484086,SC _ n ^ w
-0.168707,P n
-0.0900447,CS CN
-0.230159,CS CNV
1.10922,S t n
0.730991,S t n ^ w
1.09528,SC _ t n
-0.0895087,CSC _CN
-0.234682,CSC _CNV
0.975112,SC _ t n ^ w
0.794158,P w ^ n t
-4.10844,CP NC
0.515579,S s t
0.223957,SC _ s t
1.03333,CSC _CCNVC
-0.345755,S W
-0.33978,SC _ W
0.101988,P W
-0.749139,S t W
-0.136306,SC _ t W
1.05382,P W t
0.299106,S o
0.259203,SC _ o
0.512821,P o k
2.84351,P o k e
0.400132,S e
0.417329,S e k
0.528003,S e k o
0.403805,SC _ e
0.27481,SC _ e k
0.646251,SC _ e k o
-0.0415161,P k e
0.0463443,P e
0.445065,S z
-0.295617,S z I
0.460596,SC _ z
-0.401123,SC _ z I
0.267373,P I z
-1.91555,P z
0.651215,P w ^ t
0.989325,S t ^
0.0973395,S t ^ w
0.926862,SC _ t ^
0.187793,SC _ t ^ w
-1.36103,P ^ t
-0.810444,CS NC
-0.808412,CSC _NC
-2.67309,CP CN
-0.11625,CSC _VNC
-0.432054,C 6
0.30046,P g ^
0.302597,P g ^ n
0.328196,S x
0.508712,S x n
0.160521,S x n ^
1.18944,S x n ^ g
0.427086,SC _ x
0.634272,SC _ x n
0.16106,SC _ x n ^
1.01955,SC _ x n ^ g
1.83202,P g ^ n x
-2.0821,P n x
0.952755,P x
0.419725,S d
-0.55237,S d x
0.455663,SC _ d
-0.550795,SC _ d x
0.374987,S u
0.22181,S u d
0.462083,SC _ u
0.0807967,SC _ u d
-0.0271136,P d u
-1.7756,P u
0.22636,S o n
0.0673756,SC _ o n
-0.145832,P n o
-0.064093,CSC _NVN
1.50156,CSC _VNVN
-0.00839188,S t i
-7.98442e-05,SC _ t i
0.472149,P i t
-0.192428,S G
0.34747,S G I
-0.212146,SC _ G
0.564031,SC _ G I
-3.97021,P G
1.04924,CSC _VCNVC
0.80535,S g c
0.28191,S g c d
0.850598,SC _ g c
0.140143,SC _ g c d
-0.60346,CSC _CVCN
2.73174,P d c g
-0.116505,S f
-0.115151,SC _ f
0.777772,P f
-0.463824,S u f
-0.464147,SC _ u f
0.431165,S d u f
0.699279,SC _ d u f
2.09516e-05,P f u d
0.584721,S z ^ w
0.590598,SC _ z ^ w
0.772904,P D @
0.147331,S t @
0.989012,S t @ D
0.158082,SC _ t @
0.968176,SC _ t @ D
0.778778,P D @ t
1.95335,CSC _CCVCV
4.45859,P g r
-1.50054,CSC _NVCC
-1.41738,S y
-1.4173,SC _ y
0.00294919,P y
0.468116,S u y
0.605532,SC _ u y
-0.244068,P y u
-0.19408,S J
-0.189171,SC _ J
0.288892,P J ^ s
0.895392,S t s
0.00449753,S t s ^
1.09459,S t s ^ J
1.18246,SC _ t s
0.0180287,SC _ t s ^
0.909915,SC _ t s ^ J
1.32793,P J ^ s t
1.95825,P s t
-0.549784,CS CCCV
-0.550375,CSC _CCCV
-2.27244e-05,CSC _CCCVC
-0.265733,CSC _VCCC
-0.0132548,CP CCCV
0.75944,S r c f
0.724241,SC _ r c f
0.218322,S e r
0.218322,SC _ e r
0.297876,S Y
0.223826,S Y m
0.295226,SC _ Y
0.21382,SC _ Y m
-0.542173,P m Y
-0.143188,P Y
0.0946173,S n Y m
0.102693,SC _ n Y m
1.12714,P m Y n
-0.167378,P Y n
0.572009,P n u
-0.0708174,S t u
0.719627,S t u n
-0.0710975,SC _ t u
0.0111932,SC _ t u n
2.14618,P n u t
0.467383,S i k
1.16748,S i k o
0.469669,SC _ i k
1.16748,SC _ i k o
-0.529716,P k i
-0.1292,S d i
-0.139279,SC _ d i
-0.481416,P y R
1.08436,S R
0.634294,S R y
1.07889,SC _ R
0.563785,SC _ R y
-1.26281,P R
1.96849,P ^ o
1.1963,S o ^
1.58282,SC _ o ^
0.924036,P d I
0.337424,P d I d
0.398318,S d I
0.763674,S d I d
0.370138,SC _ d I
0.83367,SC _ d I d
-0.100853,S d t
-0.100853,SC _ d t
1.24337,S n W d
1.17591,SC _ n W d
-0.286512,P W n
-0.324317,S a
-0.324901,SC _ a
-0.322651,S n a
-0.315991,SC _ n a
0.0474074,P w a n
0.540559,P a n
0.637096,S x n a
1.43615,S x n a w
0.461452,SC _ x n a
1.14409,SC _ x n a w
1.81796,P w a n x
-0.22023,S s x
-0.207824,SC _ s x
-0.546395,P s o
-1.71209,S E
-1.70825,SC _ E
0.764153,P D E
0.478064,P E
-0.122297,S n E
0.846744,S n E D
-0.122083,SC _ n E
0.984861,SC _ n E D
0.893112,P E n
0.238577,P k ^
0.642109,S m ^
0.830505,S m ^ k
0.692391,SC _ m ^
0.744887,SC _ m ^ k
1.18542,P g E
0.16152,S t E
0.837749,S t E g
0.283953,SC _ t E
0.986724,SC _ t E g
-0.011818,CSC _NCVC
0.197836,S a m
0.197836,SC _ a m
0.355771,P m a
-3.26354,N 3
-0.0113238,S m a
-0.0113238,SC _ m a
2.61236,P m a m
-0.0630808,P a m
0.0452993,S i m a
0.488516,S i m a m
0.213314,SC _ i m a
0.445186,SC _ i m a m
0.530216,P m a m i
0.587408,S n a m
0.587408,SC _ n a m
-0.272745,P g o
0.42185,S o g
0.306488,SC _ o g
0.80648,P s E
0.377219,S d E
0.340768,S d E s
0.345265,SC _ d E
0.371357,SC _ d E s
-0.181684,P E d
0.0803952,S S
0.0803952,SC _ S
0.300132,P S
0.582358,S u S
0.671905,SC _ u S
0.323309,P S u
0.438414,P p
0.19438,S p
0.165686,SC _ p
1.44964,P p U
-1.12117,S U
-1.1227,SC _ U
-2.33136,P U
0.618038,S t U
0.329263,S t U p
0.583645,SC _ t U
0.286556,SC _ t U p
0.577097,P t ^
-0.0326419,S p ^
-0.0808818,SC _ p ^
0.847207,P ^ p
1.01519,S r u y
1.02269,SC _ r u y
0.154662,P y u r
0.221281,P s ^
1.33142,S C ^
1.31447,SC _ C ^
0.706156,P s ^ C
-0.858598,P ^ C
0.955727,S d U
0.462236,S d U g
0.997249,SC _ d U
0.501241,SC _ d U g
0.172137,P g U d
0.14441,S R g
0.14441,SC _ R g
0.21066,S l
1.4484,S l R g
0.2658,SC _ l
1.51313,SC _ l R g
-0.0568982,P l
0.606674,P l E
2.91671,P l E t
0.324929,S s t E
1.29068,S s t E l
0.270431,SC _ s t E
1.44205,SC _ s t E l
1.49815,P s w
0.44389,P w c
0.205553,S k c
0.262738,S k c w
0.116076,SC _ k c
0.19045,SC _ k c w
0.112703,P w c k
1.29225,P D e r
0.756518,S r e
0.922165,S r e D
0.775222,SC _ r e
0.867855,SC _ r e D
-0.318308,S b
0.927308,S b e t
-0.31756,SC _ b
0.927308,SC _ b e t
1.11317,P b
0.771142,S g I
1.06728,S g I b
0.749195,SC _ g I
1.1838,SC _ g I b
2.13287,P a r
0.154691,P l I
0.650382,P l I t
-0.252666,P t x
0.817461,P x l
0.475985,S f l
0.0688554,SC _ f l
-0.21618,S e f
-0.223627,SC _ e f
-0.455617,P f e
0.341433,S k e
0.120479,SC _ k e
0.523182,S R k
0.523182,SC _ R k
-2.04638,P k R
0.518337,S u b
0.491302,SC _ u b
0.842183,P b u m
0.0941005,S m u
0.854079,S m u b
0.0929159,SC _ m u
1.02498,SC _ m u b
1.16919,P W ^
1.97696,P W ^ t
1.17627,S t ^ W
0.822922,SC _ t ^ W
1.49344,S x C
1.17408,SC _ x C
-0.127507,CSC _NVV
0.606369,P W W
0.557669,S W W
1.01036,SC _ W W
-0.285194,P h R
0.606901,S t R h
0.521564,SC _ t R h
4.44196e-05,P h R t
0.0639315,S k U
0.0196534,S k U l
0.000660501,SC _ k U
0.0196534,SC _ k U l
1.15087,P l U k
0.423613,P k @
0.0688417,S t @ k
0.0688417,SC _ t @ k
0.789342,P @ n
0.998568,S d n
-0.0678784,S d n @
1.07779,SC _ d n
-0.0195068,SC _ d n @
2.08755,P @ n d
0.0735016,S e s
0.0662248,SC _ e s
-0.998803,P s e
1.02512,P t W
0.332136,S l W t
0.514605,SC _ l W t
-0.172071,P y u t
0.642208,S k c t
0.380499,SC _ k c t
0.00654297,P t c k
-0.854902,P k I G
0.177264,S l c
0.0807856,SC _ l c
1.07364,P c l
1.38439,P h E
0.295277,S v
-0.248191,S v E
0.295931,SC _ v
-0.248191,SC _ v E
3.17929,P E v
-0.836422,P v
0.624413,S i v E h
0.290827,SC _ i v E h
0.587863,P h E v i
4.39529,P b r
0.0806102,S i r
-0.283122,S i r b
0.477361,SC _ i r
-0.283122,SC _ i r b
-0.155256,P b r i
0.570682,S D i
0.570682,SC _ D i
-0.0363947,P n W
0.535366,S W n
0.510423,SC _ W n
-0.0139742,S i w
-0.0139742,SC _ i w
-0.543867,P w i
0.225935,S r i w
0.239936,SC _ r i w
0.489236,P w i r
1.2478,P h @
0.77813,S v @ h
0.857504,SC _ v @ h
-0.569031,P t u
0.623421,S k e t
0.64937,SC _ k e t
0.813486,P t e k
0.630848,S s I
0.836754,S s I D
0.692271,SC _ s I
0.780144,SC _ s I D
0.844404,P D I s
4.59958e-05,P I s
1.71829,P s t ^
0.675181,S f ^
0.590538,S f ^ t
0.623205,S f ^ t s
0.640069,SC _ f ^
0.708363,SC _ f ^ t
0.634171,SC _ f ^ t s
0.123567,P s t ^ f
0.122466,S s n
0.122466,SC _ s n
0.929096,P s t e r
0.529421,S z r
0.959637,S z r e
0.374367,S z r e t
1.16402,S z r e t s
0.412562,SC _ z r
0.904043,SC _ z r e
0.13052,SC _ z r e t
1.16686,SC _ z r e t s
1.16234,P s t e r z
-1.00944,P s i
0.279635,P x g
2.18237,P x g E
0.0636366,S Y h
0.201717,SC _ Y h
-0.225807,P h Y
2.77151,P s p
-0.265951,S d ^
-0.269883,SC _ d ^
0.0228609,P y U
0.491756,S r U
0.840132,S r U y
0.524707,SC _ r U
0.821404,SC _ r U y
0.527107,P y U r
-0.155929,S s Y
-0.156675,SC _ s Y
0.843424,S b ^
0.942328,SC _ b ^
-0.441685,S e b
-0.437964,SC _ e b
2.32843,P b e b
0.345857,S i b
0.338845,S i b e
0.572039,S i b e b
0.250226,SC _ i b
0.1749,SC _ i b e
0.179854,SC _ i b e b
0.894172,P b e b i
-1.10454,P b i
0.201326,S n I
0.246713,SC _ n I
0.632634,P I n
-0.0961641,S r I
-0.0961641,SC _ r I
1.9663,P m I r
1.0288,S R r I m
0.0492481,SC _ R r I m
0.632849,P m I r R
-1.36113,P r R
0.483544,S e w
0.203435,SC _ e w
1.39261,P w e r
0.470376,S r e w
0.522575,SC _ r e w
0.547089,P w e r z
0.56544,S z r e w
0.55151,SC _ z r e w
1.94466,S n E g x
2.09886,SC _ n E g x
1.67975,P x g E n
-0.422652,P g E n
-0.171394,S z e
-0.178615,SC _ z e
0.0974001,P f a
-0.506609,S l a
-0.506609,SC _ l a
0.818278,S o l
0.97819,S o l a
0.996434,SC _ o l
0.97819,SC _ o l a
-0.729924,P l o
-0.571338,CS NN
-0.577764,CSC _NN
-1.26103,CP NN
0.753494,P b E
0.379714,P b E t R
0.427702,S R t
0.401561,S R t E b
0.590262,SC _ R t
0.739521,SC _ R t E b
-0.0486699,P t R
-0.215696,P w o
0.207887,S o w
0.2597,SC _ o w
0.280558,S z i
0.254431,SC _ z i
-0.44819,S k u
-0.447553,SC _ k u
1.05854,S n @ k
1.12944,SC _ n @ k
0.945302,S t n @ k
1.14074,SC _ t n @ k
0.297951,P k @ n t
0.152406,P Y m
1.28883,S i r a s
1.07202,SC _ i r a s
0.69772,P s a r i
3.71493,P p l
0.454357,S e l
1.12987,S e l p
0.445426,SC _ e l
1.11873,SC _ e l p
0.104958,P w I
0.0227108,S D I
