weight,feature
3.35458,U p U l
4.86012,U h I m
0.150066,U p U r
2.56295,U D o
4.43207,U D o z
4.95755,U a r m
4.43402,U b U k
1.99145,U b U k s
4.20721,U t Y
2.48335,U t Y r d
4.21455,U r E d i
1.34538,U h @ d
4.6308,U m o r
1.85719,U m o r n
5.28987,U t Y m
2.79917,U @ f t R
5.13145,U t R n
2.22361,U S o
1.22276,U p I G k
0.229665,U r @ b I t
0.401797,U b I t
1.39798,U E v R
2.48535,U w e v
2.51322,U C u
0.0470996,U k c r d
3.29489,U t o
7.91569,U o v R
4.7698,U m o r g I n
0.994851,U n e
1.67758,U n e m
3.83698,U h i z
3.79187,U f r ^ m
2.67428,U m u v
2.28143,U b ^ t
3.92186,U w a C
0.440668,U y E t
3.17624,U h u
2.48702,U h u z
4.52895,U y E s
1.11209,U g r @ m a
3.67289,U s I l i
4.13476,U d o r
5.9471,U I f
2.60992,U w c S
3.54683,U d c g i
4.64607,U w i l
3.33718,U h E l o
2.79877,U f ^ n
2.56162,U f ^ n i
0.0375833,U f I n I S
0.19961,U f I n I S t
1.20385,U S U d
3.25711,U k a r
2.52811,U n ^ m b R
1.55376,U w U d
4.23996,U b c l
1.3877,U f l o r
2.54404,U d @ d i
2.81962,U f i l
2.72245,U y ^ m i
4.05632,U E n d
4.10759,U T @ G k
2.01526,U d r Y
5.68026,U r Y t
1.59547,U t e b x l
5.82299,U n i d
1.70096,U o n l i
1.69921,U b E d
2.04597,U p e p R
0.940968,U t a p
0.528523,U l W d
0.841442,U k o s t R
2.49249,U b Y
4.59825,U h W
2.22699,U l I d
2.34473,U m i t
3.16247,U s t I l
3.71754,U r o l
6.66698,U t r Y
1.1512,U w W
1.12858,U k e r
2.78338,U d ^ z
0.760655,U s t a r
1.26505,U n Y n
2.81094,U h e
3.01615,U m ^ s t
1.45392,U s E v I n
1.02591,U s I k s
0.798024,U s n @ p
0.884137,U s k w e r
1.08416,U w u p s
2.25326,U u p s
3.21766,U x r W n d
1.73952,U r W n d
4.15423,U ^ n d R
3.69883,U k W
0.468238,U k W C
0.845772,U W C
1.88183,U n ^ T
1.71693,U r c G
3.36275,U h e r
1.11566,U s l i p
1.07744,U p I k
1.86508,U k ^ p
5.41988,U E l m o
5.26192,U l E m i
0.513898,U g e t
0.380645,U b l E s
1.32155,U b @ s k
1.4296,U w I n d
1.26174,U b W n s
7.26455,U Y n o
1.89038,U s w i t
1.34,U s w i t i
3.62566,U a r n t
0.481903,U y a
3.73162,U Y g a t
2.01563,U k o l d
5.69837,U n Y s
0.996732,U S S S
0.464902,U h @ d e
3.94144,U m e k
5.69164,U T r o
0.566838,U b r E k f x s t
1.45017,U l ^ n C
1.30359,U w e r d
2.78669,U b Y t
2.47536,U t E l
1.07434,U n E v R
2.22665,U b x f o r
4.36904,U d Y p R
0.000695633,U C e n J
0.854527,U C e n J d
3.66535,U m e b i
1.74274,U w E t
1.82791,U J ^ m p
3.31434,U r E s t
3.64751,U p @ n t s
1.71878,U s k e r d
8.11466,U x w e
6.34635,U b Y b Y
0.644581,U b Y k
3.3276,U k e m
1.5275,U w Y p
0.261598,U l u z
3.06105,U f c l
4.26109,U c l r Y t
1.25507,U b @ d
0.696947,U d r E s t
3.80394,U k r Y
2.7284,U m ^ C
1.30102,U C i z
1.84507,U k I k
0.797022,U l E g z
3.48211,U l e d W n
6.55037,U x n ^ D R
1.70174,U s E k x n d
2.88864,U x n t I l
3.37611,U l E f t
1.48889,U k r x f o n
1.11845,U x m
5.47811,U I n ^ f
5.72408,U r i x l i
2.10023,U y ^ m y ^ m
0.427365,U x p s t e r z
2.32502,U b I b
0.327804,U f ^ z i
4.76514,U n o p
1.26806,U w I C
1.72856,U l c n d r i
2.04948,U p ^ p i
2.69571,U t E d i
2.09427,U b ^ n i
2.58601,U C e r
1.33896,U w Y l
2.37146,U f i d
3.11842,U d ^ z x n t
1.87903,U k @ r
1.61191,U l i v
1.92117,U p u
4.60516,U s p u n
0.898864,U v E J t x b x l
2.7054,U C I k I n
1.88526,U r Y s
3.70463,U T I G k
2.19095,U s m E l
3.99178,U d I d x n t
1.86218,U p I k C R
0.955319,U m @ k x r o n i
1.6797,U t r i
4.78178,U s E l f
1.52924,U f R s t
0.974746,U h Y d
1.72508,U h ^ G g r i
0.38435,U d r a p t
2.61917,U m E s
1.661,U c l g c n
0.592357,U g c n
3.63067,U k U k i
1.05099,U f ^ s
2.88986,U b x n @ n x
1.15099,U k i z
0.719444,U b o T
0.25933,U f r ^ n t
3.27634,U h @ n d
3.19836,U h x m
3.29049,U h @ n d z
3.14341,U k l i n
0.31983,U h a r d
0.419662,U S R t
3.82592,U f i t
3.10129,U h W s
3.74781,U y e
5.39451,U Y s i
1.10612,U s k r @ C
2.2637,U C E k
0.178894,U f Y n
2.5206,U f Y n d
4.71295,U g I v
2.26747,U f W n d
2.21812,U l Y t
3.80698,U D i z
4.11084,U k l @ p
0.937501,U k ^ t
2.48375,U b O
3.98065,U m @ n
2.55883,U k @ C
0.311565,U k Y n d
2.46243,U h I t
0.417649,U g r @ b
2.16484,U r i C
0.602991,U h ^ g
4.3018,U h I z
0.501895,U S i p
1.3983,U f I t
4.24298,U T r u
2.19752,U n O z
1.72411,U k l W n
3.58354,U p i k x b u
4.25469,U ^ h ^
1.0416e-06,U z I p R
2.82255,U k l Y m
3.35624,U Y T I G k
1.06154,U m E k s
2.43942,U t w E n t i
1.2989,U S ^ t
3.23445,U t I k x l
0.686474,U @ k C u x l i
2.24077,U s a k
3.80466,U k i p
1.7532,U f @ s t
2.36327,U t e l
0.335707,U p r a b x b l i
3.11574,U f U t
2.48076,U y u v
3.29984,U p i s
1.19501,U s a k s
3.44846,U Y l ^ v
0.649211,U h a t
2.42001,U k I s
3.32632,U k l o s
3.75665,U f e s
3.35545,U S e k
6.73986,U i v x n
3.12953,U k r c l
2.67371,U k y u t
2.19917,U p I l o
4.18331,U h E l p
1.19427,U s t ^ k
0.0656988,U b @ T
2.71414,U p U S
1.02509,U J E n t x l
2.94776,U s r c G
2.67904,U d @ n s
2.20422,U s ^ n
4.8751,U d ^ n
2.3609,U w c k R
2.17664,U b @ g
0.392934,U b o l
4.11439,U s I r i x l
3.34879,U @ p x l
0.995641,U s k w a S
2.96039,U s c s
1.9401,U w c r m
1.69422,U d a l i
4.36074,U t x g E D R
0.599016,U S u z
0.393373,U n E k s t
0.172148,U g o l d
1.47869,U f I S
2.52426,U E k s k y u s
2.02766,U S U r
2.86924,U w e t
4.4695,U Y h @ v
3.17633,U l @ f
0.83847,U s l o
0.115481,U b r I J
3.48653,U p i p x l
0.975656,U h @ t
0.483422,U k ^ p x l
0.673592,U r Y d
0.0640485,U p e r z
2.83501,U s x p o z d
1.83806,U k U d
3.06101,U p i C I z
0.367049,U b r E d
3.13608,U m I l k
6.42452,U m a m x
1.51229,U l Y n
1.60095,U h a r t
3.69282,U Y h o p
1.97167,U p r E s
0.287704,U s m Y l
1.33483,U b ^ d i
7.16949,U E l s
2.19853,U x t E n S
0.80181,U y E p
0.00335266,U g e m
1.78714,U t I m
1.91524,U k W n t
0.873099,U f I G g R
0.527486,U k w I k
1.53438,U b x h Y n d
1.78661,U s E z
2.54711,U f E l
2.37554,U r x m E m b R
1.17808,U b @ T r u m
0.268437,U b @ T t ^ b
1.7499,U k l o D z
3.09005,U b e r
1.91547,U s w i t i p Y
0.0900133,U n a k t
2.21579,U d R t i
1.90495,U h ^ n i
4.08003,U m @ n d i
3.18181,U p l i z
1.40134,U m a n s t R
0.283545,U s c G
0.729666,U i n s i
0.272219,U w i n s i
1.892,U s p Y d R
0.925821,U s p W t
0.418281,U w c S t
1.70177,U g a d
1.15718,U t ^ C
1.71898,U p u p i
2.93147,U g l @ s
2.46982,U m a m a m a
1.91903,U s t o r i
0.416911,U f e v x r
0.975009,U b l @ G k
1.67339,U b ^ s
1.89018,U b x l u g x
1.67997,U b r W n
1.06596,U b R d
3.68605,U p e J
2.0195,U s p I n
0.198338,U t W n
0.00740784,U s w I S
0.218451,U b ^ m p I t i
1.66502,U l a l a l a
1.25614,U s t I k
2.90813,U t ^ G
1.09359,U x m h x m
0.043512,U f Y t
0.360463,U k l i n d
0.345246,U m I r @ n d x
3.66427,U m i n
2.52325,U t i T
3.92153,U m y u z I k
0.465546,U b u t i
1.69667,U J a b
2.97872,U t I g R
0.322097,U s k u l
3.47583,U x h E d
0.328144,U k w @ k
0.592062,U b l I G k
1.6722,U E l x f I n t
0.124657,U I g n o r
2.0934,U r u s t R
1.84479,U k e r f x l
1.91631,U r i l
1.80052,U m Y t
3.0223,U s l i p i
1.3162,U b ^ b x l z
0.355638,U b l o
1.10534,U m E d I s
2.54076,U m e d
1.38563,U m @ t R
1.59935,U p I g i
0.546321,U C I k i
1.04061,U h c r s i
1.05886,U g U d n I s
2.68897,U p I n C
1.56104,U x m k e
1.66436,U g r e t
2.86013,U d I l x n
1.31707,U k Y n d x
0.101288,U w R l d
2.86948,U s p I t
3.29991,U g I m i
0.269645,U Y T c t
0.0778274,U h @ G a n
0.262823,U b R p
2.40009,U b ^ t x n
2.65976,U l R n
2.4615,U s t a p
0.965987,U k r I s m x s
4.13799,U g U d b O
0.793602,U l I f t
0.644293,U Y g E s
0.341546,U b r e k
0.579365,U t r i z
1.77508,U l @ s t
2.61087,U r @ t x l
1.58493,U l e d i
5.34684,U x l o n
0.0959183,U p a r t
1.05879,U w Y r
1.9191,U x p a r t
0.820002,U b r U k l I n
0.932788,U r I n s
3.27973,U Y @ m
0.638355,U m @ d @ t
0.26582,U k l o s R
2.87733,U b a b x
1.23076,U y a r d
1.37838,U v @ k y u m
2.94466,U t i v i
0.746818,U l c r d
1.73082,U C @ n s
1.72334,U r x m o t
0.781751,U b ^ t R f l Y
0.459138,U y ^ k i
1.25288,U t R d e
0.000910695,U w U p s i
0.38576,U k r e z i
2.15266,U @ l I g z
4.59989,U @ n d R
0.670632,U b u b u n
2.05109,U b o n i n
1.39881,U p E g
0.0414735,U t E l x f o n
0.0641928,U d I z i
0.274896,U u p s i
0.684685,U s k w R x l i
2.41721,U m e l
1.3337,U p @ t i k e k
1.20757,U m a r k
0.333204,U m u m u S x z
1.6333,U p @ m p R
2.97904,U J i z x s
2.93894,U @ l I n
0.151745,U t i p i
0.131108,U x r Y z
1.45397,U J e k x b
2.25649,U t S I @ r I @ U
3.14608,U t Y r i s
0.357638,U s t e d h o m
2.73046,U p o k i m
0.541162,U t w I G k x l
0.779123,U t I m i
1.64114,U o t m i l
3.35761,U t w E l v
5.14964,U t @ b I T x
0.134565,U m ^ G k i
2.38016,U I n C w R m
0.140263,U m E l x n
0.238377,U C i r i o z
0.939741,U b r I t n i
0.918393,U b a r n i
0.178322,U s I s t R
1.97701,U @ l I k s
3.69306,U s R v I s
5.60254,U h E n r i
0.318587,U s k r ^ b i
3.26713,U f @ t b O
1.9723,U m @ g i
0.791014,U m I k i m W s
0.479073,U d y x
2.59931,U d Y i S x
4.65049,L 1
0.000752672,V 0
0.951442,N 0
1.05706,C 1
0.00151763,CP C
0.706961,P h
0.11138,CS C
-1.55917,S h
-1.56458,SC _ h
0.107024,CSC _C
1.37018,L 2
1.48511,V 1
0.99293,CP CV
-0.856239,P h i
1.00016,S i
-0.670055,S i h
0.952886,SC _ i
-0.578456,SC _ i h
2.34197,C 0
-0.858822,CP V
-1.17378,P i
0.205236,C 2
0.443703,CS CV
-0.000391507,S r
0.43861,S r i
-0.00110313,SC _ r
0.458182,SC _ r i
0.445705,CSC _CV
0.610156,CSC _CVC
-0.652556,P r
0.0106058,L 4
-0.518972,C 3
-0.420583,CS CC
-1.1577,S D
-1.15792,SC _ D
-0.419094,CSC _CC
0.518744,CSC _CCVC
-1.6605,CP CC
-0.551736,P D
0.0105507,L 5
-0.138812,V 2
-0.840142,S ^
0.489198,S ^ D
-0.838121,SC _ ^
0.137219,SC _ ^ D
-0.535297,CSC _VCC
0.352685,CSC _VCCV
0.0439854,CSC _VCCVC
0.33313,CP CCV
-1.29449,P D ^
-0.187076,P ^
-1.42491,C 4
0.295868,S k
0.448771,S k ^
-0.00805559,S k ^ D
0.211812,SC _ k
0.434927,SC _ k ^
-0.00805559,SC _ k ^ D
-0.915669,CSC _CVCC
-0.250921,CSC _CVCCV
0.288653,P k
-0.0557872,L 7
-1.22213,V 3
-1.569,S I
-1.56832,SC _ I
0.319717,CSC _VCV
0.53152,CSC _VCVC
-0.0211331,CSC _VCVCC
-1.03419,CSC _VCVCCV
0.516154,P k I
0.0125793,P I
-0.914833,L 8
-1.72032,C 5
0.469843,S t
-0.350931,S t I
0.600631,SC _ t
-0.349852,SC _ t I
-0.465707,CSC _CVCV
-0.089382,CSC _CVCVC
0.0607859,P I t
-0.25941,P t
-3.09758,L 9
-0.711449,V 4
0.493657,S i t
0.387027,SC _ i t
-0.332646,CSC _VCVCV
0.602741,CSC _VCVCVC
0.18786,CSC _VCVCVCC
-0.166756,P t i
-4.69889,L 10
0.158932,N 1
-0.0118804,CS N
0.901973,CS NV
-4.24917e-05,S m
-4.24917e-05,SC _ m
-0.0140092,CSC _N
0.9133,CSC _NV
0.0477733,CSC _NVC
-0.25355,CSC _NVCV
-0.083104,CSC _NVCVC
-0.401795,CP N
0.562503,P m
0.0710946,V 5
-0.726598,S c
-0.727364,SC _ c
0.373946,CSC _VNV
0.252455,CSC _VNVC
-0.494453,CSC _VNVCV
1.22595,CP NV
0.0110635,CSC _CVNVC
0.8599,CSC _CVNVCV
-0.509514,S g
-0.508876,SC _ g
0.626579,CSC _CCVN
0.503112,CSC _CCVNV
0.0124485,P g
0.553566,S i g
0.540729,SC _ i g
0.459361,P m c r g i
-1.76789,P g i
0.595628,P s
0.322153,S s
0.152831,SC _ s
0.215902,P s @
-1.01597,S @
-1.01703,SC _ @
0.387438,P @
0.051248,S i m
0.0425849,SC _ i m
-0.956008,P m i
-1.4171,S w
-1.41662,SC _ w
0.704712,P w
0.273308,CSC _VCVN
-0.20118,P w ^
-0.580325,N 2
0.0574326,S n
0.0574326,SC _ n
-0.0494396,P w ^ n
5.79216e-05,P ^ n
-0.272016,P n
4.7646e-06,CS CNV
0.823482,S t n
3.83355e-05,S t n ^
0.869282,SC _ t n
3.83355e-05,SC _ t n ^
4.7646e-06,CSC _CNV
0.0775087,CSC _CNVC
0.244865,CSC _CNVCV
-0.0538762,CSC _CNVCVN
-2.83998,CP NC
0.948286,S s t
0.513325,SC _ s t
0.186949,CSC _CCNVC
-0.20876,P t s
-0.039094,S W
-0.0329521,SC _ W
0.49124,CSC _VCCNV
0.178309,CSC _VCCNVC
0.326222,P W
-0.17276,S t W
-0.438912,SC _ t W
-0.485894,CSC _CVCCN
0.756267,P W t
0.351013,S o
0.287482,SC _ o
0.564705,P o k
0.377943,S e
6.73329e-06,S e k
0.29609,SC _ e
6.73329e-06,SC _ e k
-0.529345,P k e
0.433949,P e
0.0731511,CSC _VCVCVCV
0.332421,CSC _CVCVCVC
-0.000649015,CSC _VV
0.541588,CSC _VVCV
0.72861,S z
-0.638333,S z I
0.705405,SC _ z
-0.593993,SC _ z I
-1.14247,CSC _CVV
1.77191,CSC _CVVCVC
-1.51703,P z
0.638335,CSC _VCVVC
0.458215,CSC _CVCVV
0.320976,S t ^
-0.0315527,S t ^ w
0.3451,SC _ t ^
-0.0345915,SC _ t ^ w
-0.442519,P ^ t
0.00255,S s t ^ w
0.00255,SC _ s t ^ w
-0.400378,CS NC
-0.39605,CSC _NC
-1.66945,CP CN
2.41366,P s m
-0.122056,CSC _VNC
0.389804,CSC _CVNC
0.351721,CSC _CCVNC
-1.71885,C 6
0.15447,P g ^
-0.403713,CSC _NVCVCC
0.103194,S x
0.731984,S x n
0.120518,S x n ^ g
0.112767,SC _ x
0.556406,SC _ x n
0.337734,SC _ x n ^ g
-1.76509,P n x
0.600051,P x
0.456805,S d
-0.368499,S d x
0.329012,SC _ d
-0.361888,SC _ d x
-0.115502,P d
0.304926,S u
0.363205,SC _ u
-0.537831,P d u
-1.50688,P u
0.537483,P o n
-0.311318,P n o
-0.231932,CSC _NVN
-0.723523,CSC _NVNV
-0.11693,S G
-0.114639,SC _ G
-0.112062,P t I G
-2.88505,P G
0.578898,CSC _VCNV
0.501619,P d c
0.823116,S g c
0.768969,SC _ g c
-0.853347,CSC _CVCN
-0.0461741,CSC _CVCNVC
0.679641,P d c g
-0.233306,S f
-0.236795,SC _ f
0.570533,P f
2.06782,P t w
-0.0132618,S z ^
-0.0132618,SC _ z ^
-0.318269,CSC _CCVCC
0.00284617,P D @
0.0374645,S t @
-0.160173,S t @ D
0.0401521,SC _ t @
-0.179365,SC _ t @ D
-0.0718752,P @ t
0.26961,P z e
3.76793,P g r
1.03726,CSC _VCCVCVC
0.279674,P r ^
-0.682639,CSC _NVCC
0.128539,CSC _NVCCV
-0.205385,CSC _CNVCC
-0.662214,CSC _CNVCCV
-1.47366,S y
-1.48107,SC _ y
-0.198173,P y
-0.144549,S u y
-0.143553,SC _ u y
-0.961518,P y u
0.724386,S t s
0.675505,SC _ t s
1.41296,P s t
-0.48026,CS CCC
-0.475229,CSC _CCC
-0.161289,CSC _CCCVC
-0.821424,CSC _VCCC
0.457201,CSC _VCCCV
-0.107082,CP CCCV
-0.923077,CSC _CVCCCV
-0.28229,P f c r
0.0839925,S m e
0.0839925,SC _ m e
0.395469,S Y
0.405072,SC _ Y
-0.165052,P m Y
0.881268,P Y
0.055437,S n Y
0.055437,SC _ n Y
0.838541,CSC _NVNVC
1.17995e-07,P e m Y n
0.989065,P m Y n
0.308545,S u n
0.308545,SC _ u n
1.3423,P e m Y n u
1.18595,P n u
-0.0335231,S t u
0.142905,S t u n Y
0.759833,S t u n Y m
-0.0323564,SC _ t u
0.0628123,SC _ t u n Y
0.682735,SC _ t u n Y m
0.407734,CSC _CVNVNV
1.25697,P e m Y n u t
0.435639,S i k
0.442112,SC _ i k
-0.777747,P k i
0.381773,P o k i d
-0.1812,S d i
-0.178683,SC _ d i
0.476839,P o k i d o
0.854174,P o k i d o k
1.17608,P o k i d o k i
1.09462e-06,S i k o d i k o
0.57297,SC _ i k o d i k o
-0.730231,P y R
1.11452,S R
0.862831,S R y
1.0092,SC _ R
0.844111,SC _ R y
-2.69659,P R
0.137457,S o ^
0.596935,SC _ o ^
0.820016,P d I
0.241366,S d I
0.255049,SC _ d I
-0.188358,S d t
-0.190495,SC _ d t
0.551324,S n W d
0.306251,SC _ n W d
-0.408331,P W n
-0.239269,S a
-0.242832,SC _ a
-0.0770579,P w a
-0.379168,S n a
-0.378424,SC _ n a
0.616852,S x n a
0.741077,SC _ x n a
0.0257103,S s x
0.246806,SC _ s x
-0.0496662,CSC _CVCVN
-0.356234,P s o
-1.49542,S E
-1.48909,SC _ E
0.3001,P D E
0.0758646,P E
-0.212094,S n E
-0.161052,SC _ n E
0.796172,P E n
0.600639,P k ^
0.172052,S m ^
0.230653,SC _ m ^
-0.000182029,P g E
0.243315,S t E
0.0938195,SC _ t E
-0.353347,P E t
-0.322755,CSC _NCVC
0.127653,S a m
0.127653,SC _ a m
0.17937,CSC _VNCV
0.145258,CSC _VNCVC
-1.66674,N 3
-0.230646,S m a
-0.230109,SC _ m a
-0.27238,CSC _NVNC
0.797513,P m a m
4.89346e-06,P k ^ m a
1.66724e-05,P k ^ m a n
0.205448,S n a m ^
0.867024,S n a m ^ k
0.312566,SC _ n a m ^
0.851158,SC _ n a m ^ k
-0.62528,P g o
0.474748,P s E
0.293418,S d E
0.000115505,S d E s
0.2554,SC _ d E
0.000115505,SC _ d E s
0.144987,S S
0.100336,SC _ S
0.468688,P S
0.0371446,S u S
0.036018,SC _ u S
0.213298,P S u
0.482081,P p
0.0275689,S p
0.0289751,SC _ p
0.770638,P p U
-0.813013,S U
-0.820336,SC _ U
-1.78546,P U
-0.50865,P p U t
0.0605678,S t U
0.0902089,SC _ t U
0.116895,P t ^
-0.0292388,S p ^
-0.0292388,SC _ p ^
0.0021047,S r u y
0.0021047,SC _ r u y
0.155282,S s r
0.119597,SC _ s r
0.0264085,S C
0.368037,S C ^
0.0264085,SC _ C
0.567542,SC _ C ^
0.540021,S e C ^ s
0.527126,SC _ e C ^ s
0.0896662,P g U
0.500085,S d U
0.321358,SC _ d U
0.966196,P g U d
-0.570943,P g R
0.118374,S l
0.120674,SC _ l
-0.302245,P l
0.571873,P l E
0.687936,P l E t
0.360054,S s t E l
0.36455,SC _ s t E l
2.03847,P s w
0.29788,P w c
0.207488,S k c
0.204204,SC _ k c
0.130544,P D e r
0.581516,S r e
0.642571,SC _ r e
-0.124658,P t e
-0.555631,S b
-0.558209,SC _ b
1.06949,P b
0.554288,S g I
0.372092,SC _ g I
1.28989,P a r
0.198395,S l u
0.167591,SC _ l u
0.0820781,P l I
1.8629e-06,P l I t x
-0.379611,P t x
1.11387,S l x
0.0359162,S l x t
1.03817,SC _ l x
0.128752,SC _ l x t
0.0103598,P l I t x l
-0.846543,P t x l
0.329862,P x l
0.295398,S f l
0.435911,SC _ f l
-0.0475192,S e f
-0.0417029,SC _ e f
-0.0445545,P f e
0.217578,S k e
0.10401,SC _ k e
-0.914435,P k R
0.410012,S u b
0.410012,SC _ u b
1.69593,P b u m
0.188779,S m u
1.00169,S m u b
0.168836,SC _ m u
1.07617,SC _ m u b
9.4283e-07,P W ^
1.82141e-06,P W ^ t
0.870001,P W ^ t C
0.761241,P W ^ t C x
1.1743,S x C
0.997233,SC _ x C
0.896423,CSC _VCCVV
-1.57505,P C x
-1.04822,CSC _NVV
0.216653,P W W
0.890907,S W W
0.805455,SC _ W W
-0.17861,P h R
-0.0556977,S t R
-0.0556977,SC _ t R
0.0600322,P l U
1.29118,P l U k
0.466192,S t @ k
0.53168,SC _ t @ k
1.25941,P s t @
-0.267953,S n @
-0.28155,SC _ n @
0.743372,P @ n
0.685914,S d n
-0.441659,S d n @
0.350174,S d n @ t s
0.869946,SC _ d n
-0.412316,SC _ d n @
0.421813,SC _ d n @ t s
0.336094,CSC _VCNVCC
0.139952,CSC _NVCNVC
-0.00234454,P d I G
-0.0119961,CSC _VNVCN
-1.58803,P s e
1.19288,P e t
1.00501,P t W
1.23421,S l W t
1.10821,SC _ l W t
-0.506728,P k I G
0.815427,P x b W t
-0.828371,P b W t
-0.265599,S t ^ D
-0.267365,SC _ t ^ D
0.611306,S c s
1.18296,SC _ c s
0.261179,S l c
0.301413,SC _ l c
1.96223,P c l
0.708438,P h E
0.406608,S v
-0.978296,S v E
0.413129,SC _ v
-0.979737,SC _ v E
0.567583,P h E v
1.51937,P E v
-1.1823,P v
0.2372,S i v
0.356973,SC _ i v
3.64067,P b r
0.283159,S i r
-0.21522,S i r b
0.366314,SC _ i r
-0.21522,SC _ i r b
-0.327293,P b r i
-0.0745982,P r i
-0.0887541,P n W
-0.51541,S i w
-0.545576,SC _ i w
-0.766271,P w i
0.00273371,P w i r
-0.483558,CSC _VNVCC
-0.409211,CSC _VNVCCV
0.837299,P h @
0.299814,S v @ h
0.37418,SC _ v @ h
-1.29622,P h @ v
-0.314802,P @ v
-0.0373446,S u t
-0.0373446,SC _ u t
-0.986923,P t u
0.296368,S s I
0.288057,SC _ s I
1.72526,P s t ^
0.856085,S f ^
0.642817,S f ^ t
0.738748,SC _ f ^
0.727912,SC _ f ^ t
0.051056,P s t ^ f
1.08067,CSC _NVCCVCC
0.35948,S s n
0.39044,SC _ s n
0.771002,CSC _CCNVCC
1.25651,P s t e
0.484922,S z r
0.663747,S z r e
