weight,feature
5.27195,U m a m i z
9.20601,U k @ n
6.99384,U k @ n t
2.22072,U Y m
1.23137,U Y m s a r i
0.16435,U s a r i
6.33291,U p l e
6.7411,U p l e w I D
5.51046,U w I D
2.26781,U m c r g i z
4.21794,U b a t x l
2.42664,U l ^ v
4.794,U w c t R
5.8825,U g a t
7.19799,U g a t x
4.04701,U d r I G k
2.26186,U l a t s ^ v
4.8901,U t x d e
5.47915,U s ^ m
2.46586,U s ^ m J u s
2.42855,U J u s
4.20476,U p r I t i
3.07531,U t e s t
1.41244,U t e s t i
1.53536,U h @ z
6.55468,U l Y k
6.07793,U e l I t x l
2.08651,U s R k x l
3.82146,U h ^
5.71722,U d @ d @
6.471,U n a t
4.08982,U w E n
5.1931,U b @ k
3.59065,U w I l
2.02932,U f o r
4.00384,U r E d
2.1712,U s I G
9.98486,U I t s
2.74367,U m I s t R
0.487577,U g o z
7.5291,U Y d o n t
8.11174,U d o n t
5.74902,U b x k c z
4.00944,U c l m o s t
3.42795,U v E r i g U d
4.69253,U w E l
1.35075,U c f
4.64587,U p U t D E m
4.25217,U D E m
3.39835,U w Y
7.40338,U o p x n
4.66722,U Y m n a t
2.89998,U p ^ t I G
3.55496,U T I G
1.21971,U f Y v
3.79105,U T r i
0.383131,U b ^ m p
0.525272,U h E d
3.90833,U D ^ ^ D R
1.46621,U ^ p s Y d d W n
3.98387,U w o n t
2.00284,U E n i
6.30695,U W t ^ v
5.98851,U Y m g ^ n x
0.673204,U Y l
2.53923,U T R s t i
4.23055,U h o l d
1.20949,U p I g l I t
0.428032,U O G k O G k O G k
1.18257,U l U k I G @ t
6.97614,U g o I G
1.7753,U p U l
4.45995,U h I m
2.95352,U D o z
4.21594,U b U k
4.4824,U t Y
3.3742,U t Y r d
4.88721,U r E d i
4.65168,U m o r
0.340336,U m o r n I G
3.26405,U t Y m
4.00201,U t R n
6.00842,U I z I n t
3.67865,U C u a n
6.89505,U o v R
6.11636,U m o r g I n
2.9255,U m o r g I n z
3.07567,U C u I G a n
1.93815,U n e
2.83702,U h i z
4.39635,U f r ^ m
2.90767,U m u v
4.21349,U b ^ t
4.1775,U w a C
2.17944,U h u z
5.03898,U y E s
2.98615,U s I l i
3.69566,U D ^ d o r
2.80544,U I f
2.8764,U w c S
1.7124,U D ^ d c g
3.97119,U d c g i
4.045,U D e r w i g o
5.20243,U w i l
0.783714,U D ^ f o n
5.28425,U h E l o
3.80149,U f ^ n
3.5162,U f ^ n i
1.24399,U f I n I S t
2.46305,U k a r
5.15355,U k ^ m b @ k
1.19306,U m i W
6.19706,U W t s Y d
2.97818,U b c l
3.31191,U b r I s k o
3.28145,U d @ d i
2.73651,U y ^ m i
2.37091,U y ^ m i y ^ m i
5.34303,U T @ G k y u
5.38715,U r Y t
4.25602,U n i d
1.61683,U h W
0.167643,U E v r i b a d i
4.40917,U s t I l
3.21734,U r o l I t
5.8786,U t r Y
5.04212,U D ^ b c l
0.890136,U w W
3.32263,U d ^ z
1.80715,U s t a r
3.00299,U h e
3.53811,U w ^ z I n t
1.28217,U m ^ s t
2.22893,U s I k s
3.137,U s n @ p
0.649514,U a n D ^ f l o r
2.4555,U w u p s
3.2819,U u p s
6.4625,U t r Y I G t u
3.15346,U s t @ n d ^ p
5.76265,U x r W n d
3.63578,U r W n d
2.78388,U ^ n d R
1.69212,U k W
0.678303,U W C
4.08346,U n ^ T I G
2.81312,U s l i p
4.66056,U D ^ b U k
5.33957,U E l m o
3.7316,U l E m i
4.59565,U e l I t x l b I t
3.90511,U b @ s k I t
2.43009,U D ^ w I n d o
3.8613,U h i r w i g o
7.19604,U Y n o
1.77487,U s w i t
3.75977,U s w i t i
2.62972,U a r n t
4.66259,U Y g a t
4.30018,U k o l d
5.10202,U s ^ m m o r
2.13548,U n Y s
0.737671,U S S S
2.47358,U m e k
3.56224,U T r o
0.62592,U n o z
1.81298,U l ^ n C
1.9524,U b Y t
1.32544,U b Y t m i
1.32729,U t E l
4.57993,U d Y p R
4.11161,U C e n J
4.68288,U m e b i
3.38452,U r E s t
4.17954,U p @ n t s
3.78131,U s e b Y b Y
4.12686,U b Y b Y
0.839592,U l E t g o ^ v
1.97627,U r o l o v R
2.56553,U f c l
6.173,U c l r Y t
0.862231,U b @ d
0.747262,U d r E s t
3.08394,U k r Y
0.901109,U l E g z
3.49209,U l e d W n
4.32133,U x n ^ D R
2.60633,U m Y k r x f o n
2.11633,U x m
4.97251,U h i r z
6.62687,U r i x l i
1.66131,U y ^ m y ^ m
4.92917,U n o p
3.68502,U l c n d r i
1.67886,U b ^ n i
3.81103,U w I C w ^ n
4.78351,U d ^ z x n t
0.223354,U l i v
3.3755,U s p u n
3.54861,U h W x b W t
3.75386,U C I k I n
1.90679,U k @ r I t s
0.273724,U p x t e t o z
3.39578,U E v r i T I G
5.19703,U T I G k
3.36195,U b e b i z
5.11725,U d I d x n t
0.868561,U m @ k x r o n i
0.475776,U b Y y U r s E l f
3.30195,U y U r s E l f
2.68907,U I n y U r m W T
2.24612,U y U r m W T
1.67111,U f R s t
2.24851,U n u d x l z
2.8596,U T I G z
3.08684,U h ^ G g r i
2.58727,U d r a p t
1.78854,U m e k I G
3.32934,U c l g c n
3.35771,U k U k i
1.53204,U b x n @ n x
5.19783,U h @ n d
3.87413,U h x m
4.3464,U h @ n d z
3.161,U k l i n
3.35465,U y U r f i t
0.851948,U h W s
3.21887,U y e
5.18133,U Y s i
4.43968,U f Y n d
3.18662,U g I v
5.13217,U h o l d a n
0.983024,U f W n d
0.455859,U h e h e h e
3.34887,U D i z
5.59292,U k l @ p
2.116,U E n i w e
1.02726,U b O
3.38619,U m @ n
1.9649,U k Y n d ^ v
3.40294,U E n i T I G
0.321534,U S i p
4.90414,U s ^ m T I G
6.27466,U p i k x b u
0.292016,U s @ t d W n
5.55662,U g E t I G
6.4809,U ^ h ^
0.0698592,U b W n s b W n s
5.63417,U Y T I G k
4.74193,U t w E n t i
5.82752,U t I k x l
1.62392,U s a k
4.11663,U k i p
2.54878,U f U t
2.2662,U y u v g a t
1.99793,U s a k s
3.38562,U s I t ^ p
1.02817,U h a t
4.17253,U k l o s
1.624,U f e s
1.46546,U w E n t ^ p
3.08357,U p l e I G
2.20901,U S e k I t
3.43376,U k r c l
1.79895,U k y u t
0.258941,U Y k @ n s i
1.82584,U h E l p
2.96345,U J E n t x l
2.78792,U w ^ t s r c G
2.75739,U d @ n s
3.79427,U n i d t u
2.8388,U d ^ n
4.45494,U s I r i x l
2.49072,U @ p x l
2.33134,U s k w a S
3.72782,U @ p x l s c s
2.0061,U k ^ m z
4.87205,U t x g E D R
1.66056,U g o l d f I S
0.798856,U f I S
0.122325,U E k s k y u s m i
2.50123,U m e k S U r
2.23822,U w e t
3.50552,U k @ n Y h @ v
0.545452,U f c l x s l i p
5.3447,U p i p x l
2.14711,U I n D ^ k a r
3.14413,U w ^ n t I d
0.800285,U s x p o z d t u
1.0067,U k U d
2.80587,U p i C I z
2.3553,U c l m o s t d ^ n
0.0286726,U m I l k
6.9119,U m a m x
2.92415,U s w i t h a r t
2.45549,U p r E s
0.380682,U p e I G x t E n S
3.73405,U E n i m o r
0.030667,U w U p s x d e z i
1.07661,U y E p
2.96303,U t I m
1.23269,U k W n t
2.31003,U f I G g R
0.727626,U I n D ^ h W s
0.601596,U f E l
3.6359,U r x m E m b R
0.55138,U D e r h i I z
3.01333,U s w i t i p Y
3.53932,U c l d ^ n
2.71626,U h ^ n i
4.4516,U m @ n d i
3.46214,U p l i z
0.496913,U s o b I g
0.240301,U k U k i m a n s t R
0.338668,U w i n s i s p Y d R
1.50706,U l a l i p a p
2.3956,U t E d i b e r
0.521314,U t ^ C
1.12964,U k l Y m ^ p
1.47257,U p u p i
2.09825,U m a m a m a
4.51874,U Y l ^ v y u
1.42952,U f e v x r I t
1.08699,U m Y f ^ z i
2.72874,U b l @ G k I t
2.73006,U D ^ b ^ s
4.54211,U b x l u g x
1.25819,U b r W n b e r
1.16587,U l U k I G @ t m i
3.00027,U t R n D ^ p e J
1.72271,U k I t i k @ t
2.62033,U C I l d r I n
3.61024,U D ^ E n d
1.0558,U s p I n
0.17351,U m u v a n b @ k
0.190153,U b ^ m p I t i
0.118552,U l a l a l a
1.96052,U w ^ t E l s
4.25368,U l E t m i
1.71635,U t E l m i
1.48439,U y U r t ^ G
2.58264,U k l i n ^ p
1.11369,U x m h x m
0.242833,U h u I z D @ t
1.27192,U b i n Y s
3.19622,U g U d J a b
2.08753,U T r i f o r
3.43522,U w I n i D ^ p u
1.82204,U g I v m i
1.19794,U w e t e m Y n u t
0.205482,U s k u l b ^ s
0.847058,U g o x h E d
0.559053,U k w @ k k w @ k
2.9496,U E l x f I n t
0.702959,U b i k e r f x l
2.65208,U k e r f x l
0.402305,U n ^ t b r W n h e r
1.06084,U D ^ t r i
3.71572,U s l i p i
1.60713,U b ^ b x l z
0.429214,U @ n I m x l z
1.94377,U m E d I s I n
2.75002,U p I g i
1.20451,U C I k i
1.71335,U x m k e
0.758804,U o m Y
2.27188,U Y l g I v
5.74973,U d I l x n
2.37275,U f I G g R z
2.667,U g I m i
0.337611,U h @ G a n
2.13719,U f ^ s I G
2.07116,U e s E k x n d
3.1836,U l E m i s i
3.07224,U f c r w R d
5.61756,U s t a p
0.84408,U s ^ m T I G E l s
2.54876,U k r I s m x s
3.91809,U g U d b O
1.2754,U h @ p x n d
1.93814,U Y g E s
1.53468,U D ^ b e r
2.37655,U h i g o z
2.48003,U l e d i
0.725045,U r Y t s Y d ^ p
2.81258,U t e s t g U d
2.42836,U D ^ C e r
1.28262,U f c r e w c k
4.3568,U x p a r t
5.58064,U b r U k l I n
1.1536,U w e v b Y b Y
1.4448,U D @ t m i n
0.0600286,U D @ t m i n z
3.92365,U m E s w I D
0.359424,U D ^ g l @ s
0.744917,U g I m i k I s
3.61983,U b I g t o
1.90824,U y U r n e m
0.473047,U D ^ v @ k y u m
0.934597,U h i r Y @ m
2.70251,U b ^ t R f l Y
1.39879,U y ^ k i
0.618162,U w U d y u l Y k
0.692467,U y E s t R d e
1.5479,U e g U d b O
0.860539,U s w i t p i
0.288391,U w U p s i
1.28302,U b u b u
2.93343,U @ l I g z @ n d R
2.13337,U b u b u n
2.33303,U b o n i n
0.126355,U b I G g o w ^ z
0.885472,U p E g
0.330459,U s I l i b ^ n i
0.396658,U t E l x f o n
4.59188,U k I s I z
1.70548,U u p s i
1.67886,U s k w R x l i
1.44969,U p @ t i k e k
0.686984,U m u m u S x z
0.198145,U k ^ t I t W t
4.29128,U J i z x s
0.206135,U h i n o z h I z
4.2289,U @ l I n
0.00110408,U c l ^ v m Y h E l p
3.91697e-05,U x r Y z
0.299528,U Y m f I k s I G
4.41258,U t Y r i s
2.53564,U p o k i m a n
0.15508,U s t I G k i f i t
1.59961,U t w I G k x l
2.1871,U t I m i
0.0792936,U b W n s i b c l
3.1211,U b I g b R d
4.53385,U t @ b I T x
0.867248,U f r c g i
0.380604,U m ^ G k i
0.223888,U t w i t i b R d
1.77314,U I n C w R m
0.829884,U t O l I t p e p R
0.684201,U w c t R m E l x n
0.00178944,U C i r i o z
3.36815,U b r I t n i
3.39205,U @ l I k s
7.02615,U h E n r i
0.197669,U s k r ^ b i
3.22645,U f @ t b O
2.71066,U m @ g i
0.803849,U d y x
1.98499,U d Y i S x
0.672079,U l E f t f U t
6.14958,L 1
-0.955827,V 0
0.493045,N 0
0.463873,C 1
0.000226161,CP C
1.20358,P h
-0.0315856,CS C
-1.55259,S h
-1.552,SC _ h
-0.025967,CSC _C
2.07018,L 2
0.797547,V 1
1.54675,CP CV
0.169176,P h i
0.0303661,CS V
1.06034,S i
-0.679727,S i h
1.06157,SC _ i
0.042624,CSC _V
-0.677724,SC _ i h
-0.143511,CSC _VC
1.46393,C 0
-0.423648,CP V
-2.03733,P i
0.0192471,L 3
0.181312,C 2
-1.08581,P h i r
0.625381,CS CV
-0.226418,S r
0.424504,S r i
-0.00874329,S r i h
-0.196809,SC _ r
0.305624,SC _ r i
0.625351,CSC _CV
-0.010101,SC _ r i h
0.270803,CSC _CVC
-0.859893,P r
-0.553794,L 4
-0.122866,C 3
-0.362702,CS CC
-2.86292e-06,CS CCV
-1.29787,S D
-1.29644,SC _ D
-0.364252,CSC _CC
-2.86292e-06,CSC _CCV
0.58436,CSC _CCVC
-1.01276,CP CC
-0.044272,P D
-0.529958,L 5
-6.42934e-05,V 2
-0.770577,S ^
-0.768936,SC _ ^
-0.294352,CSC _VCC
-0.0462606,CSC _VCCV
0.26695,CP CCV
1.38784,P D ^
-0.507206,P ^
-0.334759,L 6
-0.460961,C 4
0.0661053,S k
0.566825,S k ^
-0.911177,S k ^ D
0.0621453,SC _ k
0.522472,SC _ k ^
-0.914246,SC _ k ^ D
-0.373709,CSC _CVCC
-0.0218577,CSC _CVCCV
-0.265466,L 7
-0.110593,V 3
-1.65056,S I
-1.64632,SC _ I
0.369248,CSC _VCVC
-0.0832373,CSC _VCVCC
-0.496981,CSC _VCVCCV
0.11998,CSC _VCVCCVC
-0.205625,P I
-0.0763578,L 8
-0.720172,C 5
0.413928,S t
-3.00546e-06,S t I
0.462798,SC _ t
-3.00546e-06,SC _ t I
-0.261056,CSC _CVCV
-0.0910683,CSC _CVCVC
0.0370849,CSC _CVCVCC
0.00225222,P I t
-0.904029,P t
-0.148031,L 9
-0.120249,V 4
0.134609,S i t
0.0854594,S i t I
0.22682,SC _ i t
0.0921471,SC _ i t I
-0.317155,CSC _VCVCV
0.000271286,CSC _VCVCVCCV
0.520233,P k I t i
-0.443075,L 10
0.131849,N 1
-0.00415871,CS N
0.749209,CS NV
-0.134109,S m i
-0.00363845,CSC _N
-0.128708,SC _ m i
0.749904,CSC _NV
-0.0260891,CSC _NVCV
-0.11804,CSC _NVCVCV
-0.240796,CP N
0.369768,P m
-0.681657,S c
-0.682674,SC _ c
-0.0510159,CSC _VN
0.0537761,CSC _VNV
0.207718,CSC _VNVC
-0.25895,CSC _VNVCV
-0.601431,CSC _VNVCVC
0.395893,CSC _VNVCVCV
1.54227,CP NV
0.0773412,P c
0.271953,S r c
-0.214226,S r c m
0.246699,SC _ r c
-0.220789,SC _ r c m
-0.13859,CSC _CVNV
0.396572,CSC _CVNVCVC
0.431089,P c r
-0.593173,S g
-0.589426,SC _ g
0.809201,CSC _CCVN
0.056314,CSC _CCVNVC
0.743661,P m c r g
0.483457,S i g
0.204305,SC _ i g
-0.177191,CSC _VCCVN
0.527223,P m c r g i
-1.89442,P g i
0.787754,P s
0.245359,S s
0.183696,SC _ s
0.141877,P s @
-1.06352,S @
-1.05591,SC _ @
0.0887047,S m @
0.0887047,SC _ m @
0.494377,S i m
0.483193,SC _ i m
-0.976619,P m i
-1.56985,S w
-1.56012,SC _ w
0.868038,P w
-0.0132313,CSC _VCVN
0.21191,CSC _VCVNV
-0.197142,P w ^
-0.103184,N 2
-6.054e-06,S n ^
-0.0274944,SC _ n ^
0.0888223,CSC _NVCVN
-0.246052,P n
-4.26097e-06,CS CNV
0.592366,S t n
-0.00579301,S t n ^ w
0.569314,SC _ t n
-4.26097e-06,CSC _CNV
-0.00579301,SC _ t n ^ w
0.604608,CSC _CNVC
-0.0777565,CSC _CNVCVN
-0.442837,P w ^ n t
-3.00341,CP NC
0.905366,S s t
0.556371,S s t n
0.907108,SC _ s t
0.379995,SC _ s t n
0.285739,CSC _CCNVC
-0.157187,P t s
0.171948,CSC _VCCN
-0.49109,CSC _VCCNVCV
0.27527,P W
0.0800621,S t W
0.0837539,SC _ t W
0.573673,CSC _CVCCNVCV
1.31307,P W t
0.35355,P o
0.484557,S o
0.53944,SC _ o
0.0640473,P o k
0.153875,S e
0.199339,S e k
0.288984,SC _ e
0.189991,SC _ e k
-0.621027,P k e
1.44417,P e
-0.0211202,CSC _CVCVCV
0.254014,CSC _CVCVCVC
0.0514656,CSC _VCVCVCVC
1.25464,V 6
-0.542788,CSC _VV
0.0590071,CSC _VVCV
0.905158,S z
-0.399718,S z I
0.313955,S z I i
0.874176,SC _ z
-0.426501,SC _ z I
0.212331,SC _ z I i
-0.502369,CSC _CVV
-0.142742,CSC _CVVC
0.321605,CSC _CVVCVC
1.62494,P I z
-1.33963,P z
-0.352492,CSC _VCVVCV
0.176407,CSC _CVCVVCV
-0.568381,P w ^ t
-0.202171,S t ^ w
-0.154692,SC _ t ^ w
-0.677363,P ^ t
0.0344891,S s t ^
0.0344891,SC _ s t ^
-0.500396,CS NC
-0.502236,CSC _NC
-0.693739,CP CN
1.40171,P s m
0.00681541,CSC _CVNC
0.446716,CSC _CVNCCV
0.0938886,CSC _CCVNC
-0.522629,CSC _VCCVNC
-0.82933,C 6
-0.0487857,S g i
-0.0508511,SC _ g i
-0.00211866,CSC _VCVCCVN
-0.66748,P g ^
-0.242982,S n ^ g
-0.242982,SC _ n ^ g
-0.216824,CSC _NVCVCC
0.203859,CSC _NVCVCCV
-0.0315872,P g ^ n
0.10912,S x
0.633739,S x n
0.428915,S x n ^ g
0.106406,SC _ x
0.622156,SC _ x n
0.450078,SC _ x n ^ g
-2.3908e-06,P g ^ n x
-2.43054,P n x
0.27117,S d
-0.443771,S d x
0.236176,SC _ d
-0.438607,SC _ d x
-0.212918,P d
0.553331,S u
0.56313,SC _ u
-0.0782667,CSC _VCVNVCVC
0.0893239,P d u
-1.94528,P u
0.00369845,S o n o
0.0123258,SC _ o n o
0.34333,P n o
-0.553918,CSC _NVNV
0.23656,S o n o n
0.3514,SC _ o n o n
-0.298364,CSC _VNVNV
-0.132653,S t i
-0.132653,SC _ t i
2.14541,P i t
-0.0835755,P t I
-0.0451146,S G
0.811549,S G I
0.175639,S G I t
-0.0171691,SC _ G
0.875009,SC _ G I
0.181703,SC _ G I t
-0.055749,P t I G
-2.80806,P G
-0.922119,CSC _CNVCVV
-6.28163e-06,CSC _VCN
-0.111054,CSC _VCNVC
1.14124,S g c
0.0994096,S g c d
1.46043,SC _ g c
0.257105,SC _ g c d
-0.290142,CSC _CVCN
-0.275023,CSC _CVCNV
0.354745,CSC _CVCNVC
1.57681,P d c g
-0.222043,S f
-0.226986,SC _ f
0.000319707,CSC _CCVCN
0.0293559,CSC _CCVCNV
0.89802,P f
-0.11559,S u f
-0.125018,SC _ u f
-0.326701,S d u
0.980547,S d u f
-0.322681,SC _ d u
1.16518,SC _ d u f
0.000603748,CSC _CVCCVCN
0.0802418,CSC _CVCCVCNV
-0.190945,CSC _CVCCVCNVC
1.76249,P t w
-0.107383,S z ^
0.00206845,S z ^ w
-0.107383,SC _ z ^
0.00206845,SC _ z ^ w
0.137142,CSC _CCVCCV
-0.258554,CSC _VCCVCCV
-0.280111,P D @
0.260521,S t @
-0.820232,S t @ D
0.157351,SC _ t @
-0.867207,SC _ t @ D
-0.769201,P D @ t
-0.730811,P @ t
0.434026,P w ^ z e
1.53175,P z e
0.817347,P e g
-0.0834337,CSC _CCVCVC
3.54936,P g r
-0.108165,CSC _VCCVCVC
0.00561589,P r ^
0.0107758,S n ^ r
0.0107758,SC _ n ^ r
-0.169229,CSC _NVCC
0.0802619,CSC _NVCCVC
0.143435,CSC _NVCCVCV
0.210601,CSC _NVCCVCVC
1.61321,P r ^ n
-0.293413,CSC _CNVCC
-0.00590692,CSC _CNVCCV
-1.4792,S y
-1.4862,SC _ y
0.00595924,P y
-0.0457879,S u y
-0.032065,SC _ u y
-1.56423,P y u
-0.00106588,S s u
-0.00106588,SC _ s u
-0.0227906,P y u s
0.478191,P s I t
-0.000220413,CSC _CCVCVCV
0.146983,CSC _CVCCVCV
-0.0639403,CSC _CVCCVCVC
0.407422,CSC _CVCCVCVCV
-0.364908,CSC _CVCCVCVCVC
0.261397,CSC _CCVCCVCVC
-0.310445,S s ^ J
-0.309201,SC _ s ^ J
-0.216295,P J ^ s
-1.14758,C 7
0.299597,S t s
0.632665,SC _ t s
0.0394637,CSC _CCVCCVCC
-0.110317,P J ^ s t
1.29657,P s t
-0.122482,CS CCC
-0.118172,CSC _CCC
-0.248564,CSC _CCCVC
0.174574,CSC _CCCVCCV
-0.509019,CP CCC
-0.200289,CSC _VCCC
-0.00165665,CP CCCV
0.0598454,P f c
0.266428,CSC _CVCCCVC
0.237946,CSC _CVCCCVCC
-0.280173,CSC _VCVCCCV
0.555286,P f c r e
0.538405,S Y
0.355477,SC _ Y
1.19372,P m Y
1.4354,P Y
0.0116894,S n Y
0.0116894,SC _ n Y
0.555362,CSC _NVNVC
0.00119741,P e m Y n
0.00233321,P e m Y n u
0.654686,P n u
-0.207154,S t u
0.0199099,S t u n Y m
0.863774,S t u n Y m e
-0.208482,SC _ t u
5.22743e-06,SC _ t u n Y m
0.149986,CSC _CVNVN
0.891484,SC _ t u n Y m e
0.231439,CSC _CVNVNV
0.0978976,P e m Y n u t
0.23628,S i k
0.225281,SC _ i k
-0.459914,P k i
9.99116e-05,P o k i d
-0.281933,S d i
-0.283703,SC _ d i
0.000105441,P o k i d o
-0.211697,S o d
-0.210455,SC _ o d
0.041657,P o k i d o k
0.469106,P o k i d o k i
-0.513256,P y R
1.05649,S R
0.880812,S R y
1.00852,SC _ R
0.878964,SC _ R y
-3.21105,P R
-0.0535155,CSC _VCVCVV
1.25096,P ^ o
0.00189485,S o ^
0.00189485,SC _ o ^
0.184265,P d I
0.148037,S d I
0.222969,SC _ d I
-0.125234,S d t
-0.125234,SC _ d t
0.0746124,CSC _CCVCVCC
0.665675,S n W d
0.885396,SC _ n W d
-0.359614,P W n
-0.212415,S a
-0.212398,SC _ a
-0.107944,P w a
0.0199964,P a
0.543062,S n a
-0.439936,S n a w
0.658214,SC _ n a
-0.525522,SC _ n a w
-0.213494,CSC _NVCVCCVC
-0.0942991,P w a n
1.4452,P a n
0.355368,S x n a
0.613774,SC _ x n a
-0.865362,P w a n x
-1.39131,P a n x
0.175741,S s x
0.171142,SC _ s x
-0.322531,CSC _CVCVN
0.406553,CSC _CVCVNVC
0.123154,CSC _CVCVNVCV
-0.0724874,S s t @
-3.25248e-05,S s t @ D
-0.084063,SC _ s t @
-6.98973e-05,SC _ s t @ D
0.325902,P s o
-0.0786,P s o k
-1.46708,S E
-1.46598,SC _ E
0.80227,P D E
-0.11538,S n E
0.521322,S n E D
-0.117906,SC _ n E
0.840618,SC _ n E D
0.411129,P E n
0.632205,P k ^
0.484358,P k ^ m
0.0579425,S m ^
0.0551133,SC _ m ^
0.21719,S r i h m ^
0.309752,S r i h m ^ k
0.124378,SC _ r i h m ^
0.367412,SC _ r i h m ^ k
0.0473946,S t E
-0.432861,S t E g
0.0713921,SC _ t E
-0.521675,SC _ t E g
-0.228311,P g E t
-1.27722,P E t
-0.58012,CSC _NCVC
0.290874,CSC _VNCVC
-0.479022,N 3
-0.179656,S m a
-0.047247,S m a m
-0.187575,SC _ m a
-0.047247,SC _ m a m
0.105149,CSC _NVNCV
1.00044,P m a m
-0.528161,P a m
-0.363518,S i m a
-0.349235,S i m a m
-0.414018,SC _ i m a
-0.365923,SC _ i m a m
-0.575093,CSC _VNVNC
-0.752748,P m a m i
-0.387988,P m a n
0.0141613,S i m t
0.0845505,SC _ i m t
0.156688,P g o
1.46939,S t @ D z I
1.26297,SC _ t @ D z I
-0.220517,CSC _VCVCCVCC
0.274398,P s E
0.212804,S d E
0.471053,S d E s
0.22965,SC _ d E
0.464328,SC _ d E s
-0.0997293,CSC _CVCVCCVCC
-0.0761452,P E d
-0.0525156,P g E t D
0.161794,S S
0.161922,SC _ S
0.486305,P S
0.756482,S u S
0.756364,SC _ u S
0.376232,P p
0.0544955,S p
0.030692,SC _ p
1.27338,P p U
-0.820623,S U
-0.815507,SC _ U
-2.19994,P U
-1.16828,P p U t
0.758968,S p ^
0.700231,SC _ p ^
1.50438,P ^ p
1.4758e-06,S r u y
1.4758e-06,SC _ r u y
0.00434924,P y u r
0.107097,S C
0.141131,S C ^
0.12518,SC _ C
0.225574,SC _ C ^
0.208538,P s ^ C
0.00178668,CSC _VCVCCVCV
0.785251,P s ^ C e
0.0394171,CSC _CVCVCCVCV
0.84175,P e g U
0.661399,P g U
0.374886,S d U
-0.117327,S d U g e
0.601341,SC _ d U
-0.11513,SC _ d U g e
-0.239209,CSC _CVCVCVCCVC
0.877809,P e g U d
0.527394,P g U d
-0.632867,P g R
1.33786,S l R g
0.0802752,S l R g d U
0.16283,S l R g d U g
1.35859,SC _ l R g
0.0920083,SC _ l R g d
0.15447,SC _ l R g d U
0.0703152,SC _ l R g d U g
-0.365886,P l
-0.244937,CSC _CVCVCVCVC
1.11939,P l E
-0.830457,P l E t s
1.40406,P s w
0.534325,P w c
0.355376,S k c
0.389717,S k c w
0.212013,SC _ k c
0.247925,SC _ k c w
0.347565,P D e
0.621038,S r e
-0.498832,S r e D
0.598731,SC _ r e
-0.580511,SC _ r e D
-1.38653,P e r
-0.0178067,S g u
-0.0114529,SC _ g u
-0.113593,P y u g
-0.0639143,S e t
-0.0858342,SC _ e t
-0.0803756,P t e
-0.773548,S b
-0.769259,SC _ b
0.821133,P e b
1.11868,P b
0.883732,P e b I
-2.26159e-05,P b I
0.702145,S g I
0.457757,S g I b
0.539119,SC _ g I
