weight,feature
4.25664,U w e r
3.68732,U w e r z
4.83764,U D e r z
6.11757,U x g E n
4.84206,U E v r i
2.85958,U b E t R
2.54153,U w o
4.14343,U m a m i z
6.97674,U k @ n
5.44601,U k @ n t
4.21476,U Y m
1.13624,U Y m s a r i
6.99133,U p l e
2.6951,U l e
7.36338,U w I D
1.42455,U m c r g i z
1.58541,U r u m
2.7556,U b a t x l
2.1902,U l ^ v
5.86762,U ^ v
4.25455,U w c t R
4.63475,U g a t
6.45368,U g a t x
1.92083,U r I G
3.42362,U d r I G k
4.29935,U t x d e
5.94517,U s ^ m
4.10044,U J u s
1.86606,U l e t R
1.95517,U t O
2.17491,U t O z
3.83004,U p r I t i
2.6525,U r @ k u n
1.98455,U t e s t
1.45897,U t e s t i
6.54836,U ^ D R
1.58458,U h @ z
6.0422,U l Y k
4.20709,U I n J
0.471017,U s R k x l
4.81978,U h ^
4.16222,U d @ d @
6.49273,U n a t
4.23047,U w E n
3.11462,U w E n t
0.141501,U w R
2.01234,U w R k
4.99556,U b @ k
4.17634,U w I l
1.63986,U f o r
3.43702,U r E d
2.01059,U y E l o
1.63788,U b l u
8.89607,U I t s
2.19767,U m I s t R
3.0987,U g o z
5.70235,U Y d o n t
6.46148,U d o n t
5.35274,U b x k c z
3.12323,U c l m o s t
4.55255,U v E r i
4.72867,U w E l
1.39131,U S i
0.0848806,U k c l
5.91238,U c f
6.20755,U D E m
2.92619,U w Y
5.4947,U o p x n
5.29197,U m W T
0.514192,U p ^ t
5.73643,U T I G
2.09897,U f Y v
4.26106,U T r i
3.33185,U g r i n
2.46489,U b i t
1.08191,U h E d
5.45547,U I n t
0.451452,U t I d
2.49904,U s Y d
3.33136,U w o n t
2.33646,U t E n
5.67293,U E n i
5.79284,U W t ^ v
3.41975,U Y l
2.27687,U T R s t i
1.33749,U h o l
2.1282,U h o l d
0.0921714,U p e
0.295158,U s W n d
0.864768,U O G k O G k
5.58894,U I G @ t
2.16038,U r e n
0.07607,U r e n d i r
3.1257,U p U l
4.86714,U h I m
0.128286,U p U r
2.41602,U D o
3.77045,U D o z
3.18198,U a r m
4.42716,U b U k
1.92677,U b U k s
4.06547,U t Y
2.47213,U t Y r d
4.16009,U r E d i
1.32832,U h @ d
4.69461,U m o r
1.55662,U m o r n
5.09476,U t Y m
4.07692,U @ f t R
5.02913,U t R n
2.2042,U S o
1.33254,U p I G k
1.04195,U r @ b
2.70792,U b I t
1.43793,U E v R
2.29005,U w e v
2.50731,U C u
0.003139,U k c r d
0.110992,U t o
7.56349,U o v R
0.190939,U d c l
3.06497,U m o r g I n
0.283853,U g I n z
0.978391,U n e
1.63179,U n e m
3.02983,U h i z
3.71899,U f r ^ m
2.76099,U m u v
2.33222,U b ^ t
3.90927,U w a C
0.388586,U y E t
3.10713,U h u
2.27848,U h u z
4.47218,U y E s
3.68472,U s I l i
2.39257,U d o r
5.87358,U I f
2.89044,U w c S
2.27337,U d c g i
4.00901,U w i l
3.1757,U h E l o
2.81859,U f ^ n
2.61025,U f ^ n i
0.180758,U f I n I S t
1.15827,U S U d
3.12313,U k a r
0.229203,U n ^ m b R
1.5674,U w U d
3.68969,U W t s Y d
4.09799,U b c l
0.702063,U b c l z
1.61058,U f l o r
2.18879,U d @ d i
1.96419,U f i l
2.8928,U y ^ m i
4.17654,U E n d
4.28321,U T @ G k
2.56521,U d r Y
5.70952,U r Y t
1.91555,U t e b x l
4.37069,U n i d
2.94129,U o n l i
1.70299,U b E d
1.44418,U p e p R
0.991374,U t a p
0.315184,U l W d
2.53632,U b Y
4.56801,U h W
2.23222,U l I d
2.51185,U s e m
2.38573,U m i t
0.110743,U n i d z
3.35733,U s t I l
3.48612,U r o l
6.70156,U t r Y
1.09009,U w W
1.11305,U k e r
2.66193,U d ^ z
1.28171,U s t a r
0.680774,U n Y n
2.69533,U h e
2.59733,U m ^ s t
1.74175,U s E v I n
0.93723,U s I k s
0.593665,U s n @ p
1.21557,U s k w e r
0.965835,U w u p s
2.28134,U u p s
0.534152,U @ G g x l
2.34288,U x r W n d
1.38843,U r W n d
4.85668,U ^ n d R
3.60984,U k W
0.544464,U k W C
0.626515,U W C
3.30009,U n ^ T
1.64156,U r c G
3.32762,U h e r
0.966359,U s l i p
1.10702,U p I k
2.00087,U k ^ p
7.2859,U E l m o
5.07831,U l E m i
0.709396,U g e t
0.119733,U b l E s
0.422728,U d @ d i z
0.426186,U b @ s k
1.75897,U w I n d o
1.28608,U b W n s
7.34956,U Y n o
0.0308296,U s w i t
1.15238,U s w i t i
3.99377,U a r n t
0.469128,U y a
3.80065,U Y g a t
1.94302,U k o l d
5.69004,U n Y s
0.814897,U S S S
0.454754,U h @ d e
3.93753,U m e k
4.7581,U T r o
0.606572,U b r E k f x s t
3.553,U n o z
1.42646,U l ^ n C
1.32106,U w e r d
2.80415,U b Y t
2.43844,U t E l
1.06041,U n E v R
2.13052,U b x f o r
3.13893,U d Y p R
0.749774,U C e n J d
3.67057,U m e b i
1.86465,U w E t
1.75374,U J ^ m p
2.87203,U r E s t
3.44289,U p @ n t s
0.957789,U s k e r d
8.10627,U x w e
5.30681,U b Y b Y
1.4767,U b Y k
3.28209,U k e m
2.08113,U w Y p
3.09216,U f c l
3.4843,U c l r Y t
1.30122,U b @ d
0.677922,U d r E s t
3.84877,U k r Y
2.77581,U m ^ C
0.792393,U C i z
1.69502,U k I k
0.753428,U l E g z
6.29976,U x n ^ D R
0.092678,U s E k x n d
2.29842,U x n t I l
3.43695,U l E f t
0.102859,U k r x f o n
0.880225,U x m
3.27786,U h i r z
5.92813,U r i x l i
2.34408,U y ^ m y ^ m
0.495549,U x p s t e r z
1.88207,U b I b
0.311729,U f ^ z i
4.47938,U n o p
0.987978,U w I C
1.94766,U l c n d r i
1.29798,U p ^ p i
2.29568,U t E d i
2.00336,U b ^ n i
3.01426,U C e r
1.27932,U w Y l
2.43519,U f i d
2.87739,U d ^ z x n t
1.85186,U k @ r
0.625668,U l i v
2.36452,U p u
3.57524,U s p u n
3.18728,U C I k I n
1.9561,U r Y s
0.586101,U p x t e t o z
3.29458,U T I G k
3.29444,U b e b i z
1.09828,U s m E l
3.16652,U d I d x n t
0.658177,U p I k C R
1.26884,U m @ k x r o n i
1.45645,U t r i
4.26828,U s E l f
1.73792,U f R s t
0.994669,U h Y d
3.26275,U T I G z
2.19681,U h ^ G g r i
0.798363,U d r a p t
2.43706,U m E s
2.3926,U c l g c n
0.688591,U g c n
2.74446,U k U k i
1.18528,U f ^ s
0.144235,U b x n @ n x
0.129134,U k i z
0.996724,U b o T
0.420118,U f r ^ n t
3.07341,U h @ n d
3.10064,U h x m
2.96118,U h @ n d z
3.3916,U k l i n
0.823687,U h a r d
0.449926,U S R t
3.8819,U f i t
3.10094,U h W s
3.08855,U y e
5.8399,U Y s i
1.06124,U s k r @ C
2.20932,U C E k
0.00448282,U f Y n
2.64106,U f Y n d
4.51247,U g I v
2.25958,U f W n d
1.69641,U l Y t
0.47107,U y u z
3.18489,U D i z
3.95147,U k l @ p
0.711105,U k ^ t
2.20371,U b O
3.99082,U m @ n
2.18765,U k @ C
0.460968,U k Y n d
2.55666,U h I t
2.17672,U r i C
0.192239,U h ^ g
4.34968,U h I z
0.56725,U S i p
1.48545,U f I t
3.73584,U T r u
1.8419,U n O z
3.01498,U k l W n
2.85967,U p i k x b u
3.70152,U ^ h ^
0.673321,U z I p R
2.52611,U k l Y m
2.49481,U Y T I G k
0.814284,U m E k s
2.55991,U t w E n t i
1.55523,U S ^ t
2.54286,U t I k x l
0.742102,U @ k C u x l i
2.10975,U s a k
3.88463,U k i p
1.53125,U f @ s t
0.388871,U m E s i
2.32622,U t e l
0.330881,U p r a b x b l i
3.35813,U f U t
2.29385,U y u v
3.52203,U p i s
1.02034,U s a k s
3.682,U Y l ^ v
0.752395,U h a t
2.433,U k I s
2.3494,U k l o s
3.76503,U f e s
0.0993477,U l i v z
3.44837,U S e k
4.48184,U i v x n
3.15162,U k r c l
2.80754,U k y u t
0.381816,U p I l o
3.76209,U h E l p
1.00855,U s t ^ k
0.0611801,U b @ T
2.73586,U p U S
1.16798,U J E n t x l
2.00097,U s r c G
2.78621,U d @ n s
2.70665,U s ^ n
4.86396,U d ^ n
2.14106,U w c k R
2.03967,U b @ g
0.499101,U b o l
3.06468,U s I r i x l
1.67176,U @ p x l
1.62395,U s k w a S
3.03465,U s c s
2.06358,U w c r m
2.9201,U k ^ m z
1.47679,U d a l i
4.40785,U t x g E D R
0.493109,U S u z
0.273049,U n E k s t
0.10659,U g o l d
1.45951,U f I S
2.32949,U E k s k y u s
1.99643,U S U r
2.81058,U w e t
4.44802,U Y h @ v
3.46822,U l @ f
0.829182,U s l o
0.422551,U b r I J
3.34955,U p i p x l
0.909877,U h @ t
0.55967,U k ^ p x l
0.703474,U r Y d
0.102319,U p e r z
2.4584,U s x p o z d
1.82202,U k U d
2.33134,U p i C I z
0.416716,U b r E d
3.784,U m I l k
5.66344,U m a m x
1.52439,U l Y n
0.470641,U s w i t h a r t
3.69543,U Y h o p
2.01528,U p r E s
0.00397706,U g r o s I r i z
0.139105,U s m Y l
1.40068,U b ^ d i
7.19848,U E l s
1.80881,U x t E n S
0.755614,U y E p
1.86209,U t I m
1.9544,U k W n t
0.463167,U f I G g R
0.296684,U Y z
0.595426,U k w I k
2.52233,U b x h Y n d
1.47732,U s E z
3.50426,U f E l
3.4892,U r x m E m b R
1.40735,U b @ T r u m
0.224839,U b @ T t ^ b
2.3255,U k l o D z
3.03116,U b e r
1.87742,U s w i t i p Y
0.133031,U n a k t
2.19295,U d R t i
1.87939,U h ^ n i
1.30542,U m @ n d i
2.50451,U p l i z
1.53417,U m a n s t R
0.248748,U s c G
0.716699,U i n s i
0.149948,U w i n s i
1.61045,U s p Y d R
1.19983,U s p W t
0.765754,U w c S t
1.09954,U g a d
1.14613,U t ^ C
1.83607,U p u p i
2.90147,U g l @ s
2.46875,U m a m a m a
1.91873,U s t o r i
0.472779,U f e v x r
0.5514,U b l @ G k
0.225503,U w i l z
0.878053,U b ^ s
1.14211,U b x l u g x
1.66561,U b r W n
0.849495,U b R d
3.41855,U p e J
0.171333,U f r c g
0.150697,U b y u t I f x l
2.76263,U s p I n
0.181297,U t W n
0.202466,U s w I S
0.190113,U b ^ m p I t i
1.72179,U l a l a l a
0.726442,U h @ p i
0.254787,U a r m z
1.26634,U s t I k
2.55548,U t ^ G
0.793108,U m a m x z
1.12358,U x m h x m
0.0401664,U f Y t
0.669707,U k l i n d
0.329755,U m I r @ n d x
2.33334,U m i n
1.88489,U t i T
2.63208,U m y u z I k
0.224817,U b u t i
1.06237,U r I G z
1.67331,U J a b
1.16917,U t I g R
0.0361607,U k w @ k
0.61485,U b l I G k
2.28092,U E l x f I n t
1.82242,U r u s t R
1.59395,U k e r f x l
1.95338,U r i l
1.84945,U m Y t
2.64351,U s l i p i
1.49861,U b ^ b x l z
0.496544,U b l o
0.628778,U b Y b Y z
0.23795,U @ n I m x l z
0.929968,U m E d I s
2.61549,U m e d
1.95579,U m @ t R
1.25551,U p I g i
0.205733,U C I k i
1.03373,U h c r s i
0.272578,U g U d n I s
2.51503,U p I n C
1.57664,U x m k e
1.70442,U g r e t
3.25456,U d I l x n
1.43518,U k Y n d x
0.855178,U w R l d
3.09276,U s p I t
3.21317,U g I m i
0.342411,U Y T c t
0.103049,U h @ G a n
0.761472,U b R p
1.37398,U b ^ t x n
2.80797,U l R n
2.51615,U s t a p
1.11412,U k r I s m x s
3.95083,U g U d b O
0.799515,U l I f t
0.929559,U Y g E s
0.393457,U b r e k
0.180993,U t r i z
7.8676e-06,U b E l i
1.77663,U l @ s t
1.3219,U r @ t x l
2.66928,U l e d i
4.73267,U x l o n
0.0917549,U p a r t
1.45057,U w Y r
1.5303,U x p a r t
0.72484,U b r U k l I n
0.981173,U r I n s
1.46745,U m i n z
0.549546,U m @ d @ t
0.150209,U k l o s R
2.27095,U b a b x
3.89956,U b I g t o
1.51678,U y a r d
1.15108,U v @ k y u m
1.61884,U t i v i
0.67658,U l c r d
1.78471,U C @ n s
1.2759,U r x m o t
0.604661,U y ^ k i
1.27423,U t R d e
0.2059,U s w i t p i
0.0210426,U w U p s i
0.410677,U k r e z i
0.122684,U b u b u
1.97551,U @ l I g z
4.03043,U @ n d R
0.333638,U b u b u n
2.55298,U b o n i n
1.62325,U p E g
0.141735,U d I z i
0.314625,U u p s i
0.0975845,U s k w R x l i
2.06502,U m e l
0.357015,U p @ t i k e k
1.21497,U m a r k
0.291667,U m u m u S x z
0.849299,U p @ m p R
2.69741,U J i z x s
2.84776,U @ l I n
0.197044,U x r Y z
0.607651,U J e k x b
1.228,U t S I @ r I @ U
1.69473,U t Y r i s
0.746112,U C i t o
0.19426,U s t e d h o m
1.02502,U p o k i m
0.576436,U t w I G k x l
1.50014,U o t m i l
1.32407,U t w E l v
2.20237,U t @ b I T x
0.114313,U m ^ G k i
4.61956,U I n C w R m
0.107903,U m E l x n
1.82975,U C i r i o z
0.828203,U b r I t n i
0.888599,U b a r n i
0.0820658,U s I s t R
1.23436,U @ l I k s
1.96526,U s R v I s
5.8246,U h E n r i
0.131092,U s k r ^ b i
0.743455,U s n o s u t
1.88165,U f @ t b O
1.39911,U m @ g i
0.72088,U m I k i m W s
0.976663,U d y x
4.91258,U d Y i S x
4.47806,L 1
1.25221,N 0
1.33844,C 1
0.000251364,CP C
0.689378,P h
0.259427,CS C
-1.59322,S h
-1.59709,SC _ h
0.230392,CSC _C
1.3743,L 2
1.57354,V 1
1.24813,CP CV
-0.608226,P h i
1.04246,S i
-0.647033,S i h
1.0552,SC _ i
-0.000444436,CSC _V
-0.647033,SC _ i h
2.78508,C 0
-0.720755,CP V
-1.17866,P i
-0.0501203,L 3
0.358193,C 2
0.389552,CS CV
-3.57116e-05,S r
0.432408,S r i
-3.57116e-05,SC _ r
0.436084,SC _ r i
0.38854,CSC _CV
0.618371,CSC _CVC
0.245014,P i r
-0.681401,P r
0.00314453,L 4
-0.367962,C 3
-0.443884,CS CC
1.38656e-05,CS CCV
-1.18128,S D
-1.18313,SC _ D
-0.444869,CSC _CC
1.38656e-05,CSC _CCV
0.418292,CSC _CCVC
-1.28542,CP CC
-0.502814,P D
-0.000175989,V 2
-0.845278,S ^
0.669531,S ^ D
-0.84624,SC _ ^
0.0945624,SC _ ^ D
-0.456128,CSC _VCC
0.356626,CSC _VCCV
0.0324955,CSC _VCCVC
0.301884,CP CCV
-1.31924,P D ^
-0.0475273,P ^
-1.33151,C 4
0.21618,S k
0.482329,S k ^
-0.0569623,S k ^ D
0.217484,SC _ k
0.474572,SC _ k ^
-0.0569623,SC _ k ^ D
-1.02629,CSC _CVCC
-0.143004,CSC _CVCCV
0.219144,P k
-0.0236737,L 7
-1.09268,V 3
-1.54773,S I
-1.5427,SC _ I
0.337986,CSC _VCV
0.508328,CSC _VCVC
-0.0615478,CSC _VCVCC
-1.17311,CSC _VCVCCV
0.659536,P k I
0.0655754,P I
-0.970652,L 8
-1.72836,C 5
0.500477,S t
-0.252992,S t I
0.485331,SC _ t
-0.435803,SC _ t I
-0.528049,CSC _CVCV
-0.031906,CSC _CVCVC
-0.0988245,CSC _CVCVCC
0.15863,P I t
-0.276793,P t
-3.04766,L 9
-0.554479,V 4
0.303517,S i t
0.489106,SC _ i t
-0.27261,CSC _VCVCV
0.493022,CSC _VCVCVC
-0.178539,P t i
-5.05355,L 10
0.386962,N 1
-0.0248477,CS N
1.00803,CS NV
-0.00942374,S m
-0.00942374,SC _ m
-0.0248672,CSC _N
1.01535,CSC _NV
-0.310349,CSC _NVCV
-0.206577,CSC _NVCVC
-0.441851,CP N
0.760687,P m
0.515453,V 5
-0.716565,S c
-0.718323,SC _ c
0.288705,CSC _VNV
0.337661,CSC _VNVC
-0.297135,CSC _VNVCV
1.25065,CP NV
0.0279323,CSC _CVNVC
0.867541,CSC _CVNVCV
-0.546591,S g
-0.547127,SC _ g
0.607534,CSC _CCVN
0.26313,CSC _CCVNV
1.21484,P m c r g
0.0128711,P g
0.545635,S i g
0.571766,SC _ i g
1.47197,P m c r g i
-2.12234,P g i
0.559557,P s
0.266942,S s
0.162351,SC _ s
0.31531,P s @
-1.047,S @
-1.04534,SC _ @
0.528043,P @
0.0129362,S i m
-0.867955,P m i
-1.4381,S w
-1.44207,SC _ w
0.710949,P w
0.224387,CSC _VCVN
-0.0744311,P w ^
-0.396989,N 2
0.046671,S n
0.0454712,SC _ n
0.870677,S t n
0.742003,SC _ t n
0.13979,CSC _CNVC
0.344924,CSC _CNVCV
-2.89095,CP NC
0.659185,S s t
0.900053,SC _ s t
0.0993101,CSC _CCNVC
-0.197867,P t s
-0.0176635,S W
-0.0198072,SC _ W
0.634981,CSC _VCCNV
0.332334,P W
-0.337351,S t W
-0.200943,SC _ t W
-0.533955,CSC _CVCCN
1.45961,P W t
0.293083,S o
0.370377,SC _ o
0.640122,P o k
0.407835,S e
0.0104299,S e k
0.317334,SC _ e
0.0098778,SC _ e k
-0.454516,P k e
0.40503,P e
0.0530291,CSC _VCVCVCV
0.404649,CSC _CVCVCVC
-0.231256,CSC _VV
0.611495,CSC _VVCV
0.889576,S z
-0.809631,S z I
0.842517,SC _ z
-0.767547,SC _ z I
-1.15536,CSC _CVV
1.56609,CSC _CVVCVC
-1.4922,P z
0.520942,CSC _VCVVC
0.553153,CSC _CVCVV
0.359281,S t ^
-0.0378525,S t ^ w
0.371659,SC _ t ^
-0.0472484,SC _ t ^ w
-0.532054,P ^ t
0.0563039,S s t ^ w
0.170758,SC _ s t ^ w
-0.299147,CS NC
-0.303525,CSC _NC
-0.0368332,CP CCN
-1.31403,CP CN
2.39403,P s m
-0.12741,CSC _VNC
0.320342,CSC _CVNC
0.0451596,CSC _CCVNC
-1.29054,C 6
0.0947573,P g ^
-0.323772,CSC _NVCVCC
0.151939,S x
0.545117,S x n
0.142708,S x n ^ g
0.14948,SC _ x
0.726106,SC _ x n
0.248237,SC _ x n ^ g
-1.79508,P n x
0.604746,P x
0.369383,S d
-0.397718,S d x
0.376846,SC _ d
-0.393872,SC _ d x
-0.181141,P d
0.336997,S u
0.353271,SC _ u
-0.432518,P d u
-1.4854,P u
0.517257,P o n
-0.052597,P n o
-0.363677,CSC _NVN
-0.754559,CSC _NVNV
-0.159299,S G
0.000245345,S G I
-0.164885,SC _ G
0.0790163,SC _ G I
-0.0918371,P t I G
-2.71213,P G
0.714176,CSC _VCNV
0.506154,P d c
0.80742,S g c
0.854709,SC _ g c
-0.777787,CSC _CVCN
-0.153845,CSC _CVCNVC
1.38345,P d c g
-0.251476,S f
-0.254903,SC _ f
0.596022,P f
2.04504,P t w
-0.186069,S z ^
-0.183558,SC _ z ^
-0.344799,CSC _CCVCC
0.0748172,S t @
-0.146899,S t @ D
0.0663515,SC _ t @
-0.14916,SC _ t @ D
-0.115047,P @ t
0.273775,P z e
-0.0108022,CSC _CCVCVC
3.7809,P g r
0.904712,CSC _VCCVCVC
0.293723,P r ^
-0.693809,CSC _NVCC
0.14714,CSC _NVCCV
-0.283362,CSC _CNVCC
-0.259781,CSC _CNVCCV
-1.495,S y
-1.50142,SC _ y
-0.092697,P y
-0.172773,S u y
-0.148219,SC _ u y
-0.85669,P y u
0.717158,S t s
0.759394,SC _ t s
0.993118,CSC _CCVCCVCC
1.55503,P s t
-0.475688,CS CCC
-0.473078,CSC _CCC
-0.0289502,CP CCC
-0.900283,CSC _VCCC
0.460897,CSC _VCCCV
-0.0915879,CP CCCV
-0.897016,CSC _CVCCCV
-0.241237,P f c r
0.099007,S m e
0.099007,SC _ m e
0.396218,S Y
0.388957,SC _ Y
-0.0695596,P m Y
0.905064,P Y
0.0619725,S n Y
0.0506778,S n Y m
0.0619725,SC _ n Y
5.41037e-05,SC _ n Y m
0.902366,CSC _NVNVC
0.803605,P e m Y n
0.81301,P m Y n
-0.0333152,P Y n
0.240041,S u n
0.240041,SC _ u n
1.86715,P e m Y n u
1.16384,P n u
-0.00369341,S t u
0.644957,S t u n Y
0.754975,S t u n Y m
-0.0385997,SC _ t u
0.344876,SC _ t u n Y
0.225293,SC _ t u n Y m
0.361543,CSC _CVNVNV
1.09114,P e m Y n u t
0.373949,S i k
0.37157,SC _ i k
-0.721398,P k i
0.638773,P o k i d
-0.206348,S d i
-0.204711,SC _ d i
0.28474,P o k i d o
1.09629,P o k i d o k
1.29013,P o k i d o k i
0.388696,S i k o d i k o
0.0243986,SC _ i k o d i k o
-0.895536,P y R
1.11186,S R
0.703303,S R y
1.03488,SC _ R
0.983193,SC _ R y
-2.65093,P R
-0.0435098,CSC _VCVCVV
0.318746,P ^ o
1.07175,S o ^
0.506275,SC _ o ^
0.919525,P d I
0.303523,S d I
0.169709,SC _ d I
-0.182436,S d t
-0.178798,SC _ d t
-0.452191,P W n
-0.226994,S a
-0.227209,SC _ a
-0.0311848,P w a
-0.326508,S n a
-0.341596,SC _ n a
0.749678,S x n a
0.546974,SC _ x n a
0.0441518,S s x
0.261699,SC _ s x
-0.325959,P s o
-1.47629,S E
-1.47773,SC _ E
0.245376,P D E
0.0647634,P E
-0.16147,S n E
0.000278884,S n E D
-0.158695,SC _ n E
0.000278884,SC _ n E D
0.784575,P E n
0.899578,P k ^
0.225856,S m ^
0.231255,SC _ m ^
0.199937,S t E
0.195524,SC _ t E
-0.234847,P E t
-0.315322,CSC _NCVC
0.0242552,S a m
0.0242552,SC _ a m
0.385172,CSC _VNCVC
-1.67422,N 3
-0.220035,S m a
-0.216768,SC _ m a
-0.240652,CSC _NVNC
1.24966,P m a m
-0.0204801,P a m
-0.133128,P m a m i
0.121617,P k ^ m a n
0.0525485,S n a m ^
1.26046,S n a m ^ k
0.000235691,SC _ n a m ^
1.07721,SC _ n a m ^ k
-0.189511,P g o
0.500699,P s E
0.333688,S d E
0.234866,SC _ d E
0.0913653,S S
0.0774439,SC _ S
0.447331,P S
0.0965062,S u S
0.108357,SC _ u S
0.285542,P S u
0.358304,P p
0.0211763,S p
0.0152734,SC _ p
0.951985,P p U
-0.829587,S U
-0.826436,SC _ U
-1.76241,P U
-0.494638,P p U t
0.0176014,SC _ t U
0.104174,P t ^
-0.033958,S p ^
-0.033958,SC _ p ^
0.105454,S s r
0.105454,SC _ s r
0.00373834,S C
0.374148,S C ^
0.00373834,SC _ C
0.553594,SC _ C ^
1.39,S e C ^ s
1.03771,SC _ e C ^ s
0.431114,P g U
0.437041,S d U
0.337415,SC _ d U
0.68064,CSC _CVCVCVCC
0.658114,P g U d
-0.709031,P g R
0.102017,S l
0.103205,SC _ l
1.64809,P g R l
-0.330386,P l
0.53858,P l E
0.767193,P l E t
0.41965,S s t E l
0.410934,SC _ s t E l
2.08539,P s w
0.343948,P w c
0.259543,S k c
0.218936,SC _ k c
-0.00310665,S e D
-0.00310665,SC _ e D
0.230133,P D e r
0.645783,S r e
-0.000149193,S r e D
0.535192,SC _ r e
-0.000149193,SC _ r e D
-0.10198,P t e
-0.658156,S b
-0.657101,SC _ b
1.14837,P b
0.538688,S g I
0.418484,SC _ g I
0.0648254,P b I g
1.45722,P a r
0.111099,S l u
0.250809,SC _ l u
0.124268,P l I
-0.218244,P t x
1.10465,S l x
0.114417,S l x t
1.0091,SC _ l x
0.0575485,SC _ l x t
0.708273,P l I t x l
-1.05458,P t x l
0.339075,P x l
0.0094032,S f l
0.141532,SC _ f l
-0.0834729,S e f
-0.0836907,SC _ e f
-0.0374764,P f e
0.153915,S k e
0.226605,SC _ k e
-0.924387,P k R
0.549556,S u b
0.308124,SC _ u b
1.71674,P b u m
0.192806,S m u
0.988777,S m u b
0.204939,SC _ m u
0.944674,SC _ m u b
0.787175,P W ^ t C
1.27398,P W ^ t C x
0.716768,S x C
1.39171,SC _ x C
0.896232,CSC _VCCVV
-1.56875,P C x
-1.486,CSC _NVV
0.14536,P W W
1.04731,S W W
0.7157,SC _ W W
-0.00752324,S R h
-0.00752324,SC _ R h
-0.153621,P h R
-0.0331147,S t R
-0.0331147,SC _ t R
0.151273,P l U
1.24599,P l U k
0.0981287,P k @
0.454658,S t @ k
0.512127,SC _ t @ k
0.593269,P l U k @ t
1.12248,P s t @
-0.253505,S n @
-0.254886,SC _ n @
0.628136,P @ n
0.558728,S d n
-0.419277,S d n @
0.288346,S d n @ t s
0.811939,SC _ d n
-0.442999,SC _ d n @
0.328745,SC _ d n @ t s
0.234264,CSC _VCNVCC
0.146397,CSC _NVCNVC
-0.237856,P d I G
-1.53993,P s e
1.37639,P e t
0.934125,P t W
0.689003,S l W t
1.64527,SC _ l W t
-0.550658,P k I G
4.72388e-05,P x b
0.146868,P x b W
0.116411,S t W b x
0.116411,SC _ t W b x
0.867955,P x b W t
-0.909465,P b W t
-0.258022,S t ^ D
-0.258582,SC _ t ^ D
0.92417,S c s
0.92417,SC _ c s
0.356888,S l c
0.231495,SC _ l c
2.12375,P c l
0.500465,P h E
0.378082,S v
-0.926237,S v E
0.384317,SC _ v
-0.9244,SC _ v E
0.696862,P h E v
1.49329,P E v
-1.26264,P v
0.266776,S i v
0.226692,SC _ i v
-0.0346493,P v i
3.52643,P b r
0.303732,S i r
-0.123889,S i r b
0.219916,SC _ i r
-0.123889,SC _ i r b
-0.631643,P b r i
-0.139773,P r i
-0.124615,P n W
-0.581735,S i w
-0.584811,SC _ i w
-0.648501,P w i
0.000618031,P w i r
