weight,feature
2.15088,U s R k x l
3.82405,U h ^
5.63482,U d @ d @
6.42543,U n a t
3.98592,U w E n
5.1665,U b @ k
3.40352,U w I l
2.03536,U f o r
3.94048,U r E d
2.1584,U s I G
9.92614,U I t s
2.82415,U m I s t R
0.463507,U g o z
7.55531,U Y d o n t
8.12814,U d o n t
5.72925,U b x k c z
3.93007,U c l m o s t
3.42495,U v E r i g U d
4.65584,U w E l
1.3542,U c f
4.65224,U p U t D E m
4.17416,U D E m
3.44741,U w Y
7.41768,U o p x n
4.67395,U Y m n a t
2.87229,U p ^ t I G
3.5634,U T I G
6.85483,U I n D e r
1.37379,U f Y v
3.52337,U T r i
0.330246,U b ^ m p
0.555965,U h E d
3.89671,U D ^ ^ D R
1.07998,U ^ p s Y d d W n
3.92484,U w o n t
1.9531,U E n i
6.24758,U W t ^ v
5.95524,U Y m g ^ n x
0.711119,U Y l
2.73575,U T R s t i
4.1551,U h o l d
0.57726,U p I g l I t
0.790686,U O G k O G k O G k
1.17936,U l U k I G @ t
6.85278,U g o I G
1.84581,U p U l
4.40391,U h I m
2.44908,U D o z
3.81709,U D o z a r
4.22109,U b U k
4.48589,U t Y
3.39562,U t Y r d
4.81408,U r E d i
4.61344,U m o r
0.315375,U m o r n I G
3.1893,U t Y m
3.98565,U t R n
5.6021,U I z I n t
3.82296,U C u a n
6.65899,U o v R
6.00035,U m o r g I n
3.00168,U m o r g I n z
2.44331,U C u I G a n
1.87909,U n e
2.85699,U h i z
4.36368,U f r ^ m
2.83602,U m u v
4.25247,U b ^ t
4.14338,U w a C
0.00228343,U h u
2.21677,U h u z
5.06504,U y E s
3.0126,U s I l i
3.6082,U D ^ d o r
2.7846,U I f
2.91063,U w c S
1.66549,U D ^ d c g
4.00061,U d c g i
4.69936,U D e r w i g o
5.18457,U w i l
0.739216,U D ^ f o n
4.81589,U h E l o
3.82366,U f ^ n
3.54557,U f ^ n i
0.976072,U f I n I S t
2.40837,U k a r
5.08516,U k ^ m b @ k
1.17136,U m i W
6.22741,U W t s Y d
2.98942,U b c l
3.85868,U b r I s k o
3.25733,U d @ d i
2.73816,U y ^ m i
2.33883,U y ^ m i y ^ m i
5.94681,U T @ G k y u
5.41154,U r Y t
4.17755,U n i d
1.63984,U h W
0.226238,U E v r i b a d i
4.37368,U s t I l
1.86465,U r o l I t
5.93805,U t r Y
5.03898,U D ^ b c l
0.84871,U w W
1.33948,U k e r
3.37557,U d ^ z
1.69579,U s t a r
3.03577,U h e
2.52023,U w ^ z I n t
1.23922,U m ^ s t
2.17463,U s I k s
3.26985,U s n @ p
1.03974,U a n D ^ f l o r
2.35934,U w u p s
3.24926,U u p s
6.47028,U t r Y I G t u
3.20793,U s t @ n d ^ p
5.70362,U x r W n d
3.58023,U r W n d
2.54351,U ^ n d R
1.65801,U k W
0.618019,U W C
3.72852,U n ^ T I G
2.76251,U s l i p
4.66375,U D ^ b U k
6.72398,U E l m o
3.91611,U l E m i
4.9326,U e l I t x l b I t
3.77094,U b @ s k I t
2.23106,U D ^ w I n d o
4.19198,U h i r w i g o
7.0645,U Y n o
1.77473,U s w i t
3.7739,U s w i t i
2.56209,U a r n t
4.69649,U Y g a t
4.45982,U k o l d
5.14186,U s ^ m m o r
2.00131,U n Y s
0.778328,U S S S
2.42049,U m e k
3.60813,U T r o
0.558573,U n o z
1.86667,U l ^ n C
1.96544,U b Y t
1.29522,U b Y t m i
1.1876,U t E l
4.6364,U d Y p R
4.05017,U C e n J
4.65993,U m e b i
3.33062,U r E s t
4.14493,U p @ n t s
3.77182,U s e b Y b Y
4.12421,U b Y b Y
0.685319,U l E t g o ^ v
1.9696,U r o l o v R
2.57461,U f c l
6.20627,U c l r Y t
0.838116,U b @ d
0.961794,U d r E s t
3.07543,U k r Y
0.881788,U l E g z
3.49935,U l e d W n
4.30702,U x n ^ D R
2.74872,U m Y k r x f o n
2.15444,U x m
4.97063,U h i r z
6.89499,U r i x l i
1.61234,U y ^ m y ^ m
4.97602,U n o p
3.67997,U l c n d r i
1.80135,U b ^ n i
3.62766,U w I C w ^ n
1.67105,U D ^ w Y t
4.92611,U d ^ z x n t
0.164444,U l i v
3.27629,U s p u n
3.30196,U h W x b W t
3.79299,U C I k I n
1.97836,U k @ r I t s
0.362485,U p x t e t o z
3.42545,U E v r i T I G
5.27692,U T I G k
3.28055,U b e b i z
5.36413,U d I d x n t
0.596408,U m @ k x r o n i
0.417033,U b Y y U r s E l f
3.29299,U y U r s E l f
2.61041,U I n y U r m W T
2.17086,U y U r m W T
1.63359,U f R s t
2.24961,U n u d x l z
2.83046,U T I G z
3.23235,U h ^ G g r i
1.85006,U d r a p t
1.79615,U m e k I G
2.85891,U c l g c n
3.38442,U k U k i
1.77547,U b x n @ n x
5.14718,U h @ n d
4.07294,U h x m
4.31421,U h @ n d z
3.01434,U k l i n
3.40913,U y U r f i t
0.727941,U h W s
2.74553,U y e
5.30674,U Y s i
4.36613,U f Y n d
3.16631,U g I v
5.09911,U h o l d a n
0.994237,U f W n d
0.470608,U h e h e h e
3.51903,U D i z
5.56452,U k l @ p
2.88406,U E n i w e
0.970521,U b O
3.29159,U m @ n
2.00659,U k Y n d ^ v
3.39448,U E n i T I G
0.30823,U S i p
4.96106,U s ^ m T I G
6.45987,U p i k x b u
0.205296,U s @ t d W n
5.53006,U g E t I G
6.58485,U ^ h ^
0.106344,U b W n s b W n s
5.67479,U Y T I G k
4.87723,U t w E n t i
5.78456,U t I k x l
1.6011,U s a k
3.95343,U k i p
2.55802,U f U t
2.50608,U y u v g a t
1.97687,U s a k s
3.33644,U s I t ^ p
1.05678,U h a t
4.16015,U k l o s
1.66414,U f e s
2.3419,U w E n t ^ p
3.0661,U p l e I G
2.22332,U S e k I t
3.40971,U k r c l
2.0277,U k y u t
0.317247,U Y k @ n s i
1.73043,U h E l p
2.88225,U J E n t x l
1.94621,U w ^ t s r c G
2.8294,U d @ n s
3.83916,U n i d t u
2.86924,U d ^ n
4.58999,U s I r i x l
2.50468,U @ p x l
2.42635,U s k w a S
3.56131,U @ p x l s c s
1.97681,U k ^ m z
5.63982,U t x g E D R
1.63487,U g o l d f I S
0.873262,U f I S
0.115083,U E k s k y u s m i
2.50012,U m e k S U r
2.07903,U w e t
3.60182,U k @ n Y h @ v
0.561293,U f c l x s l i p
5.46109,U p i p x l
1.98471,U I n D ^ k a r
3.16889,U w ^ n t I d
0.715294,U s x p o z d t u
0.969367,U k U d
2.74357,U p i C I z
2.34067,U c l m o s t d ^ n
1.66746,U m I l k
7.18608,U m a m x
2.77775,U s w i t h a r t
2.6261,U p r E s
0.195991,U p e I G x t E n S
3.81422,U E n i m o r
0.035872,U w U p s x d e z i
1.05899,U y E p
2.92342,U t I m
1.06416,U k W n t
2.36032,U f I G g R
0.767769,U I n D ^ h W s
0.568269,U f E l
3.70024,U r x m E m b R
0.470426,U D e r h i I z
3.02735,U s w i t i p Y
3.47752,U c l d ^ n
2.74078,U h ^ n i
4.43803,U m @ n d i
3.444,U p l i z
0.529846,U s o b I g
0.225297,U k U k i m a n s t R
0.188637,U w i n s i s p Y d R
1.56251,U l a l i p a p
2.37353,U t E d i b e r
0.384595,U t ^ C
1.12171,U k l Y m ^ p
1.48382,U p u p i
2.03627,U m a m a m a
4.64781,U Y l ^ v y u
1.52847,U f e v x r I t
1.17517,U m Y f ^ z i
3.21369,U b l @ G k I t
2.74436,U D ^ b ^ s
3.18149,U b x l u g x
1.43861,U b r W n b e r
1.22128,U l U k I G @ t m i
2.67708,U t R n D ^ p e J
1.64655,U k I t i k @ t
2.54052,U C I l d r I n
1.89261,U D ^ E n d
0.937656,U s p I n
0.0185716,U c l o v R t W n
0.190631,U m u v a n b @ k
0.293545,U b ^ m p I t i
0.16163,U l a l a l a
2.13262,U w ^ t E l s
4.17536,U l E t m i
1.61979,U t E l m i
1.21933,U y U r t ^ G
2.58076,U k l i n ^ p
1.14528,U x m h x m
2.244,U m i n
0.365244,U h u I z D @ t
1.25855,U b i n Y s
2.97403,U g U d J a b
1.91472,U T r i f o r
3.22145,U w I n i D ^ p u
1.8134,U g I v m i
0.957665,U w e t e m Y n u t
0.184858,U s k u l b ^ s
0.838274,U g o x h E d
0.578757,U k w @ k k w @ k
3.19039,U E l x f I n t
0.771665,U b i k e r f x l
2.77231,U k e r f x l
0.0806825,U n ^ t b r W n h e r
0.664133,U D ^ t r i
3.72738,U s l i p i
1.60996,U b ^ b x l z
0.36675,U @ n I m x l z
1.89303,U m E d I s I n
2.7577,U p I g i
1.26802,U C I k i
1.76194,U x m k e
0.583709,U o m Y
1.77822,U Y l g I v
5.77599,U d I l x n
2.42332,U f I G g R z
2.65454,U g I m i
0.292237,U h @ G a n
0.0163495,U o m Y g U d n I s
2.13308,U f ^ s I G
2.9131,U e s E k x n d
3.29377,U l E m i s i
3.21376,U f c r w R d
5.53401,U s t a p
0.914129,U s ^ m T I G E l s
2.64328,U k r I s m x s
3.90319,U g U d b O
1.31245,U h @ p x n d
1.6003,U Y g E s
1.88357,U Y h @ v t u
2.34484,U h i g o z
2.4382,U l e d i
0.498657,U r Y t s Y d ^ p
2.65734,U t e s t g U d
2.44311,U D ^ C e r
1.03068,U f c r e w c k
4.47186,U x p a r t
5.62278,U b r U k l I n
1.31524,U w e v b Y b Y
1.34587,U m i n z
3.9808,U m E s w I D
0.25341,U D ^ g l @ s
0.450625,U g I m i k I s
3.74397,U b I g t o
2.03683,U y U r n e m
0.462402,U D ^ v @ k y u m
1.23209,U h i r Y @ m
3.82697e-05,U p E G g w I n
2.51148,U b ^ t R f l Y
1.37404,U y ^ k i
0.57719,U w U d y u l Y k
1.09747,U y E s t R d e
1.50348,U e g U d b O
0.883828,U s w i t p i
0.292727,U w U p s i
1.27953,U b u b u
3.65712,U @ l I g z @ n d R
2.14157,U b u b u n
2.97462,U b o n i n
0.602978,U b I G g o w ^ z
0.927633,U h I z n e m o
0.867653,U p E g
0.124937,U s I l i b ^ n i
0.477651,U t E l x f o n
4.58614,U k I s I z
1.69411,U u p s i
1.68298,U s k w R x l i
1.44893,U p @ t i k e k
0.627078,U m u m u S x z
0.402924,U k ^ t I t W t
4.20643,U J i z x s
0.698711,U h i n o z h I z
4.08829,U @ l I n
0.00771755,U m u t i m u t i
1.11908e-08,U c l ^ v m Y h E l p
0.331805,U Y m f I k s I G
4.38079,U t Y r i s
2.23555,U p o k i m a n
0.278028,U s t I G k i f i t
1.96488,U t w I G k x l
2.20554,U t I m i
0.0701265,U b W n s i b c l
3.14053,U b I g b R d
4.97578,U t @ b I T x
0.798637,U f r c g i
0.398294,U m ^ G k i
0.22363,U t w i t i b R d
1.53127,U I n C w R m
0.960624,U t O l I t p e p R
1.08449,U w c t R m E l x n
7.42892e-05,U C i r i o z
3.47123,U b r I t n i
3.39746,U @ l I k s
7.01583,U h E n r i
0.291879,U s k r ^ b i
3.22353,U f @ t b O
2.72572,U m @ g i
0.902342,U d y x
2.07498,U d Y i S x
0.469982,U l E f t f U t
5.56596,L 1
-0.556984,V 0
0.646612,N 0
0.637769,C 1
1.16706,P h
-0.0799957,CS C
-1.55153,S h
-1.55076,SC _ h
-0.0839399,CSC _C
1.80269,L 2
0.923486,V 1
1.61157,CP CV
0.167882,P h i
0.105644,CS V
1.046,S i
-0.660237,S i h
0.97616,SC _ i
0.104936,CSC _V
-0.662169,SC _ i h
-0.330818,CSC _VC
1.7788,C 0
-0.385132,CP V
-2.03075,P i
-0.127916,L 3
0.269666,C 2
-1.02264,P h i r
0.617096,CS CV
-0.20427,S r
0.519651,S r i
-0.0090654,S r i h
-0.222388,SC _ r
0.233925,SC _ r i
0.617116,CSC _CV
-0.0090654,SC _ r i h
0.231426,CSC _CVC
-0.896677,P r
-0.673633,L 4
-0.120337,C 3
-0.373399,CS CC
-1.30724,S D
-1.3102,SC _ D
-0.368149,CSC _CC
0.605883,CSC _CCVC
-0.943058,CP CC
-0.0981193,P D
-0.584656,L 5
0.0673692,V 2
-0.832899,S ^
-0.829297,SC _ ^
-0.338736,CSC _VCC
2.03151e-05,CSC _VCCVC
0.274011,CP CCV
1.40807,P D ^
-0.520226,P ^
-0.356758,L 6
-0.519375,C 4
0.0551146,S k
0.552495,S k ^
-0.918404,S k ^ D
0.0572506,SC _ k
0.554024,SC _ k ^
-0.924787,SC _ k ^ D
-0.318529,CSC _CVCC
-0.00468612,CSC _CVCCV
-0.235057,L 7
-0.0561888,V 3
-1.69279,S I
-1.6903,SC _ I
0.367999,CSC _VCVC
-0.0669342,CSC _VCVCC
-0.498433,CSC _VCVCCV
0.158409,CSC _VCVCCVC
-0.212238,P I
0.0020521,L 8
-0.851075,C 5
0.460912,S t
-0.0038165,S t I
0.416228,SC _ t
-0.0038165,SC _ t I
-0.209215,CSC _CVCV
-0.0934453,CSC _CVCVC
0.0604537,CSC _CVCVCC
-0.933904,P t
-6.90332e-05,L 9
-0.121042,V 4
0.190169,S i t
0.0342015,S i t I
0.171689,SC _ i t
0.133536,SC _ i t I
-0.320731,CSC _VCVCV
0.0434731,CSC _VCVCVCCV
0.519192,P k I t i
-0.220144,L 10
0.213995,N 1
-0.00724869,CS N
0.67056,CS NV
-0.127722,S m i
-0.00484524,CSC _N
-0.132732,SC _ m i
0.650976,CSC _NV
0.0111925,CSC _NVC
-0.098018,CSC _NVCVCV
0.0116086,CSC _NVCVCVCC
-0.521228,CP N
0.460851,P m
-0.00576243,V 5
-0.729739,S c
-0.728108,SC _ c
-0.265832,CSC _VN
0.134865,CSC _VNV
0.117992,CSC _VNVC
-0.220775,CSC _VNVCV
-0.603848,CSC _VNVCVC
0.403702,CSC _VNVCVCV
1.73983,CP NV
0.0372531,P c
0.255135,S r c
-0.207888,S r c m
0.256148,SC _ r c
-0.204562,SC _ r c m
-0.147547,CSC _CVNV
0.413341,CSC _CVNVCVC
0.449202,P c r
-0.612358,S g
-0.604877,SC _ g
0.834851,CSC _CCVN
0.0712314,CSC _CCVNVC
0.567446,P m c r g
-0.0581051,P g
0.356321,S i g
0.342163,SC _ i g
-0.18768,CSC _VCCVN
0.712024,P m c r g i
-1.85455,P g i
0.760319,P s
0.190838,S s
0.260053,SC _ s
0.147112,P s @
-1.10967,S @
-1.10815,SC _ @
0.0828281,S m @
0.0828281,SC _ m @
0.546477,S i m
0.445136,SC _ i m
-0.941141,P m i
-1.56603,S w
-1.56546,SC _ w
0.82018,P w
-0.0108923,CSC _VCVN
0.191046,CSC _VCVNV
-0.201795,P w ^
-0.0895978,N 2
-0.0119083,S n ^
-0.00270953,SC _ n ^
0.105584,CSC _NVCVN
-0.0951526,P n
0.000104022,CS CN
0.588022,S t n
-0.00308251,S t n ^ w
0.611131,SC _ t n
0.000104022,CSC _CN
-0.00308251,SC _ t n ^ w
0.581618,CSC _CNVC
-0.0800451,CSC _CNVCVN
-0.392086,P w ^ n t
-2.8146,CP NC
1.01544,S s t
0.529022,S s t n
0.755299,SC _ s t
0.410272,SC _ s t n
0.325376,CSC _CCNVC
-0.161699,P t s
0.266201,CSC _VCCN
-0.518078,CSC _VCCNVCV
0.228321,P W
0.0804224,S t W
0.0845577,SC _ t W
0.00124556,CSC _CVCCNV
0.554971,CSC _CVCCNVCV
1.38302,P W t
0.437301,P o
0.447834,S o
0.483645,SC _ o
0.27278,S e
0.28984,S e k
0.0744256,SC _ e
0.105883,SC _ e k
-0.636746,P k e
1.40977,P e
-0.0265913,CSC _CVCVCV
0.247282,CSC _CVCVCVC
0.0597126,CSC _VCVCVCVC
1.11886,V 6
-0.748468,CSC _VV
0.0590542,CSC _VVCV
0.864965,S z
-0.414293,S z I
0.275383,S z I i
0.928194,SC _ z
-0.415666,SC _ z I
0.231937,SC _ z I i
-0.523147,CSC _CVV
-0.179457,CSC _CVVC
0.3664,CSC _CVVCVC
1.59441,P I z
-1.4031,P z
-0.357453,CSC _VCVVCV
0.131307,CSC _CVCVVCV
-0.548303,P w ^ t
-0.259093,S t ^ w
-0.109342,SC _ t ^ w
-0.661957,P ^ t
0.039027,S s t ^
0.039027,SC _ s t ^
-0.564279,CS NC
-0.557766,CSC _NC
-0.618209,CP CN
1.49965,P s m
0.0245693,CSC _CVNC
0.453358,CSC _CVNCCV
0.201637,CSC _CCVNC
-0.500005,CSC _VCCVNC
-1.04379,C 6
-0.0246089,S g i
-0.0236141,SC _ g i
-0.00414113,CSC _VCVCCVN
-0.591408,P g ^
-0.242542,S n ^ g
-0.240192,SC _ n ^ g
-0.164181,CSC _NVCVCC
0.158264,CSC _NVCVCCV
-0.00397343,P g ^ n
0.0685889,S x
0.67789,S x n
0.431678,S x n ^ g
0.0699275,SC _ x
0.540571,SC _ x n
0.470329,SC _ x n ^ g
-0.00383762,P g ^ n x
-2.4693,P n x
0.228439,S d
-0.422829,S d x
0.244215,SC _ d
-0.427066,SC _ d x
-0.26006,P d
0.517168,S u
0.492497,SC _ u
-0.0351384,CSC _VCVNVCVC
6.26064e-05,P d u
-1.98154,P u
0.75977,S o n o
0.911725,SC _ o n o
0.224683,P n o
-0.527373,CSC _NVNV
-0.393861,CSC _VNVNV
-0.0788615,S t i
-0.191001,SC _ t i
1.99918,P i t
-0.0575861,P t I
-0.0520318,S G
0.809951,S G I
0.181301,S G I t
-0.034017,SC _ G
0.918445,SC _ G I
0.19622,SC _ G I t
-0.0741707,P t I G
-2.71461,P G
-0.901366,CSC _CNVCVV
-0.0108428,CSC _VCN
-0.0831393,CSC _VCNVC
1.29437,S g c
0.170467,S g c d
1.36496,SC _ g c
0.165674,SC _ g c d
-0.258169,CSC _CVCN
-0.139134,CSC _CVCNV
0.263883,CSC _CVCNVC
1.58383,P d c g
-0.224832,S f
-0.233418,SC _ f
0.0665845,CSC _CCVCNV
0.873567,P f
-0.104733,S u f
-0.110499,SC _ u f
-0.298615,S d u
1.11722,S d u f
-0.3006,SC _ d u
1.02005,SC _ d u f
0.0235316,CSC _CVCCVCNV
-0.12657,CSC _CVCCVCNVC
1.7781,P t w
-0.112126,S z ^
0.00127082,S z ^ w
-0.112126,SC _ z ^
0.00127082,SC _ z ^ w
0.161306,CSC _CCVCCV
-0.256219,CSC _VCCVCCV
-0.621343,P D @
0.17866,S t @
-0.818909,S t @ D
0.23037,SC _ t @
-0.849681,SC _ t @ D
-0.633555,P D @ t
-0.739573,P @ t
0.436109,P w ^ z e
1.39741,P z e
0.81605,P e g
-0.076164,CSC _CCVCVC
3.582,P g r
0.075633,CSC _VCCVCV
-0.205798,CSC _VCCVCVC
0.0436956,P r ^
0.000992286,S n ^ r
0.000992286,SC _ n ^ r
-0.116254,CSC _NVCC
-2.55486e-05,CSC _NVCCV
0.106504,CSC _NVCCVC
0.128891,CSC _NVCCVCV
0.169106,CSC _NVCCVCVC
1.58694,P r ^ n
-0.270178,CSC _CNVCC
-1.47945,S y
-1.48447,SC _ y
0.00170038,P y
-0.0216149,S u y
-0.00295458,SC _ u y
-1.54038,P y u
-0.0108791,S s u
-0.0108791,SC _ s u
-0.0812979,P y u s
0.539906,P s I t
-0.0126336,CSC _CCVCVCV
0.125063,CSC _CVCCVCV
-0.0808858,CSC _CVCCVCVC
0.420034,CSC _CVCCVCVCV
-0.378568,CSC _CVCCVCVCVC
0.2188,CSC _CCVCCVCVC
-0.324035,S s ^ J
-0.324545,SC _ s ^ J
-0.248978,P J ^ s
-1.46628,C 7
0.46699,S t s
0.470798,SC _ t s
0.0220701,CSC _CCVCCVCC
-0.0850287,P J ^ s t
1.30637,P s t
-0.097493,CS CCC
-0.0987631,CSC _CCC
-0.271597,CSC _CCCVC
0.206919,CSC _CCCVCCV
-0.500012,CP CCC
-0.128675,CSC _VCCC
-0.0169496,CP CCCV
0.015944,P f c
0.0041153,CSC _CVCCC
0.291844,CSC _CVCCCVC
0.26499,CSC _CVCCCVCC
0.0125773,P f c r
-0.271801,CSC _VCVCCCV
0.530543,P f c r e
0.388364,S Y
0.404793,SC _ Y
1.1907,P m Y
1.39617,P Y
0.0192501,S n Y
0.0192501,SC _ n Y
0.64606,CSC _NVNVC
0.0819166,P e m Y n u
0.60991,P n u
-0.184038,S t u
3.73553e-05,S t u n Y
6.76012e-05,S t u n Y m
0.846969,S t u n Y m e
-0.208195,SC _ t u
3.73553e-05,SC _ t u n Y
6.76012e-05,SC _ t u n Y m
0.160964,CSC _CVNVN
0.870407,SC _ t u n Y m e
0.223343,CSC _CVNVNV
0.121565,P e m Y n u t
0.243969,S i k
0.220966,SC _ i k
-0.50025,P k i
0.0434426,P o k i d
-0.256288,S d i
-0.260675,SC _ d i
0.354566,P o k i d o
-0.201344,S o d
-0.19606,SC _ o d
0.512647,P o k i d o k
0.870629,P o k i d o k i
-0.566798,P y R
1.02115,S R
0.773511,S R y
0.943444,SC _ R
1.02902,SC _ R y
-3.2154,P R
-0.0407506,CSC _VCVCVV
1.40747,P ^ o
0.0907438,S o ^
0.00149769,SC _ o ^
0.174959,P d I
0.107272,S d I
0.287622,SC _ d I
-0.107425,S d t
-0.107425,SC _ d t
0.0569146,CSC _CCVCVCC
-0.0363907,S W d
-0.0363907,SC _ W d
0.516277,S n W d
1.06378,SC _ n W d
0.0142763,P d W n
-0.336609,P W n
-0.261349,S a
-0.254718,SC _ a
-0.0104517,P w a
0.0272051,P a
0.681783,S n a
-0.313076,S n a w
0.527563,SC _ n a
-0.652055,SC _ n a w
-0.199084,CSC _NVCVCCVC
-0.288438,P w a n
1.35928,P a n
0.473533,S x n a
0.467051,SC _ x n a
-0.775603,P w a n x
-1.34348,P a n x
0.179087,S s x
0.140412,SC _ s x
-0.340935,CSC _CVCVN
0.421365,CSC _CVCVNVC
0.115941,CSC _CVCVNVCV
0.0156263,CSC _CCVCVN
-0.0798098,S s t @
-0.0869449,SC _ s t @
0.322363,P s o
-0.0710466,P s o k
-1.51301,S E
-1.51247,SC _ E
0.860979,P D E
-0.125587,S n E
0.346043,S n E D
-0.129691,SC _ n E
1.0781,SC _ n E D
0.362666,P E n
0.541155,P k ^
0.637551,P k ^ m
0.0379197,S m ^
0.0918912,SC _ m ^
0.00286258,S r i h m
0.00466884,S r i h m ^
0.159001,S r i h m ^ k
0.00286258,SC _ r i h m
0.00466884,SC _ r i h m ^
0.361249,SC _ r i h m ^ k
-1.24508e-05,P g E
0.0450335,S t E
-0.501721,S t E g
0.0392039,SC _ t E
-0.416187,SC _ t E g
-0.178633,P g E t
-1.28356,P E t
-0.568691,CSC _NCVC
0.323049,CSC _VNCVC
-0.547797,N 3
-0.19496,S m a
-0.19496,SC _ m a
1.02537,P m a m
-0.571471,P a m
-0.478781,S i m a
-0.334605,S i m a m
-0.430353,SC _ i m a
-0.435897,SC _ i m a m
-0.157793,CSC _VNVNC
-0.759406,P m a m i
0.00214659,S n a m
0.00151039,S n a m ^ k
0.00214659,SC _ n a m
0.00151039,SC _ n a m ^ k
-0.392,P m a n
0.00169397,S i m t
0.125532,SC _ i m t
0.268798,P g o
0.234283,S o g
0.0982274,SC _ o g
1.44406,S t @ D z I
1.20886,SC _ t @ D z I
-0.243861,CSC _VCVCCVCC
0.313527,P s E
0.174964,S d E
0.473372,S d E s
0.301528,SC _ d E
0.471535,SC _ d E s
-0.149447,CSC _CVCVCCVCC
-0.095796,P E d
-0.058613,P g E t D
0.136403,S S
0.166432,SC _ S
0.455502,P S
0.77128,S u S
0.771392,SC _ u S
0.346854,P p
0.0353505,S p
0.0303145,SC _ p
1.34466,P p U
-0.866359,S U
-0.862191,SC _ U
-2.21476,P U
-1.24843,P p U t
0.637699,S p ^
0.843542,SC _ p ^
1.50479,P ^ p
0.117294,S C
0.126438,S C ^
0.117294,SC _ C
0.217235,SC _ C ^
0.111238,P s ^ C
0.901568,P s ^ C e
0.854837,P e g U
0.626276,P g U
0.475586,S d U
-0.117552,S d U g e
0.545157,SC _ d U
-0.119608,SC _ d U g e
-0.218511,CSC _CVCVCVCCVC
0.885019,P e g U d
0.599622,P g U d
-0.599348,P g R
1.11001,S l R g
0.0618695,S l R g d
0.0218642,S l R g d U
0.151979,S l R g d U g
1.58996,SC _ l R g
0.0434251,SC _ l R g d
0.141514,SC _ l R g d U
0.152656,SC _ l R g d U g
-0.382861,P l
-0.241253,CSC _CVCVCVCVC
1.15243,P l E
-0.85498,P l E t s
1.44526,P s w
0.556259,P w c
0.270805,S k c
0.37734,S k c w
0.271831,SC _ k c
0.296781,SC _ k c w
0.532175,P D e
0.572022,S r e
-0.292691,S r e D
0.583412,SC _ r e
-0.302792,SC _ r e D
-1.32883,P e r
0.829305,P D e r y u g
