weight,feature
2.03138,U b x f o r
4.39037,U d Y p R
0.535228,U C e n J d
3.54551,U m e b i
1.68496,U w E t
1.68223,U J ^ m p
1.97758,U r E s t
3.4757,U p @ n t s
1.87044,U s k e r d
7.45341,U x w e
6.0282,U b Y b Y
0.711155,U b Y k
3.27861,U k e m
1.49189,U w Y p
0.192684,U l u z
3.36863,U f c l
3.79838,U c l r Y t
1.22362,U b @ d
0.547459,U d r E s t
3.83185,U k r Y
2.66223,U m ^ C
1.2325,U C i z
1.76427,U k I k
0.797209,U l E g z
6.51243,U x n ^ D R
0.905305,U s E k x n d
2.17514,U x n t I l
3.37387,U l E f t
0.637528,U k r x f o n
0.968478,U x m
5.51898,U I n ^ f
5.78972,U r i x l i
2.36141,U y ^ m y ^ m
0.320108,U x p s t e r z
2.06753,U b I b
0.185696,U f ^ z i
4.71527,U n o p
1.17605,U w I C
0.689093,U l c n d r i
1.95497,U p ^ p i
2.78982,U t E d i
2.19851,U b ^ n i
2.95657,U C e r
1.28801,U w Y l
2.31205,U f i d
3.42566,U d ^ z x n t
1.24837,U k @ r
1.32978,U l i v
2.10042,U p u
4.05259,U s p u n
1.0242,U v E J t x b x l
2.99518,U C I k I n
1.88028,U r Y s
3.64419,U T I G k
1.98717,U s m E l
3.46087,U d I d x n t
1.59507,U p I k C R
0.80308,U m @ k x r o n i
1.64647,U t r i
4.38505,U s E l f
1.50122,U f R s t
0.962801,U h Y d
2.56971,U h ^ G g r i
0.152468,U d r a p t
2.6745,U m E s
2.1316,U c l g c n
0.610067,U g c n
3.61233,U k U k i
0.993077,U f ^ s
2.33477,U b x n @ n x
1.08061,U k i z
0.702433,U b o T
0.3162,U f r ^ n t
2.5649,U h @ n d
3.11295,U h x m
2.58051,U h @ n d z
2.79408,U k l i n
0.445252,U h a r d
0.358202,U S R t
3.80657,U f i t
3.09966,U h W s
3.03618,U y e
5.81036,U Y s i
0.542319,U s k r @ C
2.20498,U C E k
0.062355,U f Y n
2.37901,U f Y n d
4.71837,U g I v
2.31757,U f W n d
2.19246,U l Y t
3.68385,U D i z
4.03795,U k l @ p
0.84122,U k ^ t
2.45657,U b O
3.93865,U m @ n
2.00211,U k @ C
3.22153,U k Y n d
2.51176,U h I t
2.20952,U r i C
0.304842,U h ^ g
4.3167,U h I z
0.456711,U S i p
1.43723,U f I t
4.1027,U T r u
2.17842,U n O z
2.79866,U k l W n
3.6179,U p i k x b u
3.85336,U ^ h ^
2.75536,U k l Y m
2.55684,U Y T I G k
1.01054,U m E k s
2.33174,U t w E n t i
1.71423,U S ^ t
3.02886,U t I k x l
0.748875,U @ k C u x l i
2.09666,U s a k
3.73622,U k i p
0.678344,U f @ s t
2.34503,U t e l
0.272551,U p r a b x b l i
2.7896,U f U t
2.32426,U y u v
2.75597,U p i s
0.995248,U s a k s
3.26306,U Y l ^ v
0.673994,U h a t
2.40339,U k I s
2.86893,U k l o s
3.75177,U f e s
3.31915,U S e k
6.16918,U i v x n
2.9649,U k r c l
2.73192,U k y u t
2.03902,U p I l o
3.97419,U h E l p
1.06152,U s t ^ k
0.00606446,U b @ T
2.66933,U p U S
0.894738,U J E n t x l
2.29283,U s r c G
2.26259,U d @ n s
2.30151,U s ^ n
4.88727,U d ^ n
2.33069,U w c k R
2.17163,U b @ g
0.421725,U b o l
4.18657,U s I r i x l
3.03652,U @ p x l
0.866111,U s k w a S
2.83037,U s c s
2.03795,U w c r m
2.2029,U d a l i
4.07481,U t x g E D R
0.491825,U S u z
0.501263,U n E k s t
0.241143,U g o l d
1.34966,U f I S
2.95738,U E k s k y u s
1.5961,U S U r
2.84841,U w e t
4.01915,U Y h @ v
3.37949,U l @ f
0.644961,U s l o
0.00356995,U b r I J
3.69929,U p i p x l
1.04238,U h @ t
0.815793,U w i n
0.526244,U k ^ p x l
0.588039,U r Y d
0.129861,U p e r z
2.75656,U s x p o z d
1.68209,U k U d
2.59219,U p i C I z
0.217584,U b r E d
2.65719,U m I l k
6.03555,U m a m x
1.48176,U l Y n
0.666689,U s w i t h a r t
2.41191,U Y h o p
1.88004,U p r E s
0.230194,U s m Y l
1.29658,U b ^ d i
7.13664,U E l s
0.957218,U l i s t
0.77714,U y E p
0.0445272,U g e m
1.76586,U t I m
1.39581,U k W n t
0.939233,U f I G g R
0.553759,U k w I k
1.14807,U b x h Y n d
1.80312,U s E z
2.44199,U f E l
2.0088,U r x m E m b R
0.565344,U b @ T r u m
0.357346,U b @ T t ^ b
2.82953,U k l o D z
3.02534,U b e r
1.72924,U s w i t i p Y
0.05793,U n a k t
2.32191,U d R t i
1.93696,U h ^ n i
3.91025,U m @ n d i
3.13511,U p l i z
1.61638,U m a n s t R
0.270954,U s c G
0.836962,U s p Y d R
1.30345,U s p W t
0.430051,U w c S t
2.32275,U g a d
1.05533,U t ^ C
1.79519,U p u p i
2.873,U g l @ s
2.51284,U m a m a m a
1.8909,U s t o r i
0.539388,U f e v x r
0.558992,U b l @ G k
1.75445,U b ^ s
1.00383,U b x l u g x
1.47478,U b r W n
0.991618,U b R d
3.67025,U p e J
0.0645124,U f r c g
1.97111,U b y u t I f x l
2.51778,U s p I n
0.101945,U t W n
0.000486036,U s w I S
0.21269,U b ^ m p I t i
1.64056,U l a l a l a
1.20185,U s t I k
3.14305,U t ^ G
0.916773,U x m h x m
0.0182497,U f Y t
0.27965,U k l i n d
3.30149,U m i n
2.56474,U t i T
0.312279,U b u t i
3.09677,U J a b
3.05856,U t I g R
0.0901747,U s k u l
1.66299,U x h E d
0.524028,U k w @ k
0.479471,U b l I G k
1.55723,U E l x f I n t
0.506724,U I g n o r
1.61825,U r u s t R
1.72971,U k e r f x l
2.19367,U r i l
1.78135,U m Y t
2.95422,U s l i p i
1.93856,U b ^ b x l z
4.15259e-05,U b l o
0.684404,U m E d I s
2.62826,U m e d
0.467407,U b W n s i
2.43217,U m @ t R
1.602,U p I g i
0.576184,U C I k i
0.968809,U h c r s i
0.353824,U g U d n I s
2.96026,U p I n C
1.24424,U x m k e
1.75799,U g r e t
2.92455,U d I l x n
0.306936,U w R l d
2.96797,U s p I t
3.4032,U g I m i
0.196211,U Y T c t
0.0392505,U h @ G a n
0.218209,U b R p
2.76769,U b ^ t x n
2.37582,U s t a p
0.568525,U k r I s m x s
3.29637,U g U d b O
0.0246934,U Y g E s
0.365478,U b r e k
0.172423,U t r i z
0.000173104,U b E l i
1.26483,U l @ s t
2.31701,U r @ t x l
2.51065,U l e d i
2.68029,U x l o n
0.0365368,U p a r t
1.01009,U w Y r
1.29081,U x p a r t
0.714228,U b r U k l I n
0.843805,U r I n s
4.20982,U Y @ m
1.93327,U m @ d @ t
0.189444,U k l o s R
2.82404,U b a b x
0.826235,U y a r d
1.49523,U v @ k y u m
2.41784,U t i v i
0.775334,U l c r d
1.85537,U C @ n s
1.76345,U r x m o t
1.15875,U b ^ t R f l Y
0.545471,U y ^ k i
1.25221,U t R d e
0.164982,U s w i t p i
0.450496,U k r e z i
2.8673,U @ l I g z
3.98075,U @ n d R
0.706014,U b u b u n
2.07926,U b o n i n
1.35757,U p E g
0.0940749,U t E l x f o n
0.0581911,U d I z i
0.366308,U u p s i
0.645448,U s k w R x l i
1.17933,U m e l
0.311157,U t O l
0.716968,U p @ t i k e k
1.20938,U m a r k
0.141348,U m u m u S x z
1.55423,U p @ m p R
2.20773,U J i z x s
3.01672,U @ l I n
0.188272,U t i p i
0.301409,U x r Y z
1.37482,U J e k x b
1.04654,U t S I @ r I @ U
2.25189,U t Y r i s
0.148014,U s t e d h o m
1.63423,U p o k i m
0.408912,U t w I G k x l
0.87023,U t I m i
1.61178,U o t m i l
3.42794,U t w E l v
5.35284,U t @ b I T x
0.0561508,U m ^ G k i
3.21621,U I n C w R m
0.148357,U m E l x n
1.99701,U C i r i o z
1.28456,U b r I t n i
0.900127,U b a r n i
0.081072,U s I s t R
1.25568,U @ l I k s
1.2107,U s R v I s
5.63608,U h E n r i
0.160943,U s k r ^ b i
3.2229,U f @ t b O
1.70887,U m @ g i
0.500568,U m I k i m W s
0.366357,U d y x
4.37095,U d Y i S x
5.12754,L 1
1.16168,N 0
1.0736,C 1
0.000308872,CP C
0.720999,P h
0.0187512,CS C
-1.5746,S h
-1.57607,SC _ h
0.0114936,CSC _C
1.24479,L 2
1.66784,V 1
1.08784,CP CV
-0.813319,P h i
-0.0134938,CS V
1.04568,S i
-0.595486,S i h
0.966997,SC _ i
-0.0127445,CSC _V
-0.571644,SC _ i h
-0.109844,CSC _VC
2.47543,C 0
-0.703777,CP V
-1.59546,P i
0.000761172,L 3
0.259618,C 2
0.457341,CS CV
-0.00342584,S r
0.485685,S r i
-0.00885426,SC _ r
0.445082,SC _ r i
0.457194,CSC _CV
0.569133,CSC _CVC
-0.646691,P r
0.00783513,L 4
-0.459959,C 3
-0.46953,CS CC
-1.27793,S D
-1.27613,SC _ D
-0.476301,CSC _CC
0.573607,CSC _CCVC
-1.50571,CP CC
-0.459244,P D
0.0368958,L 5
-0.00372922,V 2
-0.81224,S ^
0.490037,S ^ D
-0.809572,SC _ ^
0.294621,SC _ ^ D
-0.800874,CSC _VCC
0.357343,CSC _VCCV
0.0753799,CSC _VCCVC
0.346415,CP CCV
-1.27883,P D ^
-0.147894,P ^
-1.36344,C 4
0.105592,S k
0.424432,S k ^
0.380717,SC _ k
0.463436,SC _ k ^
-1.03388,CSC _CVCC
-0.218029,CSC _CVCCV
0.311103,P k
-0.0603799,L 7
-1.0551,V 3
-1.56349,S I
-1.56106,SC _ I
0.0938206,CSC _VCV
0.558936,CSC _VCVC
-0.0962523,CSC _VCVCC
-1.13397,CSC _VCVCCV
0.554328,P k I
-0.948737,L 8
-1.63872,C 5
0.537139,S t
-0.265809,S t I
0.47951,SC _ t
-0.418048,SC _ t I
-0.445486,CSC _CVCV
-0.181285,CSC _CVCVC
0.201951,P I t
-0.277685,P t
-3.39785,L 9
-0.548136,V 4
0.70088,S i t
0.17844,SC _ i t
-0.306416,CSC _VCVCV
0.562671,CSC _VCVCVC
-0.0424137,P t i
-4.89586,L 10
0.254408,N 1
0.834572,CS NV
0.803301,CSC _NV
0.114916,CSC _NVC
-0.313683,CSC _NVCV
-0.0892774,CSC _NVCVC
-0.230237,CP N
0.613284,P m
0.400094,V 5
-0.713345,S c
-0.714037,SC _ c
0.16623,CSC _VNV
0.376867,CSC _VNVC
-0.559861,CSC _VNVCV
1.19326,CP NV
0.0636704,CSC _CVNVC
0.86369,CSC _CVNVCV
-0.527688,S g
-0.531467,SC _ g
0.708065,CSC _CCVN
0.564485,CSC _CCVNV
0.0740415,P m c r g
0.046184,P g
0.72459,S i g
0.448975,SC _ i g
0.755838,P m c r g i
-1.83747,P g i
0.604468,P s
0.282406,S s
0.1728,SC _ s
0.182046,P s @
-1.09923,S @
-1.10095,SC _ @
0.334949,P @
-0.0287982,S m @
-0.0287982,SC _ m @
0.107225,SC _ i m
-0.895036,P m i
-1.43002,S w
-1.43262,SC _ w
0.755916,P w
0.374903,CSC _VCVN
-0.190028,P w ^
-0.554695,N 2
0.0536022,S n
0.0527393,SC _ n
-0.0199426,P w ^ n
-0.179294,P n
0.000833266,CS CNV
0.880441,S t n
0.92131,SC _ t n
0.000833266,CSC _CNV
0.120443,CSC _CNVC
0.146683,CSC _CNVCV
-3.27999,CP NC
0.768171,S s t
0.679512,SC _ s t
0.408524,CSC _CCNVC
-0.179432,P t s
-0.00032791,S W
-0.00032791,SC _ W
0.605644,CSC _VCCNV
0.175348,CSC _VCCNVC
0.363692,P W
-0.248745,S t W
-0.351827,SC _ t W
-0.37208,CSC _CVCCN
1.30653,P W t
0.355576,S o
0.328337,SC _ o
0.613768,P o k
0.336346,S e
0.00255073,S e k
0.486652,SC _ e
0.00255073,SC _ e k
-0.515552,P k e
0.459076,P e
0.000800496,CSC _VCVCVCV
0.460204,CSC _CVCVCVC
0.0281038,CSC _VCVCVCVC
-0.421518,CSC _VV
0.470877,CSC _VVCV
0.610654,S z
-0.541478,S z I
0.78746,SC _ z
-0.701079,SC _ z I
-1.15452,CSC _CVV
1.61441,CSC _CVVCVC
-1.4144,P z
0.61708,CSC _VCVVC
0.346673,CSC _CVCVV
0.388019,S t ^
-0.0375359,S t ^ w
0.352398,SC _ t ^
-0.0375359,SC _ t ^ w
-0.443677,P ^ t
0.298719,S s t ^ w
0.0846136,SC _ s t ^ w
-0.478607,CS NC
-0.476848,CSC _NC
-0.0769188,CP CCN
-1.54864,CP CN
2.40742,P s m
-0.209967,CSC _VNC
0.40445,CSC _CVNC
0.304929,CSC _CCVNC
-1.45766,C 6
0.198269,P g ^
-0.477111,CSC _NVCVCC
0.220973,S x
0.666203,S x n
0.329048,S x n ^ g
0.216436,SC _ x
0.436186,SC _ x n
0.275514,SC _ x n ^ g
-1.78514,P n x
1.22784,P x
0.372984,S d
-0.408761,S d x
0.39682,SC _ d
-0.412283,SC _ d x
-0.102438,P d
0.334809,S u
0.374798,SC _ u
-0.436105,P d u
-1.79678,P u
0.568458,P o n
0.048968,S o n
-0.276758,P n o
-0.330787,CSC _NVN
-0.660277,CSC _NVNV
0.0217597,S t i
0.0217597,SC _ t i
-0.0725454,S G
-0.0725458,SC _ G
-0.0250883,P t I G
-0.000385074,P I G
-2.91692,P G
0.505999,CSC _VCNV
-0.0704982,CSC _VCNVC
0.502612,P d c
0.964196,S g c
0.651832,SC _ g c
-0.000944476,CSC _CVCN
-0.826301,CSC _CVCNV
-0.0198164,CSC _CVCNVC
0.748214,P d c g
-0.249234,S f
-0.248244,SC _ f
0.580746,P f
2.03988,P t w
-0.00860731,S z ^
-0.00860731,SC _ z ^
-0.41649,CSC _CCVCC
-0.0968787,S t @ D
-0.0968787,SC _ t @ D
-0.0470375,P @ t
0.219242,P z e
-0.0145761,CSC _CCVCVC
3.73088,P g r
1.009,CSC _VCCVCVC
0.176442,P r ^
-0.822962,CSC _NVCC
0.220803,CSC _NVCCV
-0.321182,CSC _CNVCC
-0.709771,CSC _CNVCCV
-1.49781,S y
-1.49127,SC _ y
-0.152831,P y
-0.0776124,S u y
-0.0990034,SC _ u y
-0.9447,P y u
-0.00116441,S J
-0.00268314,SC _ J
0.734601,S t s
0.73109,SC _ t s
1.20541,CSC _CCVCCVCC
1.41851,P s t
-0.501258,CS CCC
-0.508126,CSC _CCC
-0.107927,CSC _CCCVC
-0.83451,CSC _VCCC
0.410692,CSC _VCCCV
-0.120102,CP CCCV
-0.962719,CSC _CVCCCV
-0.121988,P f c r
0.0981064,S m e
0.0981064,SC _ m e
0.444955,S Y
0.436746,SC _ Y
-0.123072,P m Y
0.89846,P Y
0.0601688,S n Y
0.0601688,SC _ n Y
0.93436,CSC _NVNVC
1.24953,P e m Y n
0.994027,P m Y n
0.300026,S u n
0.300026,SC _ u n
0.984036,P e m Y n u
1.1757,P n u
-0.0255848,S t u
0.331517,S t u n Y
0.61179,S t u n Y m
-0.0250572,SC _ t u
0.430546,SC _ t u n Y
0.498006,SC _ t u n Y m
0.467078,CSC _CVNVNV
1.50417,P e m Y n u t
0.480672,S i k
0.404724,SC _ i k
-0.788386,P k i
0.291605,P o k i d
-0.208519,S d i
-0.145666,SC _ d i
0.814854,P o k i d o
0.992996,P o k i d o k
1.27649,P o k i d o k i
0.289419,S i k o d i k o
0.0548409,SC _ i k o d i k o
-0.686398,P y R
1.12061,S R
0.871601,S R y
1.09611,SC _ R
0.897662,SC _ R y
-3.46339,P R
0.664553,S o ^
0.203523,SC _ o ^
0.842081,P d I
0.257638,S d I
0.241242,SC _ d I
-0.19734,S d t
-0.197847,SC _ d t
-0.36454,P W n
-0.194256,S a
-0.198009,SC _ a
-0.0158699,P w a
-0.354148,S n a
-0.378341,SC _ n a
0.697675,S x n a
0.687479,SC _ x n a
0.0980646,S s x
0.0980646,SC _ s x
-0.0911512,CSC _CVCVN
-0.391381,P s o
-1.54816,S E
-1.54303,SC _ E
0.221854,P D E
0.0887018,P E
-0.171676,S n E
-0.165174,SC _ n E
0.834631,P E n
0.644037,P k ^
0.190419,S m ^
0.250522,SC _ m ^
-0.00733048,P g E
0.10073,S t E
0.324845,SC _ t E
-0.34444,P E t
-0.30558,CSC _NCVC
0.0746517,S a m
0.0746517,SC _ a m
0.0464805,CSC _VNCV
0.208835,CSC _VNCVC
-1.69717,N 3
-0.206508,S m a
-0.206508,SC _ m a
-0.186853,CSC _NVNC
0.931752,P m a m
0.00139132,P k ^ m a
0.28566,P k ^ m a n
0.546356,S n a m ^
0.950625,S n a m ^ k
0.389167,SC _ n a m ^
0.86361,SC _ n a m ^ k
-0.60206,P g o
0.479194,P s E
0.345038,S d E
0.206993,SC _ d E
0.0915266,S S
0.0915266,SC _ S
0.470362,P S
0.11684,S u S
0.166397,SC _ u S
0.248864,P S u
0.461962,P p
0.0109036,S p
0.0108814,SC _ p
0.877953,P p U
-0.800653,S U
-0.809669,SC _ U
-1.87571,P U
-0.499914,P p U t
0.239381,S t U
0.188404,SC _ t U
0.16041,P t ^
-0.0119141,S p ^
-0.0119141,SC _ p ^
0.00119186,S r u y
0.00119186,SC _ r u y
0.150338,S s r
0.105641,SC _ s r
0.00469166,S C
0.526005,S C ^
0.00469166,SC _ C
0.463628,SC _ C ^
1.72098,S e C ^ s
1.33009,SC _ e C ^ s
0.00300261,P s ^ C e
0.258871,P g U
0.350533,S d U
0.544003,SC _ d U
0.197771,CSC _CVCVCVCC
0.829376,P g U d
-0.604809,P g R
0.113326,S l
0.105509,SC _ l
0.0358991,P g R l
-0.253214,P l
0.490547,P l E
0.922633,P l E t
0.364424,S s t E l
0.478534,SC _ s t E l
1.97393,P s w
0.286603,P w c
0.218527,S k c
0.219663,SC _ k c
0.270756,P D e r
0.622076,S r e
0.608438,SC _ r e
-0.0753333,P t e
-0.651867,S b
-0.657788,SC _ b
1.11918,P b
0.461337,S g I
0.562417,SC _ g I
1.36882,P a r
0.174472,S l u
0.201966,SC _ l u
0.000514072,P l I
-0.00946072,S x t
-0.00946072,SC _ x t
-0.348032,P t x
1.05858,S l x
0.147845,S l x t
1.14663,SC _ l x
0.211923,P l I t x l
-0.859157,P t x l
0.00730237,P x l
0.396691,S f l
0.432471,SC _ f l
-0.0774613,S e f
-0.074112,SC _ e f
-0.0506782,P f e
0.16975,S k e
0.172282,SC _ k e
-0.948706,P k R
0.662515,S u b
0.238796,SC _ u b
1.60839,P b u m
0.190882,S m u
1.07483,S m u b
0.18825,SC _ m u
1.03176,SC _ m u b
1.36554,P W ^ t C x
2.08016,S x C
0.909809,CSC _VCCVV
-1.59759,P C x
-1.06444,CSC _NVV
0.088691,P W W
1.20518,S W W
0.557176,SC _ W W
-0.171879,P h R
-0.0340234,S t R
-0.0340234,SC _ t R
0.000351942,P l U
1.29246,P l U k
0.000158409,P l U k @
0.0557783,P k @
0.538658,S t @ k
0.581645,SC _ t @ k
0.280649,P l U k @ t
1.27637,P s t @
-0.264293,S n @
-0.264293,SC _ n @
0.870832,P @ n
0.820913,S d n
-0.397591,S d n @
0.591333,S d n @ t s
0.781973,SC _ d n
-0.366299,SC _ d n @
0.553847,SC _ d n @ t s
0.367942,CSC _VCNVCC
0.0313488,CSC _NVCNV
0.242588,CSC _NVCNVC
-0.00380505,P d I G
-1.56467,P s e
1.22362,P e t
1.03914,P t W
1.6114,S l W t
0.727523,SC _ l W t
-0.524996,P k I G
0.618241,P x b W t
-0.817975,P b W t
-0.264595,S t ^ D
-0.264595,SC _ t ^ D
0.352945,S l c
0.236161,SC _ l c
2.05995,P c l
0.737268,P h E
0.381251,S v
-0.962978,S v E
0.377209,SC _ v
-0.961122,SC _ v E
0.637816,P h E v
1.3958,P E v
-1.18528,P v
0.317721,S i v
0.348557,SC _ i v
3.60706,P b r
0.197362,S i r
-0.051261,S i r b
0.50774,SC _ i r
-0.051261,SC _ i r b
-0.825959,P b r i
-0.123259,P r i
0.114199,S G I D
1.8021,S G I D i
0.114199,SC _ G I D
1.8021,SC _ G I D i
-0.0841093,P n W
-0.552847,S i w
-0.467956,SC _ i w
-0.706147,P w i
0.268559,P w i r
-0.614916,CSC _VNVCC
-0.296632,CSC _VNVCCV
0.872389,P h @
0.556692,S v @ h
0.328058,SC _ v @ h
-1.26032,P h @ v
-0.216221,P @ v
-0.0124314,S u t
-0.0124314,SC _ u t
-0.916157,P t u
0.28227,S s I
0.31802,SC _ s I
1.67444,P s t ^
0.927259,S f ^
0.568364,S f ^ t
0.654126,SC _ f ^
0.823426,SC _ f ^ t
0.0493544,P s t ^ f
1.06287,CSC _NVCCVCC
0.297497,S s n
0.465666,SC _ s n
0.643381,CSC _CCNVCC
1.23905,P s t e
0.456649,S z r
0.720011,S z r e
1.61172,S z r e t s
0.504551,SC _ z r
0.553687,SC _ z r e
