weight,feature
1.3814,U w Y
4.12842,U o p x n
1.71102,U x n
2.20402,U m W T
3.10694,U T I G
1.3014,U f Y v
2.24512,U T r i
1.47645,U g r i n
1.77483,U i n
0.373948,U b ^ m p
0.680887,U h E d
2.423,U t I d
2.19475,U s Y d
2.28209,U w o n t
1.33033,U t E n
4.35462,U E n i
0.385036,U n i
4.62537,U Y l
0.869176,U T R s
0.721696,U h o l
0.855762,U h o l d
1.81904,U o l d
1.40676,U s W n d
3.03392,U r e n
0.498754,U d i
1.20453,U d i r
1.55698,U p U l
3.25781,U h I m
1.99776,U D o
3.25808,U D o z
3.62111,U a r m
2.84184,U b U k
3.23023,U t Y
0.829357,U t Y r d
1.53629,U r E d i
0.214559,U h @ d
3.20801,U @ p
4.13832,U m o r
4.51351,U t Y m
0.420619,U @ f
4.48233,U t R n
1.80867,U S o
0.348837,U p I G k
1.00267,U r @ b
0.789119,U b I t
1.06459,U w e v
0.706012,U C u
2.29039,U t o
4.47745,U o v R
2.94785,U g I n
0.950759,U n u d
2.03424,U n e m
3.34155,U h i z
1.53717,U f r ^ m
2.69018,U m u v
0.423103,U b ^ t
2.88421,U x n t
1.5372,U w a C
2.3519,U h u
1.45228,U h u z
1.76894,U y E s
1.40542,U b a k s
0.478536,U g r @ m a
2.23572,U s I l i
1.15729,U l i
2.52197,U d o r
4.00874,U I f
2.02466,U w c S
0.640927,U d c g i
2.50976,U w i l
1.56148,U f o n
0.965325,U h E l o
1.61243,U f ^ n
2.25896,U f ^ n i
0.913998,U f I n I S
0.285717,U S U d
0.644714,U h @ G
2.59764,U k a r
0.700252,U n ^ m
0.135649,U w U d
2.35126,U i v
2.35106,U b c l
0.350725,U f l o r
1.1185,U d @ d i
2.12478,U f i l
0.395967,U y ^ m
0.501969,U y ^ m i
2.26659,U E n d
1.72044,U T @ G k
0.742858,U d r Y
5.35035,U r Y t
4.4596,U n i d
0.618875,U b E d
1.30666,U p e p R
0.259858,U d r ^ m
1.78513,U g r o
1.44658,U r I k
2.06687,U l W d
4.42489,U x l i
0.530143,U b Y
4.40275,U h W
1.56521,U l I d
2.14418,U D @ n
2.91608,U s t I l
3.70903,U r o l
4.21642,U t r Y
0.901293,U w W
1.77578,U k e r
2.79373,U d ^ z
1.7646,U n Y n
2.33665,U h e
0.966865,U m ^ s t
0.195213,U d a
0.129903,U s n @ p
0.921046,U w u p s
2.84825,U u p s
2.08747,U @ G g
1.03865,U x r W n d
0.541029,U r W n d
0.223006,U d R
2.85457,U k W
0.362098,U k W C
1.17044,U W C
1.09182,U n ^ T
2.27038,U r c G
2.63987,U h e r
0.123907,U s l i p
1.14879,U p I k
2.33609,U k ^ p
3.2201,U E l m o
1.79342,U l E m i
0.0355022,U g e t
0.420675,U b l E s
0.230278,U b @ s k
0.0220899,U @ s k
1.66024,U w I n d
1.02586,U b W n
1.20769,U b W n s
0.839186,U s w i t
0.514454,U s w i t i
1.96952,U a r n t
1.1937e-05,U y a
1.26757,U k o l d
3.76207,U n Y s
0.977602,U p i
0.388406,U S S S
2.83797,U m e k
2.10357,U T r o
1.8383,U l ^ n C
2.09838,U b Y t
0.851388,U t E l
0.928562,U n E v R
1.5371,U d Y p R
0.367132,U C e n J d
0.989046,U m e b i
0.607951,U w E t
0.27577,U J ^ m p
0.628775,U f l Y
1.74596,U r E s t
1.98617,U p @ n t s
5.11468,U x w e
2.11431,U b Y b Y
0.857594,U b Y k
2.59171,U k e m
0.965765,U w Y p
1.53881,U f c l
0.583869,U b @ d
1.2905,U k r Y
0.40564,U m ^ C
1.40727,U C i z
0.340719,U k I k
0.535225,U E g
0.55519,U s E k
2.19794,U x n d
0.397497,U l c G
2.14951,U l E f t
1.20936,U k r x
2.67456,U x m
1.43229,U b I b
0.537755,U f ^ z i
3.18337,U n o p
1.14691,U w I C
0.464157,U l c n d
1.76807,U p ^ p i
1.03042,U t E d i
0.849687,U b ^ n i
1.13858,U C e r
1.20615,U w Y l
1.59274,U f i d
1.31416,U k @ r
3.25163,U l i v
1.6673,U p u
2.08174,U s p u n
1.30427,U v E J t
1.24423,U p x t e
2.20545,U t o z
1.76095,U T I G k
0.350178,U m E l
1.63555,U s E l f
2.77117,U f R s t
1.19595,U h ^ G g
0.816923,U m E s
2.47744,U g c n
1.28549,U k U k i
0.27815,U f ^ s
1.26592,U n @ n x
0.591601,U b o T
0.183223,U h @ n d
0.456774,U k w Y
3.11726,U h x m
0.621394,U h @ n d z
1.04862,U k l i n
0.545831,U h a r d
1.80213,U S R t
2.73664,U f i t
1.85764,U h W s
1.4605,U y e
3.38068,U Y s i
1.71231,U s k r @ C
1.82338,U C E k
0.997278,U f Y n d
2.59034,U g I v
0.509047,U f W n d
2.01286,U l Y t
1.4348,U E l x
2.85959,U D i z
0.158991,U k a r d
1.64318,U k l @ p
0.00860734,U l @ p
0.104629,U m E n i
1.74844,U p Y
4.19711,U b O
3.39415,U m @ n
1.10825,U k @ C
1.77884,U k Y n d
1.74222,U h I t
0.214756,U g r @ b
1.93259,U r i C
0.816091,U h ^ g
3.08296,U h I z
2.31108,U S i p
1.72939,U T r u
2.45169,U n O z
0.944023,U k l W n
0.814956,U k e k
0.596374,U k x b u
2.35695,U ^ h ^
0.846266,U k l Y m
0.229668,U S ^ t
3.49446,U t I k
2.58597,U s a k
2.64847,U k i p
0.212937,U f @ s t
1.12265,U t e l
1.2695,U f U t
0.976129,U k I s
0.755546,U k l o s
1.97365,U f e s
0.0319797,U d E s k
0.0992204,U b l a k
0.14117,U f l W R
2.8887,U W R
1.90801,U S e k
1.47668,U k r c l
3.46897,U k y u t
0.663015,U p I l o
2.30519,U h E l p
1.06959,U b @ T
1.75013,U p U S
0.885419,U p o k
0.436563,U J E n t
1.87597,U d @ n s
1.33537,U s ^ n
2.88217,U d ^ n
0.344247,U w c k R
0.017564,U d I S
1.06923,U b @ g
0.948467,U b o l
1.15848,U s I r i
1.46985,U n Y t
0.259222,U s k w a S
1.72773,U s c s
0.0380145,U k x m p
0.958032,U d a l i
0.867421,U x g E D R
1.00601,U S u z
0.641435,U k o t
1.10006,U n E k s t
0.731074,U g o l d
0.085548,U f I S
0.231735,U k r ^ n C
1.59968,U b o n
0.731919,U E k s k
0.959143,U S U r
1.96871,U w e t
1.5374,U l @ f
1.03506,U h o m
2.15077,U p i p
0.358186,U h @ t
1.12953,U w i n
1.28966,U r Y d
0.935728,U x p o z d
1.26931,U p a p
0.316549,U n ^ n
3.10341,U b i n
0.00433272,U k U d
1.0891,U p i C
0.278373,U d I f r
0.321386,U b r E d
1.02945,U m I l k
0.844867,U m a m x
0.88806,U l Y n
1.06216,U h a r t
0.151857,U h o p
1.34779,U p r E s
0.357171,U b ^ d i
5.63835,U E l s
0.4653,U w U p
0.619514,U y E p
1.786,U g e m
0.628511,U t I m
1.37043,U k W n t
0.759596,U f I G g R
0.609896,U h Y n d
1.74725,U s E z
0.0434934,U p r a b l
1.9793,U f E l
0.000130724,U k I C
0.814183,U k l o D z
0.282888,U s k w R r
2.23508,U b e r
0.548689,U d R t i
2.25966,U p l i z
0.801105,U s c G
0.992596,U g a d
0.309846,U t ^ C
0.417461,U p u p i
0.987031,U g l @ s
0.589534,U f e v
0.167032,U b l @ G k
0.714371,U b ^ s
1.61432,U l u g x
1.00623,U b r W n
1.20222,U b R d
2.00752,U p e J
0.257511,U h c r
0.0641492,U f r c g
0.23121,U m ^ D R
2.50917,U f x l
0.800721,U s p I n
0.471803,U t W n
0.938164,U t E r
0.347433,U s w I S
1.35138,U g E s
0.714825,U k ^ v R
0.00505418,U h @ p i
0.276735,U f r E n d
0.857523,U t ^ G
0.121659,U f Y t
0.173003,U k x n t
3.04149,U m i n
1.21374,U t i T
1.06447,U J a b
0.327563,U t I g R
0.486768,U w I n i
0.223456,U f a r m R
0.69751,U k w @ k
0.775183,U m W s
0.0530289,U b l I G k
0.3039,U f I n t
0.558805,U f I k s
1.66866,U r u s
2.39539,U r i l
1.36166,U T c t
0.000215109,U ^ G k
0.556229,U s l i p i
0.243505,U S x z
0.0889164,U b ^ b
0.546986,U b l o
2.93644,U m u m u
1.62446,U m e d
0.469943,U m @ t R
0.694555,U p I g i
1.19399,U I k i
0.154199,U k l ^ k
1.11294,U p I n C
0.536246,U g r e t
2.26628,U d I l
0.61123,U w R l d
0.957703,U s p I t
1.248,U g I m i
0.37042,U f U l
0.654298,U b R p
1.76833,U t i D
0.183214,U m I k i
0.0632679,U k r I s
1.06282,U f @ t
0.0353779,U b a G k
2.75231,U s t a p
0.357858,U d ^ m p
0.855638,U l @ s t
1.76185,U r @ t
1.30635,U l e d i
0.404741,U x p a r t
1.54729,U b r U k l
1.31753,U e n t
1.0342,U m @ d
0.852388,U b a b x
0.708102,U y a r d
0.328292,U v @ k
1.05915,U k o r s
0.901942,U t i v i
0.982555,U l c r d
2.74638,U C @ n s
0.773652,U v I d i
0.736675,U p @ t i
0.280278,U y ^ k i
0.0463658,U b r o k
0.411744,U k r e z i
0.359178,U @ l I g z
0.550079,U b u b u n
0.634947,U C Y m z
1.33918,U p E g
1.02662,U m e l
0.0665176,U m a r k
0.215713,U J e l
0.539295,U p @ m p R
1.01914,U J i z x
0.0238814,U m u t i
1.02258,U @ l I n
1.10104,U J e k
2.12735,U S I @ r I @ U
0.241945,U t Y r i
0.0918936,U t I m i
0.397241,U d Y n I s
1.97731,U t @ b
4.68887,U I T x
1.92896,U C w R m
1.84653,U h E n r i
0.2458,U k r ^ b i
0.181068,U s u t
0.283144,U m @ g i
0.638289,U k c f i
0.910957,U v ^ z
1.41493,U d y x
0.776717,U d Y i S x
5.20948,L 1
3.62678,V 0
1.40143,N 0
1.09324,C 1
0.252664,CP C
0.522394,P h
-0.123998,CS C
-1.46265,S h
-1.46558,SC _ h
-0.125329,CSC _C
2.24133,L 2
3.52393,V 1
0.890971,CP CV
-0.483245,P h i
-2.84878e-05,CS V
1.19129,S i
-0.156257,S i h
1.21689,SC _ i
-0.0343898,CSC _V
-0.156257,SC _ i h
0.0201678,CSC _VC
3.01342,C 0
-0.549199,CP V
-0.29797,P i
0.804637,L 3
0.22035,C 2
0.163788,P h i r
0.541547,CS CV
0.219518,S r
0.528269,S r i
0.882104,S r i h
0.152394,SC _ r
0.483576,SC _ r i
0.541558,CSC _CV
1.06031,SC _ r i h
0.213571,CSC _CVC
-0.330201,P r
0.639479,L 4
-0.986205,C 3
-0.694342,CS CC
0.11718,CS CCV
-0.910505,S D
-0.903203,SC _ D
-0.703363,CSC _CC
0.114222,CSC _CCV
0.421373,CSC _CCVC
-1.875,CP CC
-0.439033,P D
0.286657,L 5
-0.687197,S ^
0.996347,S ^ D
-0.917557,SC _ ^
1.30949,SC _ ^ D
-1.67928,CSC _VCC
0.369453,CP CCV
-1.09065,P D ^
0.0863057,P ^
-2.41996,L 6
-2.26765,C 4
0.548235,S k
0.33905,S k ^
0.563778,SC _ k
0.524186,SC _ k ^
-0.799112,CSC _CVCC
-0.547954,CSC _CVCCV
0.570057,P k
-1.72447,L 7
-2.69704,V 3
-1.30757,S I
-1.30207,SC _ I
1.22712,CSC _VCV
0.715082,CSC _VCVC
0.597586,P k I
1.078,P I
-3.63313,L 8
-2.5467,C 5
0.630961,S t
0.619095,SC _ t
-2.36231,CSC _CVCV
0.825622,P I t
-0.043597,P t
-2.71609,L 9
-2.32918,V 4
0.602372,S i t
0.388504,S i t I k
0.282715,SC _ i t
0.669253,SC _ i t I k
1.49985,P k I t i
-3.64883,L 10
0.130919,N 1
1.93026e-06,CS N
1.04735,CS NV
-0.10948,S m i
1.93026e-06,CSC _N
-0.115696,SC _ m i
1.05091,CSC _NV
-0.170437,CSC _NVC
-0.0755388,CSC _NVCVC
-0.139541,CP N
0.836131,P m
-0.996589,S c
-0.989301,SC _ c
-0.221506,CSC _VN
0.659284,CSC _VNV
1.57316,CSC _VNVC
1.6108,CP NV
-0.123175,P c
0.263459,S r c
0.300553,SC _ r c
-0.0750808,CSC _CVN
0.706265,CSC _CVNVC
2.09429,P m c r
1.53918,P c r
-0.332745,S g
-0.336742,SC _ g
0.142733,CSC _CCVN
0.139689,P g
0.763024,S i g
0.777598,SC _ i g
-0.334041,P g i
0.138823,P s
0.161921,S s
0.371222,SC _ s
-1.12734,S @
-1.1248,SC _ @
0.558934,P @
0.28076,S i m
0.298119,SC _ i m
-1.11104,P m i
-1.40261,S w
-1.40455,SC _ w
0.966492,P w
0.51673,CSC _VCVN
0.337664,P w ^
-1.99358,N 2
0.083603,S n
0.238317,S n ^
0.183723,S n ^ w
0.0837837,SC _ n
0.189347,SC _ n ^
0.0921298,SC _ n ^ w
-0.0323976,P n
-2.12075e-06,CS CN
1.2151,S t n
0.632604,S t n ^ w
1.12552,SC _ t n
-2.12075e-06,CSC _CN
0.674248,SC _ t n ^ w
-0.0890156,CSC _CNVC
0.873781,P w ^ n t
-3.46996,CP NC
0.361194,S s t
0.345626,SC _ s t
0.846658,CSC _CCNVC
-0.184813,S W
-0.182937,SC _ W
0.113968,P W
-0.582368,S t W
-0.349923,SC _ t W
0.228494,P W t
0.321259,S o
0.299478,SC _ o
0.0831656,P o k
2.76028,P o k e
0.473343,S e
0.412094,S e k
0.303627,S e k o
0.447377,SC _ e
0.287894,SC _ e k
-0.200897,P k e
8.75747e-07,P e
0.477273,S z
-0.39972,S z I
0.529008,SC _ z
-0.328311,SC _ z I
-0.06247,CSC _CVVC
-1.90593,P z
0.989897,S t ^
0.865138,SC _ t ^
-1.36861,P ^ t
-0.347375,CS NC
-0.346996,CSC _NC
-2.2597,CP CN
-0.667462,C 6
-0.00570822,S g i
-0.00570822,SC _ g i
0.364755,P g ^
0.418488,S x
0.390313,S x n
1.43015,S x n ^ g
0.431887,SC _ x
0.432747,SC _ x n
1.56844,SC _ x n ^ g
2.1758,P g ^ n x
-1.86232,P n x
0.919149,P x
0.524323,S d
-0.557521,S d x
0.50227,SC _ d
-0.550316,SC _ d x
0.509281,S u
0.541218,SC _ u
-0.270991,P d u
-1.86572,P u
3.28303e-06,S o n
3.28303e-06,SC _ o n
-0.259568,P n o
1.89399,CSC _VNVN
-0.0126065,S t i
-0.0358852,SC _ t i
-0.196564,S G
0.15132,S G I
-0.19496,SC _ G
0.179776,SC _ G I
-3.73747,P G
0.0241255,CSC _VCNV
1.19942,CSC _VCNVC
0.641474,S g c
0.0460314,S g c d
0.93408,SC _ g c
0.360724,SC _ g c d
-0.990004,CSC _CVCN
2.72941,P d c g
-0.0620332,S f
-0.0620332,SC _ f
0.70165,P f
-0.369787,S u f
-0.374549,SC _ u f
0.210524,S d u f
0.229088,SC _ d u f
0.208946,S z ^ w
0.3328,SC _ z ^ w
0.670434,P D @
0.0752796,S t @
0.887699,S t @ D
0.140527,SC _ t @
0.908986,SC _ t @ D
0.493299,P D @ t
1.64329,CSC _CCVCV
4.23577,P g r
-1.08178,CSC _NVCC
0.0325524,CSC _CNVCC
-1.33305,S y
-1.33052,SC _ y
0.00677194,P y
0.0394982,S u y
-0.676651,P y u
-0.105633,S J
-0.107313,SC _ J
0.00039364,P J
0.987806,S t s
8.51309e-05,S t s ^
0.902687,S t s ^ J
0.962953,SC _ t s
8.51309e-05,SC _ t s ^
0.730639,SC _ t s ^ J
1.20714,P J ^ s t
2.03752,P s t
-0.421462,CS CCCV
-0.425148,CSC _CCCV
-0.246053,CSC _CCCVC
-0.232975,CSC _VCCC
0.624937,S r c f
0.46111,SC _ r c f
0.287326,S e r
0.287326,SC _ e r
0.385019,S Y
0.317215,SC _ Y
-0.613206,P m Y
-0.00503256,P Y
1.7808,P m Y n
-0.110145,P Y n
0.00151306,P n u
1.61121,S t u n Y
0.963627,S t u n Y m
0.166969,SC _ t u n
1.62657,SC _ t u n Y
1.17795,SC _ t u n Y m
1.06553,P m Y n u t
0.569006,S i k
0.7657,S i k o
0.569891,SC _ i k
1.09435,SC _ i k o
-0.551816,P k i
-0.150104,S d i
-0.144962,SC _ d i
-0.610929,P y R
1.24393,S R
0.0819722,S R y
1.2405,SC _ R
-1.35357,P R
0.790337,P ^ o
1.11522,S o ^
1.28571,SC _ o ^
0.903359,P d I
0.335119,S d I
0.31171,S d I d
0.381574,SC _ d I
0.577107,SC _ d I d
-0.0999432,S d t
-0.100222,SC _ d t
0.73516,S n W d
0.787235,SC _ n W d
-0.274596,P W n
-0.201083,S a
-0.207402,SC _ a
-0.381909,S n a
-0.437819,SC _ n a
0.00385327,P w a n
0.103127,P a n
1.01361,S x n a
1.13605,S x n a w
0.792177,SC _ x n a
1.02027,SC _ x n a w
1.38384,P w a n x
-0.254089,S s x
-0.253189,SC _ s x
-0.538977,P s o
-1.61205,S E
-1.61411,SC _ E
0.703801,P D E
0.74063,P E
-0.0650879,S n E
0.173739,S n E D
-0.0717224,SC _ n E
0.379744,SC _ n E D
0.625293,P E n
0.127177,P k ^
0.633191,S m ^
0.36973,S m ^ k
0.633114,SC _ m ^
0.305472,SC _ m ^ k
0.0979715,P g E
0.279274,S t E
0.694222,S t E g
0.139554,SC _ t E
0.657774,SC _ t E g
6.51285e-05,P g E t
-0.0542725,P E t
-0.444284,CSC _NCVC
0.314882,S a m
0.314882,SC _ a m
0.71381,CSC _VNCV
0.337035,CSC _VNCVC
0.0842027,P m a
-3.61595,N 3
-0.107066,S m a
-0.107066,SC _ m a
3.11244,P m a m
0.0175275,S i m a
0.263047,S i m a m
0.00431558,SC _ i m a
0.212922,SC _ i m a m
0.68589,S n a m
0.68589,SC _ n a m
-0.40457,P g o
1.34933e-06,S o g
1.34933e-06,SC _ o g
0.738107,P s E
0.323042,S d E
0.259598,S d E s
0.46525,SC _ d E
0.261007,SC _ d E s
-0.464521,P E d
0.190912,S S
0.191106,SC _ S
0.226322,P S
0.488062,S u S
0.488062,SC _ u S
0.284463,P S u
0.41916,P p
0.38352,S p
0.220677,SC _ p
1.35325,P p U
-0.962845,S U
-0.958657,SC _ U
-2.33,P U
0.57164,S t U
4.25639e-05,S t U p
0.637379,SC _ t U
0.00906626,SC _ t U p
0.60119,P t ^
-0.159367,S p ^
-0.123844,SC _ p ^
1.13997,S r u y
0.827319,SC _ r u y
1.18538e-07,P y u r
0.214053,P s ^
1.41683,S C ^
1.40895,SC _ C ^
0.648013,P s ^ C
-0.867437,P ^ C
1.00255,S d U
0.0668847,S d U g
0.960036,SC _ d U
0.143413,SC _ d U g
0.0407739,S R g
0.0407739,SC _ R g
-1.20806,P g R
0.255495,S l
1.05881,S l R g
0.282355,SC _ l
1.27806,SC _ l R g
3.53021e-05,P g R l
-0.0884747,P l
0.414344,P l E
2.91175,P l E t
1.40105,S s t E l
0.0514728,SC _ s t E
1.43729,SC _ s t E l
1.48944,P s w
0.387477,P w c
0.200788,S k c
0.125955,SC _ k c
0.623675,P D e r
0.825533,S r e
0.664686,S r e D
0.733035,SC _ r e
0.638895,SC _ r e D
-0.219041,S b
0.0929659,S b e t
-0.220233,SC _ b
0.0929659,SC _ b e t
1.02765,P b
0.755787,S g I
0.672032,S g I b
0.774783,SC _ g I
0.710339,SC _ g I b
1.94675,P a r
0.0966218,P l I
0.00023224,P l I t
-0.556421,P t x
1.01625,P x l
0.51728,S f l
0.368349,SC _ f l
-0.133309,S e f
-0.131319,SC _ e f
-0.437636,P f e
0.228717,S k e
0.250004,SC _ k e
0.369466,S R k
0.369466,SC _ R k
-1.86429,P k R
0.444196,S u b
0.474253,SC _ u b
0.169818,P b u m
0.0995506,S m u
0.80927,S m u b
0.0995506,SC _ m u
0.912858,SC _ m u b
1.44356,P W ^
1.56787,P W ^ t
0.769227,S t ^ W
0.616733,SC _ t ^ W
1.18126,S x C
1.54992,SC _ x C
-0.488303,CSC _NVV
0.703347,P W W
0.671198,S W W
0.828586,SC _ W W
-0.207138,P h R
0.738278,S t R h
0.351734,SC _ t R h
0.117011,P h R t
0.190568,P l U k
0.222413,P k @
0.870446,P @ n
1.17334,S d n
-0.0185137,S d n @
0.967941,SC _ d n
-0.135498,SC _ d n @
1.44775,P @ n d
-1.16768,P s e
0.909916,P t W
0.00901341,S l W t
0.00901341,SC _ l W t
-0.837627,P k I G
0.155524,S l c
0.122482,SC _ l c
0.496077,P c l
1.39459,P h E
0.362166,S v
-0.134193,S v E
0.368947,SC _ v
-0.247136,SC _ v E
2.6602,P E v
-0.837676,P v
0.570894,S i v E h
0.246228,SC _ i v E h
0.581698,P h E v i
-0.298988,P v i
4.18016,P b r
0.327469,S i r
-0.355616,S i r b
0.239925,SC _ i r
-0.35215,SC _ i r b
0.517763,S D i
0.517763,SC _ D i
-0.0982179,P n W
3.22485e-07,S W n
3.22485e-07,SC _ W n
-0.186584,S i w
-0.186584,SC _ i w
-0.6392,P w i
0.000579791,S r i w
0.000579791,SC _ r i w
0.00148799,P w i r
1.19198,P h @
1.04764,S v @ h
0.985559,SC _ v @ h
-0.812037,P t u
0.254785,S k e t
0.258439,SC _ k e t
0.000920968,P t e k
0.65767,S s I
0.441331,S s I D
0.661686,SC _ s I
0.299138,SC _ s I D
0.480868,P D I s
0.00237763,P I s
1.17014,P s t ^
0.632688,S f ^
0.51411,S f ^ t
0.683798,S f ^ t s
0.694633,SC _ f ^
0.677482,SC _ f ^ t
0.316416,SC _ f ^ t s
0.15898,S s n
0.15898,SC _ s n
0.878312,P s t e r
0.377716,S z r
0.900977,S z r e
1.21303,S z r e t s
0.449472,SC _ z r
1.16537,SC _ z r e
0.0658563,SC _ z r e t
1.2403,SC _ z r e t s
1.23058,P s t e r z
-0.926686,P s i
0.577466,P x g
3.73219,P x g E
0.00287909,S Y h
0.00287909,SC _ Y h
-0.188436,P h Y
2.49709,P s p
-0.290674,S d ^
-0.291099,SC _ d ^
0.495698,S r U
0.653096,S r U y
0.571166,SC _ r U
0.601995,SC _ r U y
-0.15098,S s Y
-0.152624,SC _ s Y
0.982564,S b ^
0.714761,SC _ b ^
-0.375621,S e b
-0.371406,SC _ e b
2.26397,P b e b
0.226764,S i b
0.224111,S i b e
0.474465,S i b e b
0.210992,SC _ i b
0.104892,SC _ i b e
0.376332,SC _ i b e b
0.114885,P b e b i
-1.1428,P b i
0.0877008,S n I
0.140673,SC _ n I
0.478121,P I n
-0.0125384,S r I
-0.0125384,SC _ r I
1.83867,P m I r
0.656469,S R r I m
0.73487,SC _ R r I m
-1.26452,P r R
0.112661,S e w
0.111753,SC _ e w
1.00252,P w e r
0.399582,S r e w
0.299621,SC _ r e w
0.0548873,P w e r z
0.37885,S z r e w
0.451985,SC _ z r e w
0.982889,S n E g x
1.81363,SC _ n E g x
0.249598,P x g E n
-0.142683,S z e
-0.145417,SC _ z e
0.156432,P f a
-0.60202,S l a
-0.618706,SC _ l a
0.907967,S o l
1.39191,S o l a
0.878494,SC _ o l
0.39226,SC _ o l a
-0.635075,P l o
-0.139373,CS NN
-0.14594,CSC _NN
-0.571094,CP NN
0.801467,P b E
0.659164,P b E t R
0.437205,S R t
0.423577,S R t E b
0.2525,SC _ R t
0.292032,SC _ R t E b
-0.0686152,P t R
-0.220583,P w o
0.00386768,S o w
0.00386768,SC _ o w
0.0825267,S z i
0.213991,SC _ z i
-0.420274,S k u
-0.419095,SC _ k u
0.465143,S n @ k
0.623317,SC _ n @ k
1.03634,S t n @ k
0.992904,SC _ t n @ k
0.000328002,P k @ n t
0.717526,S i r a s
0.973364,SC _ i r a s
0.727478,P s a r i
3.50122,P p l
0.368343,S e l
1.11414,S e l p
0.360599,SC _ e l
0.986975,SC _ e l p
0.0620023,P w I
0.920647,S D I w
1.06353,SC _ D I w
0.814379,P r u m
0.857834,P b a
0.269089,S t a
0.00027244,S t a b
0.278043,SC _ t a
0.00027244,SC _ t a b
-0.282829,S v ^
0.283278,S v ^ l
-0.286136,SC _ v ^
0.413176,SC _ v ^ l
0.0175921,P ^ v
-0.261034,S t c
-0.260851,SC _ t c
0.000254687,S R t c
0.000317873,S R t c w
0.000254687,SC _ R t c
0.000317873,SC _ R t c w
1.251,P w c t R
0.873156,P g a
0.99975,S t a g
0.871546,SC _ t a g
0.656961,P g a t
6.53324e-05,P t x d
