weight,feature
1.1512,U W C
0.744893,U n ^ T
2.42878,U r c G
2.52392,U h e r
0.514977,U s l i p
1.26201,U p I k
2.12251,U k ^ p
4.95353,U E l m o
2.63408,U l E m i
0.241139,U g e t
0.449419,U b l E s
0.255134,U b @ s k
0.0265324,U @ s k
1.51288,U w I n d
0.673936,U b W n s
7.00206,U Y n o
1.00981,U s w i t
0.537518,U s w i t i
1.92815,U a r n t
0.268985,U y a
1.09031,U k o l d
4.11198,U n Y s
1.33183,U p i
0.493793,U S S S
2.87632,U m e k
1.96591,U T r o
2.27849,U l ^ n C
2.29901,U b Y t
0.997012,U t E l
1.16597,U n E v R
1.59208,U d Y p R
0.253466,U C e n J d
0.895217,U m e b i
0.723594,U w E t
0.857298,U f l Y
1.52522,U r E s t
1.72504,U p @ n t s
5.2508,U x w e
2.16756,U b Y b Y
0.828232,U b Y k
2.61089,U k e m
1.08566,U w Y p
1.83844,U f c l
0.631131,U b @ d
1.71575,U k r Y
0.733122,U m ^ C
1.83647,U C i z
0.421345,U k I k
0.957269,U E g
0.611854,U s E k
2.27365,U x n d
0.538597,U l c G
2.28827,U l E f t
1.00885,U k r x
2.97266,U x m
1.5308,U b I b
0.997816,U f ^ z i
3.24093,U n o p
1.03533,U w I C
0.543785,U l c n d
1.68445,U p ^ p i
1.35645,U t E d i
0.964446,U b ^ n i
1.65485,U C e r
1.21972,U w Y l
1.80545,U f i d
1.05395,U k @ r
3.20879,U l i v
1.91762,U p u
3.47049,U s p u n
1.80431,U v E J t
0.922402,U p x t e
3.21286,U t o z
2.02605,U T I G k
0.286635,U m E l
2.6549,U s E l f
2.52065,U f R s t
1.38437,U h ^ G g
0.360656,U d r a p t
1.30216,U m E s
2.18964,U g c n
1.78425,U k U k i
0.302322,U f ^ s
1.79576,U n @ n x
0.577064,U b o T
0.15583,U h @ n d
0.55266,U k w Y
3.3739,U h x m
0.789921,U h @ n d z
0.941275,U k l i n
0.317394,U h a r d
2.42419,U S R t
3.21805,U f i t
1.68111,U h W s
1.33694,U y e
3.3791,U Y s i
1.22181,U s k r @ C
2.29463,U C E k
0.949656,U f Y n d
2.79951,U g I v
0.75796,U f W n d
2.03616,U l Y t
2.98375,U E l x
3.68177,U D i z
0.256675,U k a r d
0.00749884,U k r i m
1.54141,U k l @ p
0.0116592,U l @ p
1.87882,U p Y
4.8494,U b O
3.71419,U m @ n
0.963047,U k @ C
1.44261,U k Y n d
1.2901,U h I t
0.25982,U g r @ b
2.73974,U r i C
0.788347,U h ^ g
3.34218,U h I z
2.11339,U S i p
1.60056,U T r u
2.06853,U n O z
0.686732,U k l W n
1.36403,U k e k
1.05748,U k x b u
2.78681,U ^ h ^
0.91935,U k l Y m
0.335264,U S ^ t
3.51951,U t I k
3.06381,U s a k
2.3008,U k i p
0.36952,U f @ s t
1.14752,U t e l
1.53826,U f U t
1.09524,U k I s
0.684846,U k l o s
1.79649,U f e s
0.0987859,U b l a k
3.11151,U W R
2.44686,U S e k
1.13502,U k r c l
3.45646,U k y u t
0.729558,U p I l o
0.00357334,U s E t
2.45057,U h E l p
0.70894,U b @ T
2.06815,U p U S
0.918975,U p o k
0.685678,U J E n t
1.21223,U d @ n s
1.85559,U s ^ n
2.69854,U d ^ n
0.380736,U w c k R
0.017396,U d I S
0.73444,U b @ g
0.990235,U b o l
1.72861,U s I r i
2.17308,U n Y t
0.221148,U s k w a S
1.4042,U s c s
0.267422,U k x m p
0.0372204,U b ^ t R
0.771474,U d a l i
0.736703,U x g E D R
1.05322,U S u z
0.577038,U k o t
0.965575,U n E k s t
0.766462,U g o l d
0.129533,U f I S
0.213152,U k r ^ n C
1.91124,U b o n
0.489976,U E k s k
1.01546,U S U r
2.37391,U w e t
2.01537,U l @ f
1.17883,U h o m
2.85442,U p i p
0.49127,U h @ t
1.16612,U w i n
1.03079,U r Y d
0.94674,U x p o z d
0.936243,U p a p
0.696466,U n ^ n
3.06421,U b i n
0.089017,U k U d
1.51895,U p i C
0.196777,U d I f r
0.321301,U b r E d
1.12498,U m I l k
1.13565,U m a m x
0.894887,U l Y n
1.1668,U h a r t
0.692332,U h o p
1.29478,U p r E s
0.419505,U b ^ d i
6.04649,U E l s
0.644527,U t E n S
0.467421,U w U p
0.497633,U y E p
2.13841,U g e m
0.724893,U t I m
1.26606,U k W n t
1.10379,U f I G g R
0.403837,U h Y n d
1.51203,U s E z
0.0159407,U p r a b l
2.72399,U f E l
0.160534,U m E m b R
2.27774e-06,U k I C
1.20161,U k l o D z
0.277877,U s k w R r
2.10455,U b e r
0.263864,U d R t i
0.000451084,U h ^ n i
2.72688,U p l i z
0.94336,U s c G
0.995556,U s p Y d R
0.862272,U g a d
0.37167,U t ^ C
0.570361,U p u p i
1.07152,U g l @ s
0.490976,U f e v
0.766879,U b ^ s
1.84136,U l u g x
1.28078,U b r W n
1.88778,U b R d
2.66198,U p e J
0.0926649,U h c r
0.278098,U m ^ D R
2.56593,U f x l
1.00518,U s p I n
0.517747,U t W n
1.01953,U t E r
0.322055,U s w I S
1.44241,U g E s
0.370555,U k ^ v R
0.0745849,U h @ p i
0.228704,U f r E n d
0.000348474,U t ^ m i
1.68567,U t ^ G
0.116065,U f Y t
3.2423,U m i n
1.33866,U t i T
0.965271,U J a b
0.807713,U t I g R
0.527623,U w I n i
0.18431,U f a r m R
0.553988,U k w @ k
0.660159,U m W s
0.0844477,U b l I G k
0.956941,U f I n t
0.624917,U f I k s
1.23683,U r u s
2.34105,U r i l
1.35036,U T c t
0.160778,U ^ G k
1.04809,U s l i p i
0.124909,U b ^ b
0.887944,U b l o
3.5284,U m u m u
2.12666,U m e d
0.310243,U m @ t R
0.797073,U p I g i
1.51192,U I k i
0.405525,U k l ^ k
1.07868,U p I n C
0.693562,U g r e t
2.65564,U d I l
0.319344,U w R l d
1.11918,U s p I t
1.17243,U g I m i
0.506102,U f U l
1.27476,U b R p
2.08438,U t i D
0.0894234,U m I k i
0.362159,U k r I s
1.54377,U f @ t
0.104841,U b a G k
2.51751,U s t a p
0.371087,U d ^ m p
1.02852,U l @ s t
1.61835,U r @ t
1.21249,U l e d i
0.537183,U x p a r t
1.54042,U b r U k l
1.08914,U e n t
1.20175,U m @ d
0.927739,U b a b x
0.655994,U y a r d
0.314783,U v @ k
1.84518,U k o r s
0.651044,U t i v i
1.1913,U l c r d
2.40364,U C @ n s
0.752718,U v I d i
0.271486,U p @ t i
0.274751,U y ^ k i
0.168373,U b r o k
0.150161,U k r e z i
0.599941,U @ l I g z
1.43845,U @ n d R
0.675404,U b u b u n
0.689265,U E n J i
0.933438,U C Y m z
1.38972,U p E g
0.0663068,U t E l x
1.20551,U m e l
0.093904,U m a r k
0.101798,U J e l
0.604677,U p @ m p R
0.96796,U J i z x
0.833901,U @ l I n
1.0431,U J e k
3.18088,U S I @ r I @ U
0.255371,U t Y r i
0.471311,U t I m i
0.511236,U d Y n I s
1.12178,U b I T x
0.0280496,U m ^ G k i
1.82223,U C w R m
2.04048,U h E n r i
0.243839,U k r ^ b i
0.202169,U s u t
0.753759,U m @ g i
0.473476,U k c f i
0.855383,U v ^ z
1.34824,U d y x
1.05484,U d Y i S x
5.10236,L 1
3.81762,V 0
1.59022,N 0
1.22979,C 1
0.541478,P h
-1.49538,S h
-1.49373,SC _ h
2.13009,L 2
3.4237,V 1
1.15092,CP CV
-0.561688,P h i
1.32114,S i
-0.250341,S i h
1.22491,SC _ i
-0.000755798,CSC _V
-0.250341,SC _ i h
2.97611,C 0
-0.376282,CP V
-0.330831,P i
0.823786,L 3
0.297209,C 2
0.185717,P h i r
0.513719,CS CV
0.0922869,S r
0.530433,S r i
1.04871,S r i h
0.221784,SC _ r
0.492934,SC _ r i
0.521814,CSC _CV
0.851498,SC _ r i h
0.291416,CSC _CVC
-0.326548,P r
0.777481,L 4
-0.887806,C 3
-0.812165,CS CC
0.180577,CS CCV
-0.928077,S D
-0.925588,SC _ D
-0.804791,CSC _CC
0.179612,CSC _CCV
0.454127,CSC _CCVC
-1.51385,CP CC
-0.408353,P D
0.461908,L 5
0.000573895,V 2
-0.70419,S ^
1.20787,S ^ D
-0.704121,SC _ ^
0.863759,SC _ ^ D
-1.46053,CSC _VCC
0.777297,CSC _VCCV
0.280307,CP CCV
-1.07476,P D ^
0.129104,P ^
-1.75691,L 6
-2.17338,C 4
0.52086,S k
0.376762,S k ^
0.576555,SC _ k
0.416452,SC _ k ^
-0.901318,CSC _CVCC
-0.553763,CSC _CVCCV
0.569555,P k
-1.59892,L 7
-2.44406,V 3
-1.18041,S I
-1.17783,SC _ I
1.03884,CSC _VCV
0.885153,CSC _VCVC
0.000153753,CSC _VCVCC
0.563407,P k I
0.919998,P I
-3.37734,L 8
-2.50267,C 5
0.647357,S t
0.560308,SC _ t
-2.43229,CSC _CVCV
0.765472,P I t
-0.0531908,P t
-2.67182,L 9
-2.0138,V 4
0.507748,S i t
0.350848,SC _ i t
0.0390637,SC _ i t I k
1.64161,P k I t i
-3.39848,L 10
0.252912,N 1
1.05959,CS NV
-0.0203768,S m i
-0.0198869,SC _ m i
1.06196,CSC _NV
-0.00651666,CSC _NVC
-0.000325503,CSC _NVCV
-0.440752,CSC _NVCVC
0.911818,P m
-0.904097,S c
-0.905232,SC _ c
-0.160469,CSC _VN
1.01337,CSC _VNV
1.14219,CSC _VNVC
1.72834,CP NV
-0.0800346,P c
0.0941169,S r c
0.0673188,SC _ r c
-0.337512,CSC _CVN
0.8185,CSC _CVNVC
1.27841,P c r
-0.342402,S g
-0.350787,SC _ g
0.0290705,CSC _CCVN
0.43437,P m c r g
0.114316,P g
0.523371,S i g
0.441842,S i g r
0.572599,S i g r c
1.28612,S i g r c m
0.476612,SC _ i g
0.441842,SC _ i g r
0.572599,SC _ i g r c
1.28612,SC _ i g r c m
0.134094,CSC _VCCVN
0.750183,P m c r g i
-2.10225,P g i
0.17333,P s
0.21644,S s
0.283085,SC _ s
-0.85015,S @
-0.856439,SC _ @
0.509558,P @
0.17836,S i m
0.168976,SC _ i m
-1.21364,P m i
-1.42805,S w
-1.43017,SC _ w
0.944408,P w
0.388461,CSC _VCVN
0.254019,P w ^
-1.99713,N 2
0.118696,S n
0.130222,S n ^
0.0113899,S n ^ w
0.118692,SC _ n
0.130351,SC _ n ^
0.129848,SC _ n ^ w
0.208246,P ^ n
-0.0336678,CS CN
-0.00539898,CS CNV
1.22158,S t n
0.458965,S t n ^ w
1.04741,SC _ t n
-0.0363461,CSC _CN
0.420434,SC _ t n ^ w
0.791332,P w ^ n t
-3.67321,CP NC
0.285553,S s t
0.214605,SC _ s t
0.954145,CSC _CCNVC
-0.103403,S W
-0.103459,SC _ W
0.154971,P W
-0.431147,S t W
-0.498738,SC _ t W
0.0460186,P W t
0.345054,S o
0.414537,SC _ o
2.51082,P o k e
0.561218,S e
0.442875,S e k
0.135614,S e k o
0.455084,SC _ e
0.422738,SC _ e k
-0.200824,P k e
0.0701951,P e
0.404892,S z
-0.248337,S z I
0.566249,SC _ z
-0.495551,SC _ z I
-0.00843765,CSC _CVV
-0.129279,CSC _CVVC
-1.90141,P z
0.985941,S t ^
0.87908,SC _ t ^
-1.43393,P ^ t
-0.303399,CS NC
-0.310275,CSC _NC
-1.77029,CP CN
-0.779009,C 6
0.529346,P g ^
0.0088841,P g ^ n
0.537848,S x
0.358879,S x n
1.61929,S x n ^ g
0.532524,SC _ x
0.250467,SC _ x n
1.47209,SC _ x n ^ g
1.56753,P g ^ n x
-1.802,P n x
0.944665,P x
0.461825,S d
-0.558292,S d x
0.510373,SC _ d
-0.548686,SC _ d x
-0.0031474,P d
0.500565,S u
0.60062,SC _ u
-0.274013,P d u
-1.7925,P u
0.250808,S o n
0.0305004,SC _ o n
-0.301643,P n o
1.51603,CSC _VNVN
-0.147991,S G
0.246889,S G I
-0.164199,SC _ G
0.0339941,SC _ G I
-3.66995,P G
1.11171,CSC _VCNV
0.838966,S g c
0.426191,S g c d
0.63888,SC _ g c
0.0717315,SC _ g c d
-1.10266,CSC _CVCN
2.74258,P d c g
-0.107613,S f
-0.107613,SC _ f
0.617775,P f
-0.23033,S u f
-0.225302,SC _ u f
0.0390105,S z ^ w
4.98236e-06,SC _ z ^ w
0.595303,P D @
0.100973,S t @
0.770716,S t @ D
0.122941,SC _ t @
0.677473,SC _ t @ D
0.229443,P D @ t
1.54425,CSC _CCVCV
4.16242,P g r
-1.0349,CSC _NVCC
0.0310812,CSC _CNVCC
-1.34494,S y
-1.34487,SC _ y
0.000175941,P y
0.00444837,SC _ u y
-0.727321,P y u
-0.111516,S J
-0.115495,SC _ J
0.940018,S t s
0.00144201,S t s ^
0.344803,S t s ^ J
0.935276,SC _ t s
0.00144201,SC _ t s ^
0.202011,SC _ t s ^ J
1.70094,P J ^ s t
1.96616,P s t
-0.413944,CS CCCV
-0.408046,CSC _CCCV
-0.187738,CSC _CCCVC
-0.426251,CSC _VCCC
0.719569,S r c f
0.710391,SC _ r c f
0.284079,S e r
0.284079,SC _ e r
0.423238,S Y
0.42306,SC _ Y
-0.770071,P m Y
-0.000869634,P Y
0.198186,S n Y m
0.217327,SC _ n Y m
1.30838,P m Y n
0.675697,P n u
0.056261,S t u n
0.42618,SC _ t u n
1.83303,P n u t
0.572539,S i k
0.84997,S i k o
0.567435,SC _ i k
0.723219,SC _ i k o
-0.562861,P k i
-0.192575,S d i
-0.0194022,SC _ d i
0.0654196,S i k o d
0.0654196,SC _ i k o d
-0.638574,P y R
1.3373,S R
1.2622,SC _ R
-2.26514,P R
0.817774,P ^ o
1.1158,S o ^
0.915479,SC _ o ^
0.917654,P d I
0.358466,S d I
0.000150503,S d I d
0.396038,SC _ d I
0.108889,SC _ d I d
-0.112549,S d t
-0.112549,SC _ d t
0.88588,S n W d
0.59189,SC _ n W d
-0.215308,P W n
-0.128864,S a
-0.129339,SC _ a
-0.472542,S n a
-0.442036,SC _ n a
2.65701e-06,P w a n
0.834684,S x n a
0.917185,S x n a w
0.962368,SC _ x n a
0.79782,SC _ x n a w
1.62794,P w a n x
-0.275545,S s x
-0.27271,SC _ s x
-0.544067,P s o
-1.36381,S E
-1.35928,SC _ E
0.617954,P D E
0.32627,P E
-0.153323,S n E
0.325447,S n E D
-0.187944,SC _ n E
0.172253,SC _ n E D
0.929889,P E n
0.0756951,P k ^
0.604696,S m ^
0.321368,S m ^ k
0.389159,SC _ m ^
0.328554,SC _ m ^ k
0.222331,P g E
0.229116,S t E
0.591023,S t E g
0.222733,SC _ t E
0.464743,SC _ t E g
-0.238843,CSC _NCVC
0.309629,S a m
0.309629,SC _ a m
0.182846,CSC _VNCV
0.897686,CSC _VNCVC
0.00322228,P m a
-3.48888,N 3
2.9022,P m a m
0.0902828,S i m a m
0.0636925,SC _ i m a m
0.827716,S n a m
0.615767,SC _ n a m
-0.404758,P g o
0.68375,P s E
0.333451,S d E
0.284246,S d E s
0.383264,SC _ d E
0.240005,SC _ d E s
-0.00399463,P E d
0.169743,S S
0.169654,SC _ S
0.24489,P S
0.400818,S u S
0.400818,SC _ u S
0.265703,P S u
0.409673,P p
0.286794,S p
0.262917,SC _ p
1.31719,P p U
-0.838761,S U
-0.829992,SC _ U
-2.3498,P U
0.618874,S t U
0.539529,SC _ t U
0.538916,P t ^
-0.110748,S p ^
-0.178904,SC _ p ^
0.00347675,P ^ p
0.958399,S r u y
1.00429,SC _ r u y
0.197266,P s ^
1.30512,S C ^
1.35543,SC _ C ^
0.737314,P s ^ C
-0.821056,P ^ C
0.0289897,P C
1.03413,S d U
0.972893,SC _ d U
0.0546124,S R g
0.0546124,SC _ R g
-1.01924,P g R
0.251228,S l
1.2871,S l R g
0.235315,SC _ l
1.17519,SC _ l R g
0.0424855,P g R l
-0.074786,P l
0.442192,P l E
2.84091,P l E t
0.0370479,S s t E
1.28465,S s t E l
0.0143247,SC _ s t E
1.40918,SC _ s t E l
1.58234,P s w
0.427167,P w c
0.13746,S k c
0.0913746,SC _ k c
0.612301,P D e r
0.761494,S r e
0.571292,S r e D
0.812054,SC _ r e
0.613859,SC _ r e D
-0.278968,S b
0.880384,S b e t
-0.285603,SC _ b
0.880384,SC _ b e t
1.08707,P b
0.81981,S g I
0.671752,S g I b
0.707903,SC _ g I
0.578588,SC _ g I b
1.83422,P a r
0.0654941,P l I
-0.634934,P t x
0.817799,P x l
0.461149,S f l
0.760473,SC _ f l
-0.0813743,S e f
-0.0800984,SC _ e f
-0.357906,P f e
0.392304,S k e
0.0405768,SC _ k e
0.351527,S R k
0.351527,SC _ R k
-1.70165,P k R
0.413694,S u b
0.459901,SC _ u b
0.208384,P b u m
0.0968753,S m u
1.06089,S m u b
0.0968753,SC _ m u
0.755476,SC _ m u b
1.39999,P W ^
1.75163,P W ^ t
0.6072,S t ^ W
0.363769,SC _ t ^ W
1.3783,S x C
1.26936,SC _ x C
-0.420923,CSC _NVV
0.79258,P W W
0.556763,S W W
0.556763,SC _ W W
-0.208565,P h R
0.461855,S t R h
0.289674,SC _ t R h
0.234345,P k @
-0.00928248,P t @
0.851534,P @ n
1.07424,S d n
-0.0742338,S d n @
1.02655,SC _ d n
-0.069723,SC _ d n @
1.94564,P @ n d
-1.16471,P s e
-0.00288666,S t e
-0.00186704,SC _ t e
0.923661,P t W
0.325732,S l W t
0.224774,SC _ l W t
-0.759578,P k I G
0.0738516,S l c
0.186572,SC _ l c
0.0416025,P c l
1.40545,P h E
0.348118,S v
-0.157942,S v E
0.340917,SC _ v
-0.278299,SC _ v E
3.14183,P E v
-0.814481,P v
1.50732e-05,S i v E h
1.50732e-05,SC _ i v E h
0.567477,P h E v i
-0.222263,P v i
4.03776,P b r
0.323988,S i r
-0.410072,S i r b
0.224538,SC _ i r
-0.35414,SC _ i r b
0.526066,S D i
0.526066,SC _ D i
-0.131878,P n W
0.00107028,S W n
0.00107028,SC _ W n
-0.344442,S i w
-0.344442,SC _ i w
-0.696722,P w i
1.07751,P h @
0.822963,S v @ h
1.04498,SC _ v @ h
-0.962189,P t u
0.71801,S s I
0.184187,S s I D
0.611914,SC _ s I
0.195973,SC _ s I D
0.217424,P D I s
0.0828953,P I s
1.35824,P s t ^
0.611895,S f ^
0.435285,S f ^ t
0.761023,S f ^ t s
0.772972,SC _ f ^
0.829061,SC _ f ^ t
0.349754,SC _ f ^ t s
0.000118611,P s t ^ f
0.145402,S s n
0.145402,SC _ s n
0.735215,P s t e r
0.391298,S z r
1.14252,S z r e
1.19644,S z r e t s
0.363077,SC _ z r
0.864814,SC _ z r e
1.21485,SC _ z r e t s
1.09195,P s t e r z
-1.03118,P s i
0.396649,P x g
3.47325,P x g E
0.00184316,S Y h
0.00184316,SC _ Y h
-0.191843,P h Y
2.69843,P s p
-0.274307,S d ^
-0.27912,SC _ d ^
0.00162106,P y U
0.507038,S r U
0.525179,S r U y
0.592325,SC _ r U
0.391588,SC _ r U y
0.00193618,P y U r
-0.156463,S s Y
-0.141064,SC _ s Y
0.570582,S b ^
1.16717,SC _ b ^
-0.38633,S e b
-0.38462,SC _ e b
2.23024,P b e b
0.0715224,S i b
0.134311,S i b e
0.376852,S i b e b
0.125936,SC _ i b
0.216402,SC _ i b e
0.371024,SC _ i b e b
-1.20912,P b i
0.100058,S n I
0.104128,SC _ n I
0.392092,P I n
1.80881,P m I r
0.963977,S R r I m
0.166712,SC _ R r I m
0.0966169,P m I r R
-1.11434,P r R
-6.18182e-05,P w e
0.0978775,S e w
0.0820859,SC _ e w
0.964965,P w e r
0.265348,S r e w
0.259797,SC _ r e w
0.372898,P w e r z
0.533718,S z r e w
0.442382,SC _ z r e w
0.982527,S n E g x
1.10547,SC _ n E g x
0.00410287,P x g E n
-0.158336,S z e
-0.159319,SC _ z e
0.294347,P f a
-0.650816,S l a
-0.648637,SC _ l a
0.835397,S o l
0.633937,S o l a
0.865542,SC _ o l
1.07771,SC _ o l a
-0.610023,P l o
-0.0240949,CS NN
-0.0296346,CSC _NN
-0.368369,CP NN
0.680238,P b E
0.370896,P b E t R
0.325115,S R t
0.105761,S R t E b
0.323592,SC _ R t
0.301306,SC _ R t E b
-0.101182,P t R
-0.245953,P w o
0.157043,S z i
0.0575154,SC _ z i
-0.430918,S k u
-0.428332,SC _ k u
0.58093,S n @ k
0.195405,SC _ n @ k
1.03195,S t n @ k
0.914826,SC _ t n @ k
0.0983107,P k @ n t
0.502522,S i r a s
1.00689,SC _ i r a s
0.69839,P s a r i
3.43664,P p l
0.267287,S e l
0.946915,S e l p
0.359827,SC _ e l
0.675356,SC _ e l p
0.0153671,P w I
0.000441701,S D I
1.06555,S D I w
0.000441701,SC _ D I
1.00077,SC _ D I w
1.03812,P r u m
0.81446,P b a
0.257772,S t a
0.267961,SC _ t a
-0.301523,S v ^
0.647193,S v ^ l
-0.261102,SC _ v ^
0.0310021,SC _ v ^ l
-0.264285,S t c
-0.266053,SC _ t c
1.29286,P w c t R
0.938242,P g a
0.88736,S t a g
0.756355,SC _ t a g
0.77866,P g a t
0.0218519,P t x d
4.19965,P d r
0.315514,P r I
0.0455121,S G I r
0.0455121,SC _ G I r
1.43703,S k G
0.83501,S k G I r d
1.45064,SC _ k G
0.611447,SC _ k G I r d
0.570321,P d r I G k
3.75179,P k l
0.35902,S a l
0.5062,SC _ a l
0.591242,P l a
3.83741,P f l
0.121369,P l u
0.818215,S z d
0.444909,SC _ z d
0.578119,S e d
1.11177,S e d x
0.468835,SC _ e d
1.00761,SC _ e d x
1.96829,P t x d e
-0.532062,P d e
