weight,feature
0.0218707,CSC _CVNVC
0.855871,CSC _CVNVCV
-0.545904,S g
-0.545162,SC _ g
0.721026,CSC _CCVN
0.340131,CSC _CCVNV
1.29938,P m c r g
0.090018,P g
0.594105,S i g
0.522313,SC _ i g
1.35575,P m c r g i
-2.15872,P g i
0.650245,P s
0.20049,S s
0.219497,SC _ s
0.286449,P s @
-1.02719,S @
-1.02599,SC _ @
0.359369,P @
-0.839254,P m i
-1.43469,S w
-1.43039,SC _ w
0.837134,P w
0.330288,CSC _VCVN
-0.036052,P w ^
-0.583539,N 2
0.0643155,S n
0.00120077,S n ^
0.0609657,SC _ n
-0.146282,P n
0.82515,S t n
0.716604,SC _ t n
0.178609,CSC _CNVC
0.2543,CSC _CNVCV
-2.76936,CP NC
0.7289,S s t
0.000127106,S s t n
0.755977,SC _ s t
0.000127106,SC _ s t n
0.374691,CSC _CCNVC
-0.210199,P t s
-0.0175082,S W
-0.0223582,SC _ W
0.713794,CSC _VCCNV
0.0767721,CSC _VCCNVC
0.317649,P W
-0.315923,S t W
-0.301353,SC _ t W
-0.403106,CSC _CVCCN
1.42508,P W t
0.283753,S o
0.376621,SC _ o
0.670241,P o k
0.374383,S e
0.000697515,S e k
0.370663,SC _ e
0.000697515,SC _ e k
-0.554277,P k e
0.359008,P e
0.389444,CSC _CVCVCVC
-0.39739,CSC _VV
0.494373,CSC _VVCV
0.85928,S z
-0.855245,S z I
0.881006,SC _ z
-0.725473,SC _ z I
-1.26818,CSC _CVV
1.51795,CSC _CVVCVC
-1.44971,P z
0.488009,CSC _VCVVC
0.802976,CSC _CVCVV
0.372518,S t ^
-0.0552734,S t ^ w
0.387221,SC _ t ^
-0.0306557,SC _ t ^ w
-0.552055,P ^ t
6.73984e-05,P w ^ t s
0.380962,S s t ^ w
0.324825,SC _ s t ^ w
-0.41098,CS NC
-0.407338,CSC _NC
-0.13355,CP CCN
-1.44904,CP CN
2.39291,P s m
-0.184632,CSC _VNC
0.303743,CSC _CVNC
0.141242,CSC _CCVNC
-1.39207,C 6
0.113706,P g ^
-0.251792,CSC _NVCVCC
0.161534,S x
0.565049,S x n
0.381945,S x n ^ g
0.10432,SC _ x
0.702455,SC _ x n
0.326459,SC _ x n ^ g
-1.74095,P n x
0.522289,P x
0.33251,S d
-0.377229,S d x
0.394852,SC _ d
-0.385508,SC _ d x
-0.124442,P d
0.403936,S u
0.272566,SC _ u
-0.264747,P d u
-1.52799,P u
0.345286,P o n
0.0586142,SC _ o n
-0.0468346,P n o
-0.501525,CSC _NVN
-0.789467,CSC _NVNV
-0.0704069,S G
-0.0708599,SC _ G
-0.0562049,P t I G
-2.87171,P G
0.568139,CSC _VCNV
0.541879,P d c
0.942269,S g c
0.703558,SC _ g c
-0.846054,CSC _CVCN
-0.0656424,CSC _CVCNVC
1.33918,P d c g
-0.258184,S f
-0.250947,SC _ f
0.650063,P f
2.00224,P t w
-0.206461,S z ^
-0.135734,SC _ z ^
-0.398996,CSC _CCVCC
0.00409852,P D @
0.0471083,S t @
-0.116994,S t @ D
0.0175788,SC _ t @
-0.118881,SC _ t @ D
-0.00293687,P @ t
0.331575,P z e
-0.0934163,CSC _CCVCVC
3.81123,P g r
1.00064,CSC _VCCVCVC
0.315077,P r ^
-0.889542,CSC _NVCC
0.180265,CSC _NVCCV
-0.379724,CSC _CNVCC
-0.214656,CSC _CNVCCV
-1.50891,S y
-1.50882,SC _ y
-0.0207646,P y
-0.0986138,S u y
-0.106782,SC _ u y
-0.806139,P y u
0.00438667,P s I
0.0365104,P J
0.646861,S t s
0.731648,SC _ t s
0.984117,CSC _CCVCCVCC
1.50284,P s t
-0.456262,CS CCC
-0.458951,CSC _CCC
-0.868576,CSC _VCCC
0.362588,CSC _VCCCV
-0.185032,CP CCCV
-0.979909,CSC _CVCCCV
-0.215303,P f c r
0.0819588,S m e
0.136753,SC _ m e
0.431493,S Y
0.391265,SC _ Y
-0.0541383,P m Y
0.954707,P Y
0.0648811,S n Y
0.035318,S n Y m
0.0648811,SC _ n Y
0.00937739,SC _ n Y m
1.02094,CSC _NVNVC
0.823183,P e m Y n
0.828889,P m Y n
-0.113005,P Y n
0.0920616,S u n
0.0920616,SC _ u n
1.97174,P e m Y n u
1.17384,P n u
-0.039758,S t u
0.349774,S t u n Y
0.60398,S t u n Y m
-0.0795751,SC _ t u
0.574557,SC _ t u n Y
0.458331,SC _ t u n Y m
0.43321,CSC _CVNVNV
1.05917,P e m Y n u t
0.470874,S i k
0.277312,SC _ i k
-0.833414,P k i
0.405834,P o k i d
-0.1313,S d i
-0.24657,SC _ d i
0.856383,P o k i d o
0.697767,P o k i d o k
0.919213,P o k i d o k i
0.129197,S i k o d i k o
0.0123885,SC _ i k o d i k o
-0.859857,P y R
1.11437,S R
0.720718,S R y
1.03209,SC _ R
0.940741,SC _ R y
-2.71557,P R
-0.031788,CSC _VCVCVV
0.000183787,P ^ o
0.601019,S o ^
0.468102,SC _ o ^
0.938226,P d I
0.172131,S d I
0.296224,SC _ d I
-0.193717,S d t
-0.197128,SC _ d t
-0.431706,P W n
-0.231832,S a
-0.239282,SC _ a
-0.0374354,P w a
-0.343713,S n a
-0.351453,SC _ n a
0.716341,S x n a
0.145753,S x n a w
0.532031,SC _ x n a
0.188642,SC _ x n a w
0.180095,S s x
0.133267,SC _ s x
0.162488,P D @ t s
-0.359995,P s o
-1.48645,S E
-1.48796,SC _ E
0.201188,P D E
0.0261529,P E
-0.135656,S n E
-0.137256,SC _ n E
0.82149,P E n
0.726464,P k ^
0.245578,S m ^
0.248146,SC _ m ^
0.160388,S t E
0.217948,SC _ t E
-0.269419,P E t
-0.317615,CSC _NCVC
0.0883166,S a m
0.0883166,SC _ a m
5.03893e-05,CSC _VNCV
0.26758,CSC _VNCVC
-1.89277,N 3
-0.216833,S m a
-0.21172,SC _ m a
-0.204943,CSC _NVNC
1.2822,P m a m
-0.020208,P a m
-0.120601,P m a m i
7.01199e-05,P k ^ m a
0.000135864,P k ^ m a n
0.588729,S n a m ^
0.825094,S n a m ^ k
0.599519,SC _ n a m ^
0.91717,SC _ n a m ^ k
-0.0766763,P g o
0.473734,P s E
0.292255,S d E
0.331393,SC _ d E
0.0880825,S S
0.0710755,SC _ S
0.488198,P S
0.12429,S u S
0.116665,SC _ u S
0.303601,P S u
0.416512,P p
0.00596438,S p
0.0132105,SC _ p
1.00366,P p U
-0.839911,S U
-0.845013,SC _ U
-1.8139,P U
-0.492548,P p U t
0.00243788,S t U
0.03703,SC _ t U
0.108396,P t ^
-0.0126552,S p ^
-0.0126552,SC _ p ^
0.2191,S r u y
0.165958,SC _ r u y
0.0762089,S s r
0.136647,SC _ s r
0.00139173,S C
0.507492,S C ^
0.00139173,SC _ C
0.451369,SC _ C ^
1.29504,S e C ^ s
0.763006,SC _ e C ^ s
0.46816,P g U
0.28623,S d U
0.52635,SC _ d U
0.599123,CSC _CVCVCVCC
0.68643,P g U d
-0.633029,P g R
0.106153,S l
0.0718659,S l R g
0.0944105,SC _ l
9.1585e-05,SC _ l R g
1.5154,P g R l
-0.262516,P l
0.574995,P l E
0.918508,P l E t
0.472531,S s t E l
0.437423,SC _ s t E l
2.01277,P s w
0.320375,P w c
0.23518,S k c
0.233198,SC _ k c
-6.85251e-05,S e D
-6.85251e-05,SC _ e D
0.283842,P D e r
0.656613,S r e
0.536081,SC _ r e
-0.112286,P t e
-0.663664,S b
-0.664084,SC _ b
1.21476,P b
0.516167,S g I
0.407201,SC _ g I
1.47181,P a r
0.198672,S l u
0.194038,SC _ l u
0.124506,P l I
5.77096e-05,P l I t x
-0.211878,P t x
1.08833,S l x
0.0496786,S l x t
1.04852,SC _ l x
0.194748,SC _ l x t
0.418231,P l I t x l
-1.09628,P t x l
0.157806,P x l
0.0825298,S f l
0.0266444,SC _ f l
-0.102588,S e f
-0.0984171,SC _ e f
-0.0176657,P f e
0.105624,S k e
0.234344,SC _ k e
-1.06024,P k R
0.329988,S u b
0.65562,SC _ u b
1.15662,P b u m
0.194295,S m u
0.931953,S m u b
0.207435,SC _ m u
0.671577,SC _ m u b
0.493316,P W ^ t C
1.26167,P W ^ t C x
0.527476,S x C
1.6368,SC _ x C
0.933086,CSC _VCCVV
-1.52823,P C x
-1.36769,CSC _NVV
0.032308,P W W
1.07709,S W W
0.770905,SC _ W W
-0.00128476,S R h
-0.00128476,SC _ R h
-0.152727,P h R
-0.0469668,S t R
-0.0469668,SC _ t R
0.174642,P l U
1.29296,P l U k
0.00404265,P k @
0.463552,S t @ k
0.515608,SC _ t @ k
0.273069,P l U k @ t
1.22165,P s t @
-0.242799,S n @
-0.23601,SC _ n @
0.830705,P @ n
0.740818,S d n
-0.447376,S d n @
0.136747,S d n @ t s
0.671135,SC _ d n
-0.467571,SC _ d n @
0.168616,SC _ d n @ t s
0.188398,CSC _VCNVCC
0.0223638,CSC _NVCNV
0.000164984,CSC _NVCNVC
-0.221207,P d I G
-0.0197419,CSC _VNVCN
-1.50672,P s e
1.31618,P e t
0.95803,P t W
1.17835,S l W t
1.14357,SC _ l W t
-0.593072,P k I G
0.846794,P x b
0.000127861,P x b W
-0.000421701,P b W
0.0581037,P x b W t
-0.845019,P b W t
-0.284644,S t ^ D
-0.288492,SC _ t ^ D
0.346379,S l c
0.236799,SC _ l c
2.04743,P c l
0.52639,P h E
0.375079,S v
