weight,feature
1.42538,U c f
4.65815,U D E m
3.45092,U w Y
7.23243,U o p x n
4.40926,U Y m n a t
2.79415,U p ^ t I G
3.47811,U T I G
6.86271,U I n D e r
1.42021,U f Y v
3.72224,U T r i
0.239991,U b ^ m p
0.506464,U h E d
3.78012,U D ^ ^ D R
1.61789,U ^ p s Y d d W n
3.79079,U w o n t
1.84434,U E n i
6.24692,U W t ^ v
6.09647,U Y m g ^ n x
0.740762,U Y l
2.51743,U T R s t i
3.85706,U h o l d
0.832155,U p I g l I t
0.150793,U O G k O G k O G k
2.89227,U l U k I G
1.1354,U l U k I G @ t
6.55657,U g o I G
1.39218,U p U l
4.40771,U h I m
2.43839,U D o z
3.50133,U D o z a r
4.1431,U b U k
4.36273,U t Y
3.40763,U t Y r d
4.5388,U r E d i
4.61301,U m o r
3.18134,U t Y m
3.76089,U t R n
4.78872,U I z I n t
3.67626,U C u a n
6.75367,U o v R
6.03562,U m o r g I n
2.9581,U m o r g I n z
3.10782,U C u I G a n
1.96177,U n e
2.7498,U h i z
4.40008,U f r ^ m
2.55812,U m u v
4.19527,U b ^ t
3.93558,U w a C
0.117778,U h u
2.3,U h u z
5.10688,U y E s
2.98541,U s I l i
3.35647,U D ^ d o r
2.84282,U I f
2.89197,U w c S
4.04971,U d c g i
3.86252,U D e r w i g o
5.15907,U w i l
5.32103,U h E l o
3.47785,U f ^ n
3.47978,U f ^ n i
1.4362,U f I n I S
1.3744,U f I n I S t
2.4085,U k a r
5.0283,U k ^ m b @ k
1.12958,U m i W
6.26571,U W t s Y d
2.96865,U b c l
3.94688,U b r I s k o
3.31977,U d @ d i
2.63174,U y ^ m i
2.50102,U y ^ m i y ^ m i
5.09593,U T @ G k y u
5.138,U r Y t
4.1436,U n i d
1.42607,U h W
0.0425805,U E v r i b a d i
4.44691,U s t I l
2.91684,U h @ z g a t
5.61772,U t r Y
5.02009,U D ^ b c l
0.911645,U w W
3.31177,U d ^ z
1.77814,U s t a r
3.0233,U h e
1.85167,U w ^ z I n t
1.35177,U m ^ s t
2.27843,U s I k s
3.26642,U s n @ p
0.682323,U a n D ^ f l o r
1.96355,U w u p s
3.2894,U u p s
6.18428,U t r Y I G t u
3.05886,U s t @ n d ^ p
5.52508,U x r W n d
3.49977,U r W n d
2.17852,U ^ n d R
1.65812,U k W
0.668771,U W C
3.40757,U n ^ T I G
2.54502,U s l i p
4.65572,U D ^ b U k
5.60343,U E l m o
3.69965,U l E m i
4.36825,U e l I t x l b I t
4.16857,U b @ s k I t
2.23261,U D ^ w I n d o
4.17231,U h i r w i g o
7.08768,U Y n o
1.72042,U s w i t
3.75135,U s w i t i
2.55333,U a r n t
4.41221,U Y g a t
4.67193,U k o l d
5.13328,U s ^ m m o r
2.02982,U n Y s
0.794896,U S S S
2.30079,U m e k
2.88818,U T r o
0.470941,U n o z
1.53357,U l ^ n C
1.60101,U b Y t
1.16576,U b Y t m i
1.07534,U t E l
4.60616,U d Y p R
4.02485,U C e n J
4.61252,U m e b i
1.80294,U r E s t
4.09943,U p @ n t s
3.75694,U s e b Y b Y
4.13757,U b Y b Y
1.03339,U l E t g o ^ v
1.89255,U r o l o v R
2.30543,U f c l
6.21797,U c l r Y t
0.819244,U b @ d
0.635992,U d r E s t
2.80209,U k r Y
0.361929,U k r Y I G
0.718682,U l E g z
3.20881,U l e d W n
4.21932,U x n ^ D R
2.79052,U m Y k r x f o n
2.33807,U x m
5.02767,U h i r z
6.20373,U r i x l i
1.42674,U y ^ m y ^ m
4.9304,U n o p
3.80086,U l c n d r i
1.80128,U b ^ n i
3.45802,U w I C w ^ n
1.49036,U D ^ w Y t
4.53396,U d ^ z x n t
3.38546,U s p u n
3.43424,U h W x b W t
3.72347,U C I k I n
1.93482,U k @ r I t s
0.174195,U p x t e t o z
3.37978,U E v r i T I G
5.16703,U T I G k
3.08573,U b e b i z
2.97915,U Y d I d x n t
4.43986,U d I d x n t
0.876112,U m @ k x r o n i
0.139377,U b Y y U r s E l f
3.29419,U y U r s E l f
2.51669,U I n y U r m W T
2.04067,U y U r m W T
1.57727,U f R s t
2.25972,U n u d x l z
2.82931,U T I G z
2.95926,U h ^ G g r i
2.42764,U d r a p t
1.43869,U m e k I G
3.16353,U c l g c n
3.33375,U k U k i
1.61425,U b x n @ n x
4.56256,U h @ n d
4.09633,U h x m
4.24963,U h @ n d z
2.82303,U k l i n
3.44241,U y U r f i t
0.684291,U h W s
2.53251,U y e
5.1792,U Y s i
4.22654,U f Y n d
2.98706,U g I v
4.94482,U h o l d a n
0.893178,U f W n d
0.394533,U h e h e h e
3.51213,U D i z
4.63571,U k l @ p
2.28979,U E n i w e
0.857791,U b O
3.39009,U m @ n
1.79913,U s I t I G
1.92933,U k Y n d ^ v
3.45019,U E n i T I G
0.26204,U S i p
4.86542,U s ^ m T I G
6.41982,U p i k x b u
0.311997,U s @ t d W n
5.7445,U g E t I G
6.17034,U ^ h ^
0.0829816,U b W n s b W n s
5.12151,U Y T I G k
4.89899,U t w E n t i
4.93892,U t I k x l
1.33306,U s a k
4.10965,U k i p
2.53521,U f U t
2.33372,U y u v g a t
1.89797,U s a k s
3.28926,U s I t ^ p
1.02861,U h a t
4.03044,U k l o s
1.71356,U f e s
1.2555,U w E n t ^ p
2.89302,U p l e I G
2.33236,U S e k I t
3.05304,U k r c l
1.6121,U k y u t
0.447962,U Y k @ n s i
1.68647,U h E l p
3.15791,U J E n t x l
2.06263,U w ^ t s r c G
2.43269,U d @ n s
3.86377,U n i d t u
2.94407,U d ^ n
4.00364,U s I r i x l
2.52792,U @ p x l
2.50888,U s k w a S
3.85435,U @ p x l s c s
1.88335,U k ^ m z
4.70712,U t x g E D R
1.61621,U g o l d f I S
0.787953,U f I S
0.0601122,U E k s k y u s m i
2.48075,U m e k S U r
1.95862,U w e t
3.57915,U k @ n Y h @ v
0.448833,U f c l x s l i p
5.54276,U p i p x l
2.1436,U I n D ^ k a r
3.07299,U w ^ n t I d
0.579753,U s x p o z d t u
0.963783,U k U d
2.26022,U p i C I z
1.88255,U c l m o s t d ^ n
3.94363,U m I l k
7.27577,U m a m x
2.89605,U s w i t h a r t
2.35341,U p r E s
0.32408,U p e I G x t E n S
3.84079,U E n i m o r
0.0215511,U w U p s x d e z i
1.0536,U y E p
2.88571,U t I m
0.524374,U k W n t
2.40321,U f I G g R
0.913841,U I n D ^ h W s
3.01752,U k ^ m I G
0.433229,U f E l
3.65784,U r x m E m b R
0.503913,U D e r h i I z
2.69295,U s w i t i p Y
2.94361,U c l d ^ n
2.66519,U h ^ n i
4.35887,U m @ n d i
3.34992,U p l i z
0.374913,U s o b I g
0.166512,U k U k i m a n s t R
0.172146,U w i n s i s p Y d R
1.35942,U l a l i p a p
2.31694,U t E d i b e r
0.488623,U t ^ C
1.00736,U k l Y m ^ p
1.59457,U p u p i
1.79845,U m a m a m a
4.12195,U Y l ^ v y u
0.963813,U f e v x r I t
1.15394,U m Y f ^ z i
3.19749,U b l @ G k I t
2.39475,U D ^ b ^ s
0.823381,U b x l u g x
1.42733,U b r W n b e r
1.1165,U l U k I G @ t m i
2.00178,U t R n D ^ p e J
2.08758,U k I t i k @ t
0.793368,U C I l d r I n
2.25944,U D ^ E n d
0.00377699,U c l o v R t W n
0.190169,U m u v a n b @ k
0.16359,U b ^ m p I t i
0.0395041,U l a l a l a
1.68735,U w ^ t E l s
4.03329,U l E t m i
1.58744,U t E l m i
1.36951,U y U r t ^ G
2.41744,U k l i n ^ p
1.05692,U x m h x m
2.38127,U m i n
0.363362,U h u I z D @ t
1.2926,U b i n Y s
3.40359,U g U d J a b
0.819697,U T r i f o r
3.76963,U w I n i D ^ p u
1.72085,U g I v m i
0.735315,U w e t e m Y n u t
0.170279,U s k u l b ^ s
0.857547,U g o x h E d
0.190722,U k w @ k k w @ k
2.17606,U E l x f I n t
0.814719,U b i k e r f x l
2.67999,U k e r f x l
0.221812,U n ^ t b r W n h e r
0.314848,U D ^ t r i
3.70586,U s l i p i
1.50303,U b ^ b x l z
0.467531,U @ n I m x l z
1.93012,U m E d I s I n
2.75443,U p I g i
1.26811,U C I k i
2.00219,U x m k e
0.862294,U b l o I G
0.480024,U o m Y
2.28349,U Y l g I v
5.75768,U d I l x n
2.44562,U f I G g R z
2.37155,U g I m i
0.3212,U h @ G a n
0.00906791,U o m Y g U d n I s
1.87631,U f ^ s I G
1.89466,U e s E k x n d
2.79591,U l E m i s i
1.26438,U f c r w R d
5.67941,U s t a p
0.901382,U s ^ m T I G E l s
2.70267,U k r I s m x s
3.11891,U g U d b O
1.35829,U h @ p x n d
1.71288,U Y g E s
2.3478,U h i g o z
2.55134,U l e d i
0.940446,U r Y t s Y d ^ p
2.70776,U t e s t g U d
2.39691,U D ^ C e r
1.03587,U f c r e w c k
4.42136,U x p a r t
5.51739,U b r U k l I n
1.0907,U w e v b Y b Y
1.23171,U m i n z
3.9624,U m E s w I D
0.513006,U D ^ g l @ s
0.350292,U g I m i k I s
4.11569,U b I g t o
2.665,U y U r n e m
0.546288,U D ^ v @ k y u m
0.475034,U h i r Y @ m
0.00254134,U p E G g w I n
2.52334,U b ^ t R f l Y
1.35779,U y ^ k i
0.487084,U w U d y u l Y k
0.776222,U y E s t R d e
1.45409,U e g U d b O
0.914159,U s w i t p i
0.250931,U w U p s i
1.21379,U b u b u
3.11984,U @ l I g z @ n d R
1.99463,U b u b u n
2.90531,U b o n i n
0.214696,U b I G g o w ^ z
0.160131,U h I z n e m o
0.7942,U p E g
0.516775,U t E l x f o n
4.56237,U k I s I z
1.67287,U u p s i
1.68432,U s k w R x l i
1.54508,U p @ t i k e k
0.628886,U m u m u S x z
0.315733,U k ^ t I t W t
4.21718,U J i z x s
0.30613,U h i n o z h I z
4.27216,U @ l I n
0.525288,U Y m f I k s I G
4.42687,U t Y r i s
2.50254,U p o k i m a n
0.213418,U s t I G k i f i t
2.30262,U t w I G k x l
1.96248,U t I m i
0.0310974,U b W n s i b c l
3.13243,U b I g b R d
5.17632,U t @ b I T x
1.12459,U f r c g i
0.390193,U m ^ G k i
0.221773,U t w i t i b R d
1.39087,U I n C w R m
0.444979,U t O l I t p e p R
1.20713,U w c t R m E l x n
1.49906,U C i r i o z
3.40075,U b r I t n i
3.46646,U @ l I k s
7.0187,U h E n r i
0.182182,U s k r ^ b i
3.18779,U f @ t b O
2.6864,U m @ g i
0.909966,U d y x
1.88433,U d Y i S x
0.236223,U l E f t f U t
5.69362,L 1
-0.957267,V 0
0.679253,N 0
0.452004,C 1
3.76095e-05,CP C
1.16159,P h
-0.0553099,CS C
-1.52737,S h
-1.52193,SC _ h
-0.0522926,CSC _C
1.80144,L 2
0.898418,V 1
1.28076,CP CV
0.185314,P h i
0.0888337,CS V
1.03705,S i
-0.693121,S i h
0.911153,SC _ i
0.152798,CSC _V
-0.693696,SC _ i h
-0.108375,CSC _VC
1.60965,C 0
-0.699469,CP V
-2.03779,P i
-0.0993991,L 3
0.143615,C 2
-1.06509,P h i r
0.621472,CS CV
-0.167929,S r
0.282263,S r i
-0.0013722,S r i h
-0.156798,SC _ r
0.472062,SC _ r i
0.617941,CSC _CV
-0.0125322,SC _ r i h
0.191879,CSC _CVC
-0.929673,P r
-0.617296,L 4
-0.206168,C 3
-0.434855,CS CC
-1.26069,S D
-1.25594,SC _ D
-0.435034,CSC _CC
0.580069,CSC _CCVC
-1.22081,CP CC
-0.167438,P D
-0.541544,L 5
0.0532483,V 2
-0.848313,S ^
0.329176,S ^ D
-0.84657,SC _ ^
1.46432e-07,SC _ ^ D
-0.460669,CSC _VCC
-0.0643829,CSC _VCCV
0.215492,CP CCV
1.46573,P D ^
-0.542843,P ^
-0.375811,L 6
-0.572112,C 4
0.0860343,S k
0.433317,S k ^
-0.915615,S k ^ D
0.0897316,SC _ k
0.670451,SC _ k ^
-0.916064,SC _ k ^ D
-0.3919,CSC _CVCC
-0.00102272,CSC _CVCCV
0.000978873,P k
-0.277226,L 7
-0.0842211,V 3
-1.70539,S I
-1.70552,SC _ I
-0.125111,CSC _VCV
0.304319,CSC _VCVC
-0.0753803,CSC _VCVCC
-0.437411,CSC _VCVCCV
0.138822,CSC _VCVCCVC
-0.26504,P I
-0.0593537,L 8
-0.863431,C 5
0.415017,S t
-0.0081546,S t I
0.552844,SC _ t
-0.00885346,SC _ t I
-0.280466,CSC _CVCV
-0.117903,CSC _CVCVC
0.109351,CSC _CVCVCC
0.198133,P I t
-0.939878,P t
-0.104848,L 9
-0.138921,V 4
0.0981993,S i t
0.0685792,S i t I
0.31168,SC _ i t
0.0885524,SC _ i t I
-0.282992,CSC _VCVCV
0.0382577,CSC _VCVCVCCV
0.572382,P k I t i
-0.337514,L 10
0.280133,N 1
-0.0525087,CS N
0.706924,CS NV
-0.136557,S m i
-0.0531128,CSC _N
-0.133146,SC _ m i
0.700964,CSC _NV
0.138795,CSC _NVC
0.000438752,CSC _NVCV
0.00142463,CSC _NVCVC
-0.210647,CSC _NVCVCV
-0.378798,CP N
0.603058,P m
-0.733102,S c
-0.739476,SC _ c
-0.169131,CSC _VN
0.0616505,CSC _VNV
0.156642,CSC _VNVC
-0.322332,CSC _VNVCV
-0.528596,CSC _VNVCVC
0.389644,CSC _VNVCVCV
1.10984,CP NV
0.105579,P c
0.223463,S r c
-0.212409,S r c m
0.245382,SC _ r c
-0.213954,SC _ r c m
-0.00517199,CSC _CVN
-0.2046,CSC _CVNV
0.423092,CSC _CVNVCVC
0.349157,P c r
-0.551709,S g
-0.560201,SC _ g
0.803255,CSC _CCVN
0.102572,CSC _CCVNVC
0.844759,P m c r g
-0.0781437,P g
0.293912,S i g
0.453452,SC _ i g
-0.181385,CSC _VCCVN
0.435288,P m c r g i
-1.86953,P g i
0.741689,P s
0.207318,S s
0.274771,SC _ s
0.11431,P s @
-1.10891,S @
-1.10102,SC _ @
0.0855498,S m @
0.0855498,SC _ m @
0.526582,S i m
0.532526,SC _ i m
-0.885917,P m i
-1.52499,S w
-1.52633,SC _ w
0.778463,P w
-0.0461593,CSC _VCVN
0.216522,CSC _VCVNV
-0.163972,P w ^
-0.0181522,N 2
-0.0442514,S n ^
-0.00146863,SC _ n ^
0.0180585,CSC _NVCVN
-4.77069e-06,P n
-1.01038e-06,CS CNV
0.611555,S t n
-2.40926e-06,S t n ^ w
0.532117,SC _ t n
-1.01038e-06,CSC _CNV
-2.40926e-06,SC _ t n ^ w
0.520381,CSC _CNVC
-0.0677058,CSC _CNVCVN
-0.317357,P w ^ n t
-3.38148,CP NC
0.888549,S s t
0.477729,S s t n
0.974184,SC _ s t
0.474908,SC _ s t n
0.299094,CSC _CCNVC
-0.109875,P t s
0.203752,CSC _VCCN
-0.599199,CSC _VCCNVCV
0.166494,P W
0.0737869,S t W
0.0688995,SC _ t W
0.0129239,CSC _CVCCNV
0.524315,CSC _CVCCNVCV
1.43922,P W t
0.39694,P o
0.435183,S o
0.436883,SC _ o
0.177263,S e
0.162359,S e k
0.00469939,S e k o
0.127747,SC _ e
0.116455,SC _ e k
-0.63244,P k e
1.42688,P e
-0.00406559,CSC _CVCVCV
0.27509,CSC _CVCVCVC
0.0319529,CSC _VCVCVCVC
1.26408,V 6
-0.62653,CSC _VV
0.0183408,CSC _VVCV
0.890611,S z
-0.35464,S z I
0.202117,S z I i
0.962316,SC _ z
-0.436396,SC _ z I
0.228241,SC _ z I i
-0.548468,CSC _CVV
-0.218899,CSC _CVVC
0.386422,CSC _CVVCVC
1.66086,P I z
-1.48287,P z
-0.385632,CSC _VCVVCV
0.121694,CSC _CVCVVCV
-0.517301,P w ^ t
-0.000499838,S t ^
-0.209779,S t ^ w
-0.000499838,SC _ t ^
-0.0913137,SC _ t ^ w
-0.647616,P ^ t
0.095854,S s t ^
0.095854,SC _ s t ^
-0.507255,CS NC
-0.506327,CSC _NC
-0.942271,CP CN
1.45003,P s m
0.400114,CSC _CVNCCV
0.266515,CSC _CCVNC
-0.503656,CSC _VCCVNC
-1.01825,C 6
-0.0444792,S g i
-0.0434714,SC _ g i
-0.51682,P g ^
-0.214065,S n ^ g
-0.214065,SC _ n ^ g
-0.100272,CSC _NVCVCC
0.0424006,CSC _NVCVCCV
-0.0220541,P g ^ n
0.051033,S x
0.6081,S x n
0.404062,S x n ^ g
0.0246037,SC _ x
0.679644,SC _ x n
0.519469,SC _ x n ^ g
-0.00414008,P g ^ n x
-2.36156,P n x
0.239488,S d
-0.42151,S d x
0.321765,SC _ d
-0.422602,SC _ d x
-0.266842,P d
0.521385,S u
0.432495,SC _ u
-0.0615157,CSC _VCVNVCVC
0.113878,P d u
-1.98303,P u
0.0247742,S o n
0.897236,S o n o
0.00020495,SC _ o n
0.831859,SC _ o n o
0.305562,P n o
-0.541026,CSC _NVNV
-0.372922,CSC _VNVNV
-0.15737,S t i
-0.15792,SC _ t i
2.8493,P i t
-0.0585708,P t I
-0.0127137,S G
0.92236,S G I
0.1324,S G I t
-0.0254356,S G I t i
-0.047501,SC _ G
0.95029,SC _ G I
0.202342,SC _ G I t
-0.0254356,SC _ G I t i
-0.112426,CSC _NVCVV
0.0603398,P i t I G
-0.0892638,P t I G
-2.52737,P G
-0.950229,CSC _CNVCVV
-0.133785,CSC _VCN
-0.140727,CSC _VCNVC
1.28759,S g c
0.130063,S g c d
1.30918,SC _ g c
-0.287004,CSC _CVCN
-0.174186,CSC _CVCNV
0.269714,CSC _CVCNVC
1.45223,P d c g
-0.182127,S f
-0.189006,SC _ f
0.114824,CSC _CCVCNV
0.84966,P f
-0.100897,S u f
-0.100365,SC _ u f
-0.314489,S d u
1.1136,S d u f
-0.3147,SC _ d u
1.05838,SC _ d u f
0.0242235,CSC _CVCCVCNV
-0.141066,CSC _CVCCVCNVC
1.75722,P t w
-0.0535774,S z ^
0.00550086,S z ^ w
-0.112514,SC _ z ^
0.00550086,SC _ z ^ w
0.186532,CSC _CCVCCV
-0.248612,CSC _VCCVCCV
-0.339247,P D @
0.169701,S t @
-0.719643,S t @ D
0.00142463,S t @ D z
0.167636,SC _ t @
-0.815246,SC _ t @ D
0.00142463,SC _ t @ D z
0.0072696,CSC _CVCCVCCVC
-0.810283,P D @ t
-0.731024,P @ t
0.428254,P w ^ z e
1.46769,P z e
0.808624,P e g
-0.000709006,CSC _CCVCV
-0.0335902,CSC _CCVCVC
3.58796,P g r
-0.0927499,CSC _VCCVCVC
0.179304,P r ^
-0.266142,CSC _NVCC
0.156464,CSC _NVCCVC
0.136246,CSC _NVCCVCV
0.179392,CSC _NVCCVCVC
1.45594,P r ^ n
-0.296235,CSC _CNVCC
-0.000153417,CSC _CNVCCV
-1.45073,S y
-1.44915,SC _ y
3.42874e-05,P y
-0.0358062,S u y
-0.000975033,SC _ u y
-1.37929,P y u
-3.60552e-05,S s u
-3.60552e-05,SC _ s u
-0.262862,P y u s
0.605562,P s I t
-0.00214658,CSC _CCVCVCV
0.130821,CSC _CVCCVCV
-0.0763661,CSC _CVCCVCVC
0.444988,CSC _CVCCVCVCV
-0.441103,CSC _CVCCVCVCVC
0.223082,CSC _CCVCCVCVC
-0.306005,S s ^ J
-0.303704,SC _ s ^ J
-0.185939,P J ^ s
-1.39577,C 7
0.52672,S t s
0.429858,SC _ t s
-0.146839,P J ^ s t
1.32796,P s t
-0.083566,CS CCC
-0.084593,CSC _CCC
-0.372682,CSC _CCCVC
0.190981,CSC _CCCVCCV
-0.573132,CP CCC
-0.251603,CSC _VCCC
-0.0132115,CP CCCV
0.0241089,P f c
8.61422e-05,CSC _CVCCC
0.266984,CSC _CVCCCVC
0.287928,CSC _CVCCCVCC
-0.240837,CSC _VCVCCCV
0.574872,P f c r e
0.439322,S Y
0.344914,SC _ Y
1.20937,P m Y
1.42494,P Y
0.0229939,S n Y
0.0229939,SC _ n Y
0.809784,CSC _NVNVC
1.12639e-05,P e m Y n
4.78045e-05,P e m Y n u
0.708455,P n u
-0.209413,S t u
0.0632954,S t u n Y m
0.832864,S t u n Y m e
-0.208462,SC _ t u
7.35695e-06,SC _ t u n Y m
0.146226,CSC _CVNVN
0.874093,SC _ t u n Y m e
0.261249,CSC _CVNVNV
0.141159,P e m Y n u t
0.293687,S i k
0.239958,SC _ i k
-0.52177,P k i
-0.274942,S d i
-0.270437,SC _ d i
0.522755,P o k i d o
-0.182791,S o d
-0.17636,SC _ o d
0.665517,P o k i d o k
0.641202,P o k i d o k i
-0.436277,P y R
0.97274,S R
0.830323,S R y
0.945935,SC _ R
1.1024,SC _ R y
-3.19266,P R
-0.0772469,CSC _VCVCVV
1.55032,P ^ o
0.041369,SC _ o ^
0.197101,P d I
0.128297,S d I
0.327278,SC _ d I
-0.108255,S d t
-0.106103,SC _ d t
0.0586532,CSC _CCVCVCC
-0.0531056,S W d
-0.0531056,SC _ W d
0.840447,S n W d
0.761918,SC _ n W d
0.027725,P d W n
-0.267565,P W n
-0.268837,S a
-0.273823,SC _ a
-0.0186766,P w a
0.0795493,P a
0.664259,S n a
-0.60031,S n a w
0.513401,SC _ n a
-0.310744,SC _ n a w
-0.262466,CSC _NVCVCCVC
-0.119209,P w a n
1.33917,P a n
0.392276,S x n a
0.517823,SC _ x n a
-0.853105,P w a n x
-1.33646,P a n x
0.178966,S s x
0.182669,SC _ s x
-0.30747,CSC _CVCVN
0.421207,CSC _CVCVNVC
0.123498,CSC _CVCVNVCV
0.0609867,CSC _CCVCVN
-0.078576,S s t @
-0.000815328,S s t @ D
-0.0784771,SC _ s t @
-0.000815328,SC _ s t @ D
0.340932,P s o
-0.102645,P s o k
-1.52995,S E
-1.52898,SC _ E
0.955102,P D E
-0.126619,S n E
0.836228,S n E D
-0.124354,SC _ n E
0.573163,SC _ n E D
0.274544,P E n
0.560069,P k ^
0.712934,P k ^ m
0.0710794,S m ^
0.0660929,SC _ m ^
0.117969,S r i h m ^
0.284638,S r i h m ^ k
0.0871975,SC _ r i h m ^
0.208208,SC _ r i h m ^ k
0.00941857,S t E
-0.414516,S t E g
0.0165395,SC _ t E
-0.423734,SC _ t E g
-0.0990274,P g E t
-1.26793,P E t
-0.558853,CSC _NCVC
0.249978,CSC _VNCVC
-0.420039,N 3
-0.178456,S m a
-0.182149,SC _ m a
1.05073,P m a m
-0.602238,P a m
-0.438168,S i m a
-0.319431,S i m a m
-0.45371,SC _ i m a
-0.32367,SC _ i m a m
-0.270919,CSC _VNVNC
-0.683951,P m a m i
-0.298308,P m a n
0.0221033,S i m t
0.0955184,SC _ i m t
0.340877,P g o
0.198613,S o g
0.192568,SC _ o g
1.41143,S t @ D z I
1.21565,SC _ t @ D z I
-0.279383,CSC _VCVCCVCC
0.333333,P s E
0.310978,S d E
0.492544,S d E s
0.158351,SC _ d E
0.492544,SC _ d E s
-0.168685,CSC _CVCVCCVCC
-0.0799096,P E d
-0.092204,P g E t D
0.141318,S S
0.226465,SC _ S
0.425337,P S
0.861643,S u S
0.704734,SC _ u S
0.319194,P p
0.0794039,S p
0.0742389,SC _ p
1.23609,P p U
-0.879187,S U
-0.886187,SC _ U
-2.21128,P U
-1.37037,P p U t
-0.255026,P p U t D
0.721984,S p ^
0.772077,SC _ p ^
1.53203,P ^ p
0.000607674,S r u
0.00618994,S r u y
0.000607674,SC _ r u
0.00764598,SC _ r u y
0.00503466,P y u r
0.148852,S C
0.101449,S C ^
0.148852,SC _ C
0.192243,SC _ C ^
0.157705,P s ^ C
0.86231,P s ^ C e
0.879876,P e g U
0.584896,P g U
0.42142,S d U
-0.125201,S d U g e
0.60007,SC _ d U
-0.12297,SC _ d U g e
-0.232049,CSC _CVCVCVCCVC
0.883726,P e g U d
0.663267,P g U d
-0.609234,P g R
0.0397888,S l
1.35771,S l R g
0.000964957,S l R g d
0.100297,S l R g d U
0.17179,S l R g d U g
0.0424681,SC _ l
1.34207,SC _ l R g
0.1256,SC _ l R g d
0.173133,SC _ l R g d U
0.00216139,SC _ l R g d U g
-0.406809,P l
-0.23167,CSC _CVCVCVCVC
1.21575,P l E
0.0796974,P l E t
-1.01377,P l E t s
1.4143,P s w
0.683208,P w c
